No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
11,Robbie Chosen,27,WR,16,16,185,6-3,Temple,5/9/1993,4,9,,"$4,000,000",CAR,2020,2025-08-15 13:44:59
14,Pharoh Cooper,25,WR,16,1,208,5-11,South Carolina,3/7/1995,4,1,Los Angeles Rams / 4th / 117th pick /2016,"$910,000",CAR,2020,2025-08-15 13:44:59
65,Dennis Daley,24,T,5,3,325,6-6,South Carolina,8/7/1996,1,1,Carolina Panthers / 6th / 212th pick /2019,"$675,000",CAR,2020,2025-08-15 13:44:59
28,Mike Davis,27,RB,15,12,220,5-9,South Carolina,2/19/1993,5,7,San Francisco 49ers / 4th / 126th pick /2015,"$2,950,000",CAR,2020,2025-08-15 13:44:59
24,Rasul Douglas,25,RCB,14,11,209,6-2,"Nassau CC,West Virginia",8/29/1995,3,4,Philadelphia Eagles / 3rd / 99th pick /2017,"$825,000",CAR,2020,2025-08-15 13:44:59
29,Corn Elder,26,DB,16,1,185,5-10,Miami (FL),10/9/1994,2,1,Carolina Panthers / 5th / 152nd pick /2017,"$750,000",CAR,2020,2025-08-15 13:44:59
42,Sam Franklin,24,LB,14,4,210,6-3,Temple,2/2/1996,Rook,4,,"$610,000",CAR,2020,2025-08-15 13:44:59
97,Yetur Gross-Matos,22,RDE,12,7,265,6-5,Penn St.,2/26/1998,Rook,3,Carolina Panthers / 2nd / 38th pick /2020,"$572,941",CAR,2020,2025-08-15 13:44:59
78,Woodrow Hamilton,28,DT,5,0,315,6-3,Mississippi,12/20/1992,4,1,,"$660,000",CAR,2020,2025-08-15 13:44:59
38,Myles Hartsfield,23,DB,16,0,210,5-11,Mississippi,8/5/1997,Rook,1,,,CAR,2020,2025-08-15 13:44:59
98,Marquis Haynes,27,LB,15,0,235,6-2,Mississippi,12/16/1993,2,2,Carolina Panthers / 4th / 136th pick /2018,"$750,000",CAR,2020,2025-08-15 13:44:59
26,Donte Jackson,25,LCB,14,13,180,5-10,LSU,11/8/1995,2,5,Carolina Panthers / 2nd / 55th pick /2018,"$917,502",CAR,2020,2025-08-15 13:44:59
30,Natrell Jamerson,25,DB,4,0,200,5-11,Wisconsin,12/15/1995,2,0,New Orleans Saints / 5th / 164th pick /2018,"$660,000",CAR,2020,2025-08-15 13:44:59
44,J.J. Jansen,34,LS,16,0,235,6-2,Notre Dame,1/20/1986,11,1,,"$1,050,000",CAR,2020,2025-08-15 13:44:59
47,Clay Johnston,24,LB,2,0,225,6-1,Baylor,8/8/1996,Rook,0,Los Angeles Rams / 7th / 234th pick /2020,,CAR,2020,2025-08-15 13:44:59
63,Matt Kaskey,23,T,1,0,325,6-7,Dartmouth,3/17/1997,1,0,,,CAR,2020,2025-08-15 13:44:59
92,Zach Kerr,30,DT,13,4,334,6-2,Delaware,8/29/1990,6,2,,"$910,000",CAR,2020,2025-08-15 13:44:59
18,Keith Kirkwood,26,WR,1,0,210,6-3,"Hawaii,Temple",12/26/1994,2,0,,"$467,647",CAR,2020,2025-08-15 13:44:59
96,Austin Larkin,25,DE,9,0,265,6-3,Purdue,4/6/1995,1,1,,"$476,472",CAR,2020,2025-08-15 13:44:59
69,Tyler Larsen,29,C,13,0,335,6-4,Utah St.,7/8/1991,4,1,,"$1,300,000",CAR,2020,2025-08-15 13:44:59
74,Greg Little,23,T,10,3,310,6-5,Mississippi,11/4/1997,1,2,Carolina Panthers / 2nd / 37th pick /2019,"$842,224",CAR,2020,2025-08-15 13:44:59
82,Chris Manhertz,28,TE,16,12,235,6-6,Canisius,4/10/1992,4,0,,"$910,000",CAR,2020,2025-08-15 13:44:59
22,Christian McCaffrey,24,RB,3,3,210,5-11,Stanford,6/7/1996,3,3,Carolina Panthers / 1st / 8th pick /2017,"$825,000",CAR,2020,2025-08-15 13:44:59
83,Marken Michel,27,WR,2,0,190,5-11,Massachusetts,7/6/1993,1,0,,,CAR,2020,2025-08-15 13:44:59
67,John Miller,27,RG,14,14,315,6-3,Louisville,8/12/1993,5,6,Buffalo Bills / 3rd / 81st pick /2015,"$1,790,000",CAR,2020,2025-08-15 13:44:59
12,D.J. Moore,23,WR,15,14,213,6-0,Maryland,4/14/1997,2,10,Carolina Panthers / 1st / 24th pick /2018,"$1,495,574",CAR,2020,2025-08-15 13:44:59
72,Taylor Moton,26,RT,16,16,325,6-5,Western Michigan,8/18/1994,3,8,Carolina Panthers / 2nd / 64th pick /2017,"$1,032,021",CAR,2020,2025-08-15 13:44:59
94,Efe Obada,28,DE,16,1,265,6-6,None,4/13/1992,2,2,,"$750,000",CAR,2020,2025-08-15 13:44:59
76,Russell Okung,32,LT,7,7,310,6-5,Oklahoma St.,10/7/1988,10,4,Seattle Seahawks / 1st / 6th pick /2010,"$13,000,000",CAR,2020,2025-08-15 13:44:59
45,Chris Orr,23,LB,3,0,224,6-0,Wisconsin,6/17/1997,Rook,0,,,CAR,2020,2025-08-15 13:44:59
61,Matt Paradis,31,C,16,16,300,6-3,Boise St.,10/12/1989,5,7,Denver Broncos / 6th / 207th pick /2014,"$5,500,000",CAR,2020,2025-08-15 13:44:59
25,Troy Pride Jr.,22,RCB,14,8,195,5-11,Notre Dame,1/19/1998,Rook,3,Carolina Panthers / 4th / 113th pick /2020,,CAR,2020,2025-08-15 13:44:59
64,Chris Reed,28,LG,14,14,314,6-3,Minnesota St.,7/22/1992,4,6,,"$1,375,000",CAR,2020,2025-08-15 13:44:59
15,Seth Roberts,29,WR,7,1,195,6-2,West Alabama,2/22/1991,5,0,,"$3,100,000",CAR,2020,2025-08-15 13:44:59
27,Kenny Robinson Jr.,21,S,9,0,202,6-2,West Virginia,1/8/1999,Rook,0,Carolina Panthers / 5th / 152nd pick /2020,,CAR,2020,2025-08-15 13:44:59
93,Bravvion Roy,24,LDT,15,9,330,6-1,Baylor,10/18/1996,Rook,4,Carolina Panthers / 6th / 184th pick /2020,"$610,000",CAR,2020,2025-08-15 13:44:59
10,Curtis Samuel,24,WR,15,5,195,5-11,Ohio St.,8/11/1996,3,8,Carolina Panthers / 2nd / 40th pick /2017,"$1,220,044",CAR,2020,2025-08-15 13:44:59
75,Michael Schofield,30,G,11,3,301,6-6,Michigan,11/15/1990,5,2,Denver Broncos / 3rd / 95th pick /2014,"$1,000,000",CAR,2020,2025-08-15 13:44:59
68,Trenton Scott,26,T,14,4,320,6-5,Grambling St.,1/25/1994,2,3,,"$750,000",CAR,2020,2025-08-15 13:44:59
99,Kawann Short,31,DT,3,3,315,6-3,Purdue,2/2/1989,7,1,Carolina Panthers / 2nd / 44th pick /2013,"$12,500,000",CAR,2020,2025-08-15 13:44:59
4,Joey Slye,24,K,16,0,213,5-11,Virginia Tech,4/10/1996,1,2,,"$675,000",CAR,2020,2025-08-15 13:44:59
35,Rodney Smith,24,RB,7,1,210,5-11,Minnesota,2/28/1996,Rook,1,,,CAR,2020,2025-08-15 13:44:59
50,Julian Stanford,30,LB,16,0,230,6-1,Wagner,9/2/1990,8,1,,"$910,000",CAR,2020,2025-08-15 13:44:59
15,Tommy Stevens,24,QB,1,0,235,6-5,"Penn St.,Mississippi St.",12/15/1996,Rook,0,New Orleans Saints / 7th / 240th pick /2020,,CAR,2020,2025-08-15 13:44:59
57,Adarius Taylor,30,LB,13,2,230,6-0,"Eastern Arizona,Florida Atlantic",9/21/1990,6,2,,"$910,000",CAR,2020,2025-08-15 13:44:59
71,Sam Tecklenburg,23,T,2,0,310,6-4,Baylor,1/31/1997,Rook,0,,,CAR,2020,2025-08-15 13:44:59
80,Ian Thomas,24,TE,16,8,253,6-3,Indiana,6/6/1996,2,1,Carolina Panthers / 4th / 101st pick /2018,"$750,000",CAR,2020,2025-08-15 13:44:59
23,Stantley Thomas-Oliver,22,CB,10,0,190,6-0,Florida International,6/4/1998,Rook,1,Carolina Panthers / 7th / 221st pick /2020,"$610,000",CAR,2020,2025-08-15 13:44:59
86,Colin Thompson,27,TE,15,4,255,6-4,"Temple,Florida",12/15/1993,1,0,,"$610,000",CAR,2020,2025-08-15 13:44:59
54,Shaq Thompson,26,LLB,16,15,230,6-0,Washington,4/21/1994,5,6,Carolina Panthers / 1st / 25th pick /2015,"$4,000,000",CAR,2020,2025-08-15 13:44:59
6,P.J. Walker,25,QB,4,1,215,5-11,Temple,2/26/1995,1,1,,"$610,000",CAR,2020,2025-08-15 13:44:59
91,Stephen Weatherly,26,RDE,9,9,262,6-5,Vanderbilt,3/19/1994,4,4,Minnesota Vikings / 7th / 227th pick /2016,"$2,250,000",CAR,2020,2025-08-15 13:44:59
52,Tahir Whitehead,30,MLB,14,9,241,6-2,Temple,4/2/1990,8,4,Detroit Lions / 5th / 138th pick /2012,"$1,050,000",CAR,2020,2025-08-15 13:44:59
16,Brandon Zylstra,27,WR,16,2,215,6-2,Concordia-Moorhead (MN),3/25/1993,2,0,,"$750,000",CAR,2020,2025-08-15 13:44:59
