No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
75,Chaz Green,28,T,15,1,318,6-5,Florida,4/8/1992,4,2,Dallas Cowboys / 3rd / 91st pick /2015,"$910,000",CLT,2020,2025-08-15 13:53:17
41,Farrod Green,23,TE,1,0,240,6-4,Mississippi St.,6/10/1997,Rook,0,,,CLT,2020,2025-08-15 13:53:17
12,DeMichael Harris,22,WR,7,0,178,5-8,"Hinds CC,Southern Miss",7/12/1998,Rook,1,,,CLT,2020,2025-08-15 13:53:17
13,T.Y. Hilton,31,WR,15,15,183,5-10,Florida International,11/14/1989,8,7,Indianapolis Colts / 3rd / 92nd pick /2012,"$14,542,000",CLT,2020,2025-08-15 13:53:17
21,Nyheim Hines,24,RB,16,2,198,5-8,North Carolina St.,11/12/1996,2,7,Indianapolis Colts / 4th / 104th pick /2018,"$750,000",CLT,2020,2025-08-15 13:53:17
69,Will Holden,27,T,1,1,312,6-7,Vanderbilt,9/14/1993,3,1,Arizona Cardinals / 5th / 157th pick /2017,,CLT,2020,2025-08-15 13:53:17
29,Malik Hooker,24,DB,2,2,212,6-2,Ohio St.,4/2/1996,3,1,Indianapolis Colts / 1st / 15th pick /2017,"$2,183,169",CLT,2020,2025-08-15 13:53:17
50,Justin Houston,31,LDE,16,16,270,6-3,Georgia,1/21/1989,9,8,Kansas City Chiefs / 3rd / 70th pick /2011,"$8,000,000",CLT,2020,2025-08-15 13:53:17
68,Joey Hunt,26,C,1,0,299,6-2,TCU,2/22/1994,4,0,Seattle Seahawks / 6th / 215th pick /2016,,CLT,2020,2025-08-15 13:53:17
83,Marcus Johnson,26,WR,11,3,207,6-1,Texas,8/5/1994,3,2,,"$582,353",CLT,2020,2025-08-15 13:53:17
78,Ryan Kelly,27,C,15,15,307,6-4,Alabama,5/30/1993,4,11,Indianapolis Colts / 1st / 18th pick /2016,"$5,350,000",CLT,2020,2025-08-15 13:53:17
53,Shaquille Leonard,25,LLB,14,14,230,6-2,South Carolina St.,7/27/1995,2,14,Indianapolis Colts / 2nd / 36th pick /2018,"$1,138,891",CLT,2020,2025-08-15 13:53:17
94,Tyquan Lewis,25,DE,16,4,267,6-3,Ohio St.,1/30/1995,2,3,Indianapolis Colts / 2nd / 64th pick /2018,"$876,914",CLT,2020,2025-08-15 13:53:17
25,Marlon Mack,24,RB,1,1,210,5-11,South Florida,3/7/1996,3,0,Indianapolis Colts / 4th / 143rd pick /2017,"$2,133,000",CLT,2020,2025-08-15 13:53:17
55,Cassius Marsh,28,DE,3,0,254,6-4,UCLA,7/7/1992,6,0,Seattle Seahawks / 4th / 108th pick /2014,,CLT,2020,2025-08-15 13:53:17
23,Kenny Moore,25,LCB,16,14,190,5-9,Valdosta St.,8/23/1995,3,5,,"$5,750,000",CLT,2020,2025-08-15 13:53:17
97,Al-Quadin Muhammad,25,DE,16,0,250,6-3,Miami (FL),3/28/1995,3,1,New Orleans Saints / 6th / 196th pick /2017,"$2,133,000",CLT,2020,2025-08-15 13:53:17
56,Quenton Nelson,24,LG,16,16,330,6-5,Notre Dame,3/19/1996,2,14,Indianapolis Colts / 1st / 6th pick /2018,"$750,000",CLT,2020,2025-08-15 13:53:17
30,George Odum,27,DB,16,0,202,6-1,Central Arkansas,11/3/1993,2,6,,"$750,000",CLT,2020,2025-08-15 13:53:17
58,Bobby Okereke,24,RLB,14,8,235,6-2,Stanford,7/29/1996,1,5,Indianapolis Colts / 3rd / 89th pick /2019,"$675,000",CLT,2020,2025-08-15 13:53:17
14,Zach Pascal,26,WR,16,14,219,6-2,Old Dominion,12/18/1994,2,6,,"$750,000",CLT,2020,2025-08-15 13:53:17
85,Dezmon Patmon,22,WR,1,0,220,6-4,Washington St.,8/6/1998,Rook,0,Indianapolis Colts / 6th / 212th pick /2020,"$610,000",CLT,2020,2025-08-15 13:53:17
63,Danny Pinter,24,G,13,1,301,6-4,Ball St.,6/19/1996,Rook,1,Indianapolis Colts / 5th / 149th pick /2020,"$610,000",CLT,2020,2025-08-15 13:53:17
11,Michael Pittman Jr.,23,WR,13,8,223,6-4,USC,10/5/1997,Rook,5,Indianapolis Colts / 2nd / 34th pick /2020,,CLT,2020,2025-08-15 13:53:17
46,Luke Rhodes,28,LB,16,0,238,6-2,William & Mary,12/2/1992,4,8,,"$910,000",CLT,2020,2025-08-15 13:53:17
27,Xavier Rhodes,30,RCB,16,16,218,6-1,Florida St.,6/19/1990,7,5,Minnesota Vikings / 1st / 25th pick /2013,"$1,500,000",CLT,2020,2025-08-15 13:53:17
17,Philip Rivers,39,QB,16,16,228,6-5,North Carolina St.,12/8/1981,16,13,New York Giants / 1st / 4th pick /2004,"$13,000,000",CLT,2020,2025-08-15 13:53:17
34,Isaiah Rodgers,22,CB,13,0,176,5-10,Massachusetts,1/7/1998,Rook,2,Indianapolis Colts / 6th / 211th pick /2020,"$610,000",CLT,2020,2025-08-15 13:53:17
8,Rigoberto Sanchez,26,P,14,0,195,6-0,Hawaii,9/8/1994,3,2,,"$2,000,000",CLT,2020,2025-08-15 13:53:17
72,Braden Smith,24,RT,14,14,312,6-6,Auburn,3/25/1996,2,8,Indianapolis Colts / 2nd / 37th pick /2018,"$1,133,972",CLT,2020,2025-08-15 13:53:17
35,Tremon Smith,24,DB,10,0,190,5-11,Central Arkansas,7/20/1996,2,0,Kansas City Chiefs / 6th / 196th pick /2018,"$661,770",CLT,2020,2025-08-15 13:53:17
45,E.J. Speed,25,LB,15,0,227,6-4,Tarleton St.,6/1/1995,1,1,Indianapolis Colts / 5th / 164th pick /2019,"$675,000",CLT,2020,2025-08-15 13:53:17
76,Taylor Stallworth,25,DT,16,1,305,6-2,South Carolina,8/18/1995,2,2,,"$750,000",CLT,2020,2025-08-15 13:53:17
90,Grover Stewart,27,RDT,16,16,314,6-4,Albany State (GA),10/20/1993,3,7,Indianapolis Colts / 4th / 144th pick /2017,"$2,133,000",CLT,2020,2025-08-15 13:53:17
28,Jonathan Taylor,21,RB,15,13,226,5-10,Wisconsin,1/19/1999,Rook,11,Indianapolis Colts / 2nd / 41st pick /2020,"$610,000",CLT,2020,2025-08-15 13:53:17
86,Noah Togiai,23,TE,4,0,244,6-4,Oregon St.,7/6/1997,Rook,0,,"$610,000",CLT,2020,2025-08-15 13:53:17
57,Kemoko Turay,25,LB,7,0,248,6-5,Rutgers,7/11/1995,2,1,Indianapolis Colts / 2nd / 52nd pick /2018,"$954,400",CLT,2020,2025-08-15 13:53:17
65,Jared Veldheer,33,T,1,1,321,6-8,Hillsdale,6/14/1987,10,1,Oakland Raiders / 3rd / 69th pick /2010,,CLT,2020,2025-08-15 13:53:17
54,Anthony Walker,25,MLB,16,16,235,6-1,Northwestern,8/8/1995,3,7,Indianapolis Colts / 5th / 161st pick /2017,"$2,133,000",CLT,2020,2025-08-15 13:53:17
73,J'Marcus Webb,32,T,1,0,320,6-7,"Texas,Navarro,West Texas A&M",8/8/1988,10,0,Chicago Bears / 7th / 218th pick /2010,,CLT,2020,2025-08-15 13:53:17
20,Jordan Wilkins,26,RB,15,0,216,6-1,Mississippi,7/18/1994,2,3,Indianapolis Colts / 5th / 169th pick /2018,"$750,000",CLT,2020,2025-08-15 13:53:17
37,Khari Willis,24,SS,14,14,213,5-11,Michigan St.,5/7/1996,1,5,Indianapolis Colts / 4th / 109th pick /2019,"$675,000",CLT,2020,2025-08-15 13:53:17
31,Tavon Wilson,30,DB,15,2,208,6-0,Illinois,3/19/1990,8,1,New England Patriots / 2nd / 48th pick /2012,"$1,050,000",CLT,2020,2025-08-15 13:53:17
93,Robert Windsor,23,DT,2,0,290,6-5,Penn St.,1/15/1997,Rook,0,Indianapolis Colts / 6th / 193rd pick /2020,,CLT,2020,2025-08-15 13:53:17
34,Rock Ya-Sin,24,LCB,13,8,195,5-11,Temple,5/23/1996,1,3,Indianapolis Colts / 2nd / 34th pick /2019,"$854,839",CLT,2020,2025-08-15 13:53:17
