No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
77,Andre Dillard,24,T,16,4,315,6-5,Washington St.,10/3/1995,Rook,3,Philadelphia Eagles / 1st / 22nd pick /2019,"$495,000",PHI,2019,2025-08-15 14:23:32
32,Rasul Douglas,24,RCB,16,6,209,6-2,"Nassau CC,West Virginia",8/29/1995,2,3,Philadelphia Eagles / 3rd / 99th pick /2017,"$670,000",PHI,2019,2025-08-15 14:23:32
57,T.J. Edwards,23,LB,16,4,228,6-0,Wisconsin,8/12/1996,Rook,3,,"$495,000",PHI,2019,2025-08-15 14:23:32
4,Jake Elliott,24,K,16,0,167,5-9,Memphis,1/21/1995,2,3,Cincinnati Bengals / 5th / 153rd pick /2017,"$645,000",PHI,2019,2025-08-15 14:23:32
85,Alex Ellis,26,TE,3,0,245,6-4,Tennessee,2/10/1993,3,0,,"$645,000",PHI,2019,2025-08-15 14:23:32
37,Marcus Epps,23,DB,7,0,195,6-0,Wyoming,1/27/1996,Rook,0,Minnesota Vikings / 6th / 191st pick /2019,,PHI,2019,2025-08-15 14:23:32
86,Zach Ertz,29,TE,15,15,250,6-5,Stanford,11/10/1990,6,7,Philadelphia Eagles / 2nd / 35th pick /2013,"$8,000,000",PHI,2019,2025-08-15 14:23:32
36,Rudy Ford,25,DB,10,0,200,6-0,Auburn,11/1/1994,2,1,Arizona Cardinals / 6th / 208th pick /2017,"$645,000",PHI,2019,2025-08-15 14:23:32
58,L.J. Fort,29,LB,4,0,232,6-0,Northern Iowa,1/3/1990,7,0,,"$1,025,000",PHI,2019,2025-08-15 14:23:32
47,Nathan Gerry,24,RLB,16,12,230,6-2,Nebraska,2/23/1995,2,8,Philadelphia Eagles / 5th / 184th pick /2017,"$645,000",PHI,2019,2025-08-15 14:23:32
83,Shelton Gibson,25,WR,0,0,191,5-11,West Virginia,3/20/1994,2,,Philadelphia Eagles / 5th / 166th pick /2017,"$645,000",PHI,2019,2025-08-15 14:23:32
88,Dallas Goedert,24,TE,15,9,256,6-5,South Dakota St.,1/3/1995,1,5,Philadelphia Eagles / 2nd / 49th pick /2018,"$735,649",PHI,2019,2025-08-15 14:23:32
55,Brandon Graham,31,RDE,16,16,265,6-2,Michigan,4/3/1988,9,9,Philadelphia Eagles / 1st / 13th pick /2010,"$1,000,000",PHI,2019,2025-08-15 14:23:32
54,Kamu Grugier-Hill,25,LLB,10,6,230,6-2,Eastern Illinois,5/16/1994,3,3,New England Patriots / 6th / 208th pick /2016,"$720,000",PHI,2019,2025-08-15 14:23:32
74,Daeshon Hall,24,DE,9,0,265,6-5,Texas A&M,6/14/1995,2,1,Carolina Panthers / 3rd / 77th pick /2017,"$645,000",PHI,2019,2025-08-15 14:23:32
90,Bruce Hector,25,DT,3,1,296,6-2,South Florida,10/7/1994,1,1,,"$570,000",PHI,2019,2025-08-15 14:23:32
67,Nate Herbig,21,G,2,0,334,6-4,Stanford,7/10/1998,Rook,0,,"$495,000",PHI,2019,2025-08-15 14:23:32
16,Mack Hollins,26,WR,12,3,221,6-4,North Carolina,9/16/1993,2,1,Philadelphia Eagles / 4th / 118th pick /2017,"$645,000",PHI,2019,2025-08-15 14:23:32
24,Jordan Howard,25,RB,10,4,224,6-0,Indiana,11/2/1994,3,3,Chicago Bears / 5th / 150th pick /2016,"$2,025,000",PHI,2019,2025-08-15 14:23:32
76,Albert Huggins,22,DT,4,0,305,6-3,Clemson,6/27/1997,Rook,0,,,PHI,2019,2025-08-15 14:23:32
10,DeSean Jackson,33,WR,3,3,175,5-10,California,12/1/1986,11,1,Philadelphia Eagles / 2nd / 49th pick /2008,"$1,030,000",PHI,2019,2025-08-15 14:23:32
97,Malik Jackson,29,DT,1,1,285,6-5,Tennessee,1/11/1990,7,0,Denver Broncos / 5th / 137th pick /2012,"$1,000,000",PHI,2019,2025-08-15 14:23:32
39,Craig James,23,DB,14,1,195,5-10,Southern Illinois,4/29/1996,1,1,,,PHI,2019,2025-08-15 14:23:32
17,Alshon Jeffery,29,WR,10,10,218,6-3,South Carolina,2/14/1990,7,4,Chicago Bears / 2nd / 45th pick /2012,"$11,750,000",PHI,2019,2025-08-15 14:23:32
27,Malcolm Jenkins,32,FS,16,16,204,6-0,Ohio St.,12/20/1987,10,6,New Orleans Saints / 1st / 14th pick /2009,"$8,100,000",PHI,2019,2025-08-15 14:23:32
93,Timmy Jernigan,27,LDT,10,9,295,6-2,Florida St.,9/24/1992,5,4,Baltimore Ravens / 2nd / 48th pick /2014,"$1,000,000",PHI,2019,2025-08-15 14:23:32
65,Lane Johnson,29,RT,12,12,325,6-6,"Kilgore College,Oklahoma",5/8/1990,6,7,Philadelphia Eagles / 1st / 4th pick /2013,"$805,000",PHI,2019,2025-08-15 14:23:32
1,Cameron Johnston,27,P,16,0,194,5-11,Ohio St.,2/24/1992,1,3,,"$570,000",PHI,2019,2025-08-15 14:23:32
22,Sidney Jones,23,DB,12,4,181,6-0,Washington,5/21/1996,2,3,Philadelphia Eagles / 2nd / 43rd pick /2017,"$1,023,190",PHI,2019,2025-08-15 14:23:32
62,Jason Kelce,32,C,16,16,295,6-3,Cincinnati,11/5/1987,8,14,Philadelphia Eagles / 6th / 191st pick /2011,"$930,000",PHI,2019,2025-08-15 14:23:32
34,Cre'von LeBlanc,25,DB,4,1,190,5-10,Florida Atlantic,7/25/1994,3,1,,"$720,000",PHI,2019,2025-08-15 14:23:32
37,Ryan Lewis,25,DB,2,0,185,6-0,Pittsburgh,4/15/1994,1,0,,,PHI,2019,2025-08-15 14:23:32
45,Rick Lovato,27,LS,16,0,249,6-2,Old Dominion,9/9/1992,4,3,,"$720,000",PHI,2019,2025-08-15 14:23:32
29,Avonte Maddox,23,LCB,12,6,191,5-9,Pittsburgh,3/31/1996,1,3,Philadelphia Eagles / 4th / 125th pick /2018,"$570,000",PHI,2019,2025-08-15 14:23:32
80,Jordan Matthews,27,WR,2,1,212,6-3,Vanderbilt,7/16/1992,5,0,Philadelphia Eagles / 2nd / 42nd pick /2014,,PHI,2019,2025-08-15 14:23:32
18,Josh McCown,40,QB,3,0,218,6-4,"SMU,Sam Houston St.",7/4/1979,17,0,Arizona Cardinals / 3rd / 81st pick /2002,"$2,000,000",PHI,2019,2025-08-15 14:23:32
23,Rodney McLeod,29,SS,16,16,185,5-10,Virginia,6/23/1990,7,7,,"$1,500,000",PHI,2019,2025-08-15 14:23:32
51,Shareef Miller,22,DE,1,0,254,6-4,Penn St.,3/14/1997,Rook,0,Philadelphia Eagles / 4th / 138th pick /2019,"$495,000",PHI,2019,2025-08-15 14:23:32
31,Jalen Mills,25,LCB,9,9,191,6-0,LSU,4/6/1994,3,4,Philadelphia Eagles / 7th / 233rd pick /2016,"$2,025,000",PHI,2019,2025-08-15 14:23:32
81,Joshua Perkins,26,TE,5,0,223,6-3,Washington,8/5/1993,3,1,,"$645,000",PHI,2019,2025-08-15 14:23:32
71,Jason Peters,37,LT,13,13,328,6-4,Arkansas,1/22/1982,15,6,,"$3,500,000",PHI,2019,2025-08-15 14:23:32
69,Matt Pryor,25,T,12,0,332,6-7,TCU,12/16/1994,1,1,Philadelphia Eagles / 6th / 206th pick /2018,"$570,000",PHI,2019,2025-08-15 14:23:32
98,Hassan Ridgeway,25,LDT,7,5,305,6-3,Texas,11/2/1994,3,3,Indianapolis Colts / 4th / 116th pick /2016,"$720,000",PHI,2019,2025-08-15 14:23:32
50,Duke Riley,25,LB,12,0,227,6-1,LSU,8/9/1994,2,1,Atlanta Falcons / 3rd / 75th pick /2017,,PHI,2019,2025-08-15 14:23:32
82,Richard Rodgers,27,TE,1,0,257,6-4,California,1/22/1992,5,0,Green Bay Packers / 3rd / 98th pick /2014,"$805,000",PHI,2019,2025-08-15 14:23:32
66,Anthony Rush,23,DT,9,0,361,6-4,Ala-Birmingham,9/1/1996,Rook,1,,,PHI,2019,2025-08-15 14:23:32
26,Miles Sanders,22,RB,16,11,211,5-11,Penn St.,5/1/1997,Rook,8,Philadelphia Eagles / 2nd / 53rd pick /2019,"$495,000",PHI,2019,2025-08-15 14:23:32
38,Orlando Scandrick,32,DB,3,1,196,5-10,Boise St.,2/10/1987,11,1,Dallas Cowboys / 5th / 143rd pick /2008,"$1,030,000",PHI,2019,2025-08-15 14:23:32
35,Boston Scott,24,RB,11,2,204,5-6,Louisiana Tech,4/27/1995,1,3,New Orleans Saints / 6th / 201st pick /2018,"$570,000",PHI,2019,2025-08-15 14:23:32
42,Andrew Sendejo,32,DB,9,1,210,6-1,Rice,9/9/1987,9,1,,"$930,000",PHI,2019,2025-08-15 14:23:32
73,Isaac Seumalo,26,LG,16,16,303,6-4,Oregon St.,10/29/1993,3,7,Philadelphia Eagles / 3rd / 79th pick /2016,"$749,000",PHI,2019,2025-08-15 14:23:32
49,Alex Singleton,26,LB,10,0,240,6-2,Montana St.,12/7/1993,1,1,,"$495,000",PHI,2019,2025-08-15 14:23:32
66,Akeem Spence,28,DT,6,0,303,6-1,Illinois,11/29/1991,6,1,Tampa Bay Buccaneers / 4th / 100th pick /2013,,PHI,2019,2025-08-15 14:23:32
43,Darren Sproles,36,RB,6,1,190,5-6,Kansas St.,6/20/1983,14,1,San Diego Chargers / 4th / 130th pick /2005,"$1,030,000",PHI,2019,2025-08-15 14:23:32
94,Josh Sweat,22,DE,16,0,265,6-5,Florida St.,3/29/1997,1,2,Philadelphia Eagles / 4th / 130th pick /2018,"$570,000",PHI,2019,2025-08-15 14:23:32
72,Halapoulivaati Vaitai,26,T,16,3,322,6-6,TCU,6/16/1993,3,3,Philadelphia Eagles / 5th / 164th pick /2016,"$2,025,000",PHI,2019,2025-08-15 14:23:32
84,Greg Ward,24,WR,7,3,186,5-11,Houston,7/12/1995,1,2,,,PHI,2019,2025-08-15 14:23:32
11,Carson Wentz,27,QB,16,16,237,6-5,North Dakota St.,12/30/1992,3,12,Philadelphia Eagles / 1st / 2nd pick /2016,"$720,000",PHI,2019,2025-08-15 14:23:32
