No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
94,Corey Liuget,29,DT,7,0,300,6-2,Illinois,3/18/1990,8,1,San Diego Chargers / 1st / 18th pick /2011,,BUF,2019,2025-08-15 13:42:43
61,Spencer Long,29,G,14,0,318,6-5,Nebraska,11/8/1990,5,1,Washington Redskins / 3rd / 78th pick /2014,"$1,350,000",BUF,2019,2025-08-15 13:42:43
98,Star Lotulelei,30,RDT,16,16,315,6-2,"Snow College (UT),Utah",12/20/1989,6,10,Carolina Panthers / 1st / 14th pick /2013,"$7,150,000",BUF,2019,2025-08-15 13:42:43
31,Dean Marlowe,27,DB,9,2,205,6-1,James Madison,7/25/1992,4,1,,"$645,000",BUF,2019,2025-08-15 13:42:43
19,Isaiah McKenzie,24,WR,15,8,173,5-7,Georgia,4/9/1995,2,2,Denver Broncos / 5th / 172nd pick /2017,"$645,000",BUF,2019,2025-08-15 13:42:43
58,Matt Milano,25,LLB,15,15,223,6-0,Boston Col.,7/28/1994,2,10,Buffalo Bills / 5th / 163rd pick /2017,"$645,000",BUF,2019,2025-08-15 13:42:43
60,Mitch Morse,27,C,16,16,305,6-6,Missouri,4/21/1992,4,7,Kansas City Chiefs / 2nd / 49th pick /2015,"$4,400,000",BUF,2019,2025-08-15 13:42:43
93,Trent Murphy,29,LDE,16,16,260,6-6,Stanford,12/22/1990,5,12,Washington Redskins / 2nd / 47th pick /2014,"$5,800,000",BUF,2019,2025-08-15 13:42:43
33,Siran Neal,25,DB,15,1,206,6-0,Jacksonville St.,8/4/1994,1,1,Buffalo Bills / 5th / 154th pick /2018,"$570,000",BUF,2019,2025-08-15 13:42:43
77,Ty Nsekhe,34,T,10,1,325,6-8,Texas St.,10/27/1985,7,1,,"$3,200,000",BUF,2019,2025-08-15 13:42:43
91,Ed Oliver,22,RDT,16,7,287,6-1,Houston,12/12/1997,Rook,6,Buffalo Bills / 1st / 9th pick /2019,"$495,000",BUF,2019,2025-08-15 13:42:43
94,Kyle Peko,26,DT,4,0,305,6-1,Oregon St.,7/23/1993,3,0,,"$645,000",BUF,2019,2025-08-15 13:42:43
32,Senorise Perry,28,RB,11,0,210,6-0,Louisville,9/19/1991,5,0,,"$720,000",BUF,2019,2025-08-15 13:42:43
99,Harrison Phillips,23,DT,3,0,307,6-3,Stanford,1/25/1996,1,0,Buffalo Bills / 3rd / 96th pick /2018,"$570,000",BUF,2019,2025-08-15 13:42:43
97,Jordan Phillips,27,LDT,16,9,330,6-6,Oklahoma,9/21/1992,4,8,Miami Dolphins / 2nd / 52nd pick /2015,"$2,250,000",BUF,2019,2025-08-15 13:42:43
21,Jordan Poyer,28,SS,16,16,191,6-0,Oregon St.,4/25/1991,6,8,Philadelphia Eagles / 7th / 218th pick /2013,"$2,950,000",BUF,2019,2025-08-15 13:42:43
18,Andre Roberts,31,WR,13,0,195,5-11,The Citadel,1/9/1988,9,0,Arizona Cardinals / 3rd / 88th pick /2010,"$2,000,000",BUF,2019,2025-08-15 13:42:43
26,Devin Singletary,22,RB,12,8,203,5-7,Florida Atlantic,9/3/1997,Rook,6,Buffalo Bills / 3rd / 74th pick /2019,"$495,000",BUF,2019,2025-08-15 13:42:43
85,Lee Smith,32,WR,16,5,265,6-6,"Tennessee,Marshall",11/21/1987,8,0,New England Patriots / 5th / 159th pick /2011,"$1,900,000",BUF,2019,2025-08-15 13:42:43
67,Quinton Spain,28,LG,16,16,330,6-4,West Virginia,8/7/1991,4,7,,"$1,750,000",BUF,2019,2025-08-15 13:42:43
51,Julian Stanford,29,LB,16,0,230,6-1,Wagner,9/2/1990,7,2,,"$1,250,000",BUF,2019,2025-08-15 13:42:43
89,Tommy Sweeney,24,TE,6,1,255,6-5,Boston Col.,7/1/1995,Rook,1,Buffalo Bills / 7th / 228th pick /2019,"$495,000",BUF,2019,2025-08-15 13:42:43
96,Vincent Taylor,25,DT,3,0,311,6-3,Oklahoma St.,1/5/1994,2,1,Miami Dolphins / 6th / 194th pick /2017,,BUF,2019,2025-08-15 13:42:43
52,Corey Thompson,26,LB,12,0,222,6-1,LSU,12/23/1993,1,1,,"$570,000",BUF,2019,2025-08-15 13:42:43
39,Levi Wallace,24,LCB/RCB,16,16,179,6-0,Alabama,6/12/1995,1,7,,"$570,000",BUF,2019,2025-08-15 13:42:43
27,Tre'Davious White,24,RCB/LCB,15,15,192,5-11,LSU,1/16/1995,2,19,Buffalo Bills / 1st / 27th pick /2017,"$1,382,374",BUF,2019,2025-08-15 13:42:43
82,Duke Williams,27,WR,4,3,225,6-3,"Mississippi Gulf Coast CC,Auburn",5/13/1992,1,1,,"$495,000",BUF,2019,2025-08-15 13:42:43
22,T.J. Yeldon,26,RB,6,0,223,6-1,Alabama,10/2/1993,4,1,Jacksonville Jaguars / 2nd / 36th pick /2015,"$1,000,000",BUF,2019,2025-08-15 13:42:43
