No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
19,Equanimeous St. Brown,24,WR,12,1,214,6-5,Notre Dame,9/30/1996,2,1,Green Bay Packers / 6th / 207th pick /2018,"$616,176",GNB,2020,2025-08-15 14:01:23
87,Jace Sternberger,24,TE,12,0,250,6-4,Texas A&M,6/26/1996,1,1,Green Bay Packers / 3rd / 75th pick /2019,"$675,000",GNB,2020,2025-08-15 14:01:23
39,Chandon Sullivan,24,DB,16,10,189,5-11,Georgia St.,8/7/1996,2,4,,"$750,000",GNB,2020,2025-08-15 14:01:23
44,Ty Summers,25,LB,16,1,241,6-1,TCU,12/31/1995,1,2,Green Bay Packers / 7th / 226th pick /2019,"$675,000",GNB,2020,2025-08-15 14:01:23
65,Lane Taylor,31,G,1,1,324,6-3,Oklahoma St.,11/22/1989,7,1,,"$910,000",GNB,2020,2025-08-15 14:01:23
86,Malik Taylor,25,WR,15,1,220,6-1,Ferris St.,12/21/1995,1,1,,"$610,000",GNB,2020,2025-08-15 14:01:23
85,Robert Tonyan,26,TE,16,8,240,6-5,Indiana St.,4/30/1994,2,7,,"$750,000",GNB,2020,2025-08-15 14:01:23
77,Billy Turner,29,RT/RG,14,14,313,6-5,North Dakota St.,10/17/1991,6,9,Miami Dolphins / 3rd / 67th pick /2014,"$2,200,000",GNB,2020,2025-08-15 14:01:23
83,Marquez Valdes-Scantling,26,WR,16,12,206,6-4,"North Carolina St.,South Florida",10/10/1994,2,8,Green Bay Packers / 5th / 174th pick /2018,"$750,000",GNB,2020,2025-08-15 14:01:23
71,Ricky Wagner,31,RT,16,9,313,6-6,Wisconsin,10/21/1989,7,6,Baltimore Ravens / 5th / 168th pick /2013,"$2,250,000",GNB,2020,2025-08-15 14:01:23
22,Dexter Williams,23,RB,3,0,212,5-11,Notre Dame,1/6/1997,1,0,Green Bay Packers / 6th / 194th pick /2019,"$585,000",GNB,2020,2025-08-15 14:01:23
30,Jamaal Williams,25,RB,14,3,224,6-0,BYU,4/3/1995,3,7,Green Bay Packers / 4th / 134th pick /2017,"$2,133,000",GNB,2020,2025-08-15 14:01:23
88,Juwann Winfree,24,WR,2,0,210,6-1,Colorado,9/4/1996,1,0,Denver Broncos / 6th / 187th pick /2019,,GNB,2020,2025-08-15 14:01:23
93,Billy Winn,31,DT,6,0,300,6-4,Boise St.,4/15/1989,8,0,Cleveland Browns / 6th / 205th pick /2012,"$588,824",GNB,2020,2025-08-15 14:01:23
