No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
2,Brian Hoyer,35,QB,1,1,215,6-2,Michigan St.,10/13/1985,11,0,,"$1,050,000",NWE,2020,2025-08-15 14:15:39
85,Ryan Izzo,25,TE,12,12,255,6-5,Florida St.,12/21/1995,1,2,New England Patriots / 7th / 250th pick /2018,"$750,000",NWE,2020,2025-08-15 14:15:39
27,J.C. Jackson,25,LCB,16,11,198,6-1,"Florida,Riverside CC,Maryland",11/17/1995,2,6,,"$750,000",NWE,2020,2025-08-15 14:15:39
45,Michael Jackson,23,DB,1,0,210,6-1,Miami (FL),1/10/1997,1,0,Dallas Cowboys / 5th / 158th pick /2019,,NWE,2020,2025-08-15 14:15:39
58,Anfernee Jennings,23,LB,14,4,255,6-2,Alabama,9/1/1997,Rook,3,New England Patriots / 3rd / 87th pick /2020,"$610,000",NWE,2020,2025-08-15 14:15:39
47,Jakob Johnson,26,FB,16,11,255,6-3,Tennessee,12/15/1994,1,0,,"$675,000",NWE,2020,2025-08-15 14:15:39
31,Jonathan Jones,27,DB,16,7,190,5-10,Auburn,9/20/1993,4,3,,"$3,200,000",NWE,2020,2025-08-15 14:15:39
44,Dalton Keene,21,TE,6,0,251,6-4,Virginia Tech,4/14/1999,Rook,0,New England Patriots / 3rd / 101st pick /2020,"$511,173",NWE,2020,2025-08-15 14:15:39
94,Isaiah Mack,24,DT,2,0,305,6-1,Chattanooga,3/19/1996,1,0,,"$357,354",NWE,2020,2025-08-15 14:15:39
46,Cassh Maluia,22,LB,9,0,,,Wyoming,10/3/1998,Rook,1,New England Patriots / 6th / 204th pick /2020,"$610,000",NWE,2020,2025-08-15 14:15:39
68,Marcus Martin,27,C,1,0,330,6-3,USC,11/29/1993,6,0,San Francisco 49ers / 3rd / 70th pick /2014,,NWE,2020,2025-08-15 14:15:39
69,Shaq Mason,27,RG,13,13,310,6-1,Georgia Tech,8/28/1993,5,4,New England Patriots / 4th / 131st pick /2015,"$5,000,000",NWE,2020,2025-08-15 14:15:39
32,Devin McCourty,33,FS,16,16,195,5-10,Rutgers,8/13/1987,10,6,New England Patriots / 1st / 27th pick /2010,"$2,250,000",NWE,2020,2025-08-15 14:15:39
30,Jason McCourty,33,LCB,16,11,195,5-11,Rutgers,8/13/1987,11,4,Tennessee Titans / 6th / 203rd pick /2009,"$2,650,000",NWE,2020,2025-08-15 14:15:39
16,Jakobi Meyers,24,WR,14,9,193,6-2,North Carolina St.,11/9/1996,1,7,,"$675,000",NWE,2020,2025-08-15 14:15:39
26,Sony Michel,25,RB,9,6,215,5-11,Georgia,2/17/1995,2,4,New England Patriots / 1st / 31st pick /2018,"$1,355,154",NWE,2020,2025-08-15 14:15:39
14,Donte Moncrief,27,WR,6,0,216,6-2,Mississippi,8/6/1993,6,0,Indianapolis Colts / 3rd / 90th pick /2014,,NWE,2020,2025-08-15 14:15:39
1,Cam Newton,31,QB,15,15,245,6-5,"Florida,Blinn College (TX),Auburn",5/11/1989,9,12,Carolina Panthers / 1st / 1st pick /2011,"$1,050,000",NWE,2020,2025-08-15 14:15:39
80,Gunner Olszewski,24,WR,13,2,190,6-0,Bemidji St.,11/26/1996,1,2,,"$630,882",NWE,2020,2025-08-15 14:15:39
71,Michael Onwenu,23,RT,16,16,350,6-3,Michigan,12/10/1997,Rook,7,New England Patriots / 6th / 182nd pick /2020,"$610,000",NWE,2020,2025-08-15 14:15:39
21,Adrian Phillips,28,SS,16,16,208,5-11,Texas,3/28/1992,6,6,,"$1,250,000",NWE,2020,2025-08-15 14:15:39
95,Derek Rivers,26,DE,8,0,250,6-5,Youngstown St.,5/9/1994,2,1,New England Patriots / 3rd / 83rd pick /2017,"$825,000",NWE,2020,2025-08-15 14:15:39
55,John Simon,30,RDE,16,16,260,6-2,Ohio St.,10/14/1990,7,9,Baltimore Ravens / 4th / 129th pick /2013,"$1,500,000",NWE,2020,2025-08-15 14:15:39
18,Matthew Slater,35,WR,16,0,205,6-0,UCLA,9/9/1985,12,0,New England Patriots / 5th / 153rd pick /2008,"$1,600,000",NWE,2020,2025-08-15 14:15:39
52,Akeem Spence,29,DT,6,0,303,6-1,Illinois,11/29/1991,7,1,Tampa Bay Buccaneers / 4th / 100th pick /2013,,NWE,2020,2025-08-15 14:15:39
4,Jarrett Stidham,24,QB,5,0,215,6-3,"Baylor,Auburn",8/8/1996,1,1,New England Patriots / 4th / 133rd pick /2019,"$675,000",NWE,2020,2025-08-15 14:15:39
42,J.J. Taylor,22,RB,6,0,185,5-6,Arizona,1/4/1998,Rook,1,,"$610,000",NWE,2020,2025-08-15 14:15:39
83,Jordan Thomas,24,TE,2,0,280,6-5,Mississippi St.,8/2/1996,2,0,Houston Texans / 6th / 211th pick /2018,"$661,765",NWE,2020,2025-08-15 14:15:39
62,Joe Thuney,28,LG,16,16,301,6-4,North Carolina St.,11/18/1992,4,7,New England Patriots / 3rd / 78th pick /2016,"$14,781,000",NWE,2020,2025-08-15 14:15:39
92,Nick Thurman,25,DE,7,1,305,6-4,Houston,6/12/1995,1,1,,"$397,059",NWE,2020,2025-08-15 14:15:39
53,Joshua Uche,22,LB,9,1,226,6-3,Michigan,9/18/1998,Rook,1,New England Patriots / 2nd / 60th pick /2020,"$548,235",NWE,2020,2025-08-15 14:15:39
28,James White,28,RB,14,0,205,5-10,Wisconsin,2/3/1992,6,4,New England Patriots / 4th / 130th pick /2014,"$3,000,000",NWE,2020,2025-08-15 14:15:39
17,Kristian Wilkerson,23,WR,1,0,214,6-1,SE Missouri St.,1/10/1997,Rook,0,,,NWE,2020,2025-08-15 14:15:39
33,Joejuan Williams,23,DB,15,0,212,6-3,Vanderbilt,12/6/1997,1,1,New England Patriots / 2nd / 45th pick /2019,"$795,535",NWE,2020,2025-08-15 14:15:39
98,Xavier Williams,28,DT,1,0,309,6-2,Northern Iowa,1/18/1992,5,0,,"$910,000",NWE,2020,2025-08-15 14:15:39
50,Chase Winovich,25,LDE,16,9,251,6-3,Michigan,4/19/1995,1,6,New England Patriots / 3rd / 77th pick /2019,"$681,000",NWE,2020,2025-08-15 14:15:39
91,Deatrich Wise Jr.,26,LDE,16,7,271,6-5,Arkansas,7/26/1994,3,6,New England Patriots / 4th / 131st pick /2017,"$2,133,000",NWE,2020,2025-08-15 14:15:39
76,Isaiah Wynn,25,LT,10,10,305,6-2,Georgia,12/9/1995,1,4,New England Patriots / 1st / 23rd pick /2018,"$1,520,173",NWE,2020,2025-08-15 14:15:39
19,Isaiah Zuber,23,WR,4,0,190,6-0,"Kansas St.,Mississippi St.",4/15/1997,Rook,0,,"$117,600",NWE,2020,2025-08-15 14:15:39
