No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
94,Khalil Davis,24,DT,2,0,315,6-2,Nebraska,8/22/1996,Rook,0,Tampa Bay Buccaneers / 6th / 194th pick /2020,"$610,000",TAM,2020,2025-08-15 14:35:50
35,Jamel Dean,24,DB,14,7,206,6-1,Auburn,10/15/1996,1,4,Tampa Bay Buccaneers / 3rd / 94th pick /2019,"$675,000",TAM,2020,2025-08-15 14:35:50
32,Mike Edwards,24,DB,16,0,205,5-10,"Kentucky,Hawaii",5/18/1996,1,2,Tampa Bay Buccaneers / 3rd / 99th pick /2019,"$675,000",TAM,2020,2025-08-15 14:35:50
13,Mike Evans,27,WR,16,16,231,6-5,Texas A&M,8/21/1993,6,9,Tampa Bay Buccaneers / 1st / 7th pick /2014,"$4,000,000",TAM,2020,2025-08-15 14:35:50
28,Leonard Fournette,25,RB,13,3,228,6-0,LSU,1/18/1995,3,5,Jacksonville Jaguars / 1st / 4th pick /2017,"$2,000,000",TAM,2020,2025-08-15 14:35:50
11,Blaine Gabbert,31,QB,4,0,233,6-4,Missouri,10/15/1989,9,1,Jacksonville Jaguars / 1st / 10th pick /2011,"$1,050,000",TAM,2020,2025-08-15 14:35:50
92,William Gholston,29,RDE,16,12,281,6-6,Michigan St.,7/31/1991,7,7,Tampa Bay Buccaneers / 4th / 126th pick /2013,"$4,750,000",TAM,2020,2025-08-15 14:35:50
49,Cam Gill,23,LB,12,0,240,6-3,Wagner,12/14/1997,Rook,1,,,TAM,2020,2025-08-15 14:35:50
14,Chris Godwin,24,WR,12,12,209,6-1,Penn St.,2/27/1996,3,8,Tampa Bay Buccaneers / 3rd / 84th pick /2017,"$2,133,000",TAM,2020,2025-08-15 14:35:50
15,Cyril Grayson,27,WR,3,0,183,5-9,LSU,12/5/1993,1,0,,"$466,471",TAM,2020,2025-08-15 14:35:50
87,Rob Gronkowski,31,TE,16,16,265,6-6,Arizona,5/14/1989,10,6,New England Patriots / 2nd / 42nd pick /2010,"$9,000,000",TAM,2020,2025-08-15 14:35:50
73,Joe Haeg,27,T,12,3,298,6-6,North Dakota St.,3/11/1993,4,3,Indianapolis Colts / 5th / 155th pick /2016,"$1,550,000",TAM,2020,2025-08-15 14:35:50
34,Javon Hagan,23,S,0,0,215,6-0,Ohio,2/22/1997,Rook,0,,,TAM,2020,2025-08-15 14:35:50
80,O.J. Howard,26,TE,4,1,251,6-6,Alabama,11/19/1994,3,1,Tampa Bay Buccaneers / 1st / 19th pick /2017,"$1,977,903",TAM,2020,2025-08-15 14:35:50
88,Tanner Hudson,26,TE,11,0,241,6-5,Southern Arkansas,11/12/1994,1,0,,"$595,588",TAM,2020,2025-08-15 14:35:50
66,Ryan Jensen,29,C,16,16,319,6-4,Colorado State-Pueblo,5/27/1991,6,9,Baltimore Ravens / 6th / 203rd pick /2013,"$10,000,000",TAM,2020,2025-08-15 14:35:50
18,Tyler Johnson,22,WR,14,3,208,6-1,Minnesota,8/25/1998,Rook,2,Tampa Bay Buccaneers / 5th / 161st pick /2020,"$610,000",TAM,2020,2025-08-15 14:35:50
27,Ronald Jones II,23,RB,14,13,208,5-11,USC,8/3/1997,2,8,Tampa Bay Buccaneers / 2nd / 38th pick /2018,"$1,122,901",TAM,2020,2025-08-15 14:35:50
62,Ted Larsen,33,C,0,0,323,6-3,North Carolina St.,6/13/1987,10,0,New England Patriots / 6th / 205th pick /2010,,TAM,2020,2025-08-15 14:35:50
95,Jeremiah Ledbetter,26,DE,3,0,295,6-3,Arkansas,6/2/1994,3,0,Detroit Lions / 6th / 205th pick /2017,"$585,000",TAM,2020,2025-08-15 14:35:50
74,Ali Marpet,27,LG,13,13,307,6-4,Hobart,4/17/1993,5,7,Tampa Bay Buccaneers / 2nd / 61st pick /2015,"$5,125,000",TAM,2020,2025-08-15 14:35:50
25,LeSean McCoy,32,RB,10,0,210,5-11,Pittsburgh,7/12/1988,11,1,Philadelphia Eagles / 2nd / 53rd pick /2009,"$1,050,000",TAM,2020,2025-08-15 14:35:50
96,Steve McLendon,34,DT,9,0,310,6-3,Troy,1/3/1986,10,1,,,TAM,2020,2025-08-15 14:35:50
85,Jaydon Mickens,26,WR,10,0,170,5-11,Washington,4/21/1994,3,1,,"$750,000",TAM,2020,2025-08-15 14:35:50
36,Herb Miller,23,DB,4,0,190,6-2,Florida Atlantic,11/11/1997,1,0,,"$510,000",TAM,2020,2025-08-15 14:35:50
10,Scott Miller,23,WR,16,5,174,5-9,Bowling Green,7/31/1997,1,5,Tampa Bay Buccaneers / 6th / 208th pick /2019,"$675,000",TAM,2020,2025-08-15 14:35:50
51,Kevin Minter,30,LB,16,1,246,6-0,LSU,12/3/1990,7,2,Arizona Cardinals / 2nd / 45th pick /2013,"$1,050,000",TAM,2020,2025-08-15 14:35:50
39,Parnell Motley,23,CB,2,0,175,6-0,Oklahoma,10/28/1997,Rook,0,,"$610,000",TAM,2020,2025-08-15 14:35:50
23,Sean Murphy-Bunting,23,RCB,16,13,195,6-0,Central Michigan,6/19/1997,1,6,Tampa Bay Buccaneers / 2nd / 39th pick /2019,"$830,273",TAM,2020,2025-08-15 14:35:50
98,Anthony Nelson,23,DE,16,1,271,6-7,Iowa,3/4/1997,1,2,Tampa Bay Buccaneers / 4th / 107th pick /2019,"$675,000",TAM,2020,2025-08-15 14:35:50
56,Rakeem Nunez-Roches,27,NT,16,11,305,6-2,Southern Miss,7/3/1993,5,6,Kansas City Chiefs / 6th / 217th pick /2015,"$1,000,000",TAM,2020,2025-08-15 14:35:50
79,Pat O'Connor,27,DE,16,0,300,6-4,Eastern Michigan,11/1/1993,3,1,Detroit Lions / 7th / 250th pick /2017,"$750,000",TAM,2020,2025-08-15 14:35:50
90,Jason Pierre-Paul,31,LOLB,16,16,275,6-5,"College of the Canyons (CA),South Florida",1/1/1989,10,13,New York Giants / 1st / 15th pick /2010,"$6,500,000",TAM,2020,2025-08-15 14:35:50
8,Bradley Pinion,26,P,16,0,265,6-5,Clemson,6/1/1994,5,2,San Francisco 49ers / 5th / 165th pick /2015,"$2,700,000",TAM,2020,2025-08-15 14:35:50
91,Benning Potoa'e,24,DT,1,0,290,6-3,Washington,9/17/1996,Rook,0,,,TAM,2020,2025-08-15 14:35:50
53,Chapelle Russell,23,LB,11,0,230,6-1,Temple,1/20/1997,Rook,1,Tampa Bay Buccaneers / 7th / 241st pick /2020,"$466,471",TAM,2020,2025-08-15 14:35:50
62,A.Q. Shipley,34,C,5,2,307,6-1,Penn St.,5/22/1986,8,1,Pittsburgh Steelers / 7th / 226th pick /2009,"$1,050,000",TAM,2020,2025-08-15 14:35:50
76,Donovan Smith,27,LT,15,15,338,6-6,Penn St.,6/23/1993,5,10,Tampa Bay Buccaneers / 2nd / 34th pick /2015,"$14,500,000",TAM,2020,2025-08-15 14:35:50
29,Ryan Smith,27,DB,16,0,190,5-11,North Carolina Central,9/7/1993,4,1,Tampa Bay Buccaneers / 4th / 108th pick /2016,"$1,250,000",TAM,2020,2025-08-15 14:35:50
64,Aaron Stinnie,26,G,6,0,312,6-3,James Madison,2/18/1994,2,1,,"$750,000",TAM,2020,2025-08-15 14:35:50
3,Ryan Succop,34,K,16,0,218,6-2,South Carolina,9/19/1986,11,3,Kansas City Chiefs / 7th / 256th pick /2009,"$1,050,000",TAM,2020,2025-08-15 14:35:50
93,Ndamukong Suh,33,LDE,16,16,313,6-4,Nebraska,1/6/1987,10,8,Detroit Lions / 1st / 2nd pick /2010,"$3,000,000",TAM,2020,2025-08-15 14:35:50
97,Zach Triner,29,LS,16,0,245,6-2,Assumption,1/30/1991,1,1,,"$675,000",TAM,2020,2025-08-15 14:35:50
30,Ke'Shawn Vaughn,23,RB,10,0,214,5-10,"Illinois,Vanderbilt",5/4/1997,Rook,1,Tampa Bay Buccaneers / 3rd / 76th pick /2020,"$610,000",TAM,2020,2025-08-15 14:35:50
50,Vita Vea,25,NT,5,5,347,6-4,Washington,2/5/1995,2,3,Tampa Bay Buccaneers / 1st / 12th pick /2018,"$1,827,658",TAM,2020,2025-08-15 14:35:50
17,Justin Watson,24,WR,11,2,215,6-2,Pennsylvania,4/4/1996,2,1,Tampa Bay Buccaneers / 5th / 144th pick /2018,"$750,000",TAM,2020,2025-08-15 14:35:50
72,Josh Wells,29,T,15,1,306,6-6,James Madison,2/14/1991,6,2,,"$910,000",TAM,2020,2025-08-15 14:35:50
45,Devin White,22,LILB,15,15,252,6-0,LSU,2/17/1998,1,14,Tampa Bay Buccaneers / 1st / 5th pick /2019,"$675,000",TAM,2020,2025-08-15 14:35:50
33,Jordan Whitehead,23,FS,16,16,198,5-10,Pittsburgh,3/18/1997,2,7,Tampa Bay Buccaneers / 4th / 117th pick /2018,"$750,000",TAM,2020,2025-08-15 14:35:50
37,Mazzi Wilkins,25,DB,1,0,191,6-0,South Florida,10/12/1995,1,0,,"$585,000",TAM,2020,2025-08-15 14:35:50
31,Antoine Winfield Jr.,22,SS,16,16,203,5-9,Minnesota,8/16/1998,Rook,7,Tampa Bay Buccaneers / 2nd / 45th pick /2020,,TAM,2020,2025-08-15 14:35:50
78,Tristan Wirfs,21,RT,16,16,320,6-5,Iowa,1/24/1999,Rook,10,Tampa Bay Buccaneers / 1st / 13th pick /2020,"$610,000",TAM,2020,2025-08-15 14:35:50
