No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
37,Bryce Hall,23,LCB,8,7,202,6-1,Virginia,11/5/1997,Rook,3,New York Jets / 5th / 158th pick /2020,"$511,173",NYJ,2020,2025-08-15 14:21:38
29,Saquan Hampton,25,DB,1,0,207,6-1,Rutgers,12/12/1995,1,0,New Orleans Saints / 6th / 177th pick /2019,,NYJ,2020,2025-08-15 14:21:38
49,J.T. Hassell,25,LB,3,0,199,5-11,Florida Tech,8/14/1995,1,0,,,NYJ,2020,2025-08-15 14:21:38
42,Thomas Hennessy,26,LS,16,0,246,6-2,Duke,6/11/1994,3,1,,"$825,000",NYJ,2020,2025-08-15 14:21:38
89,Chris Herndon,24,TE,16,13,253,6-4,Miami (FL),2/23/1996,2,2,New York Jets / 4th / 107th pick /2018,"$750,000",NYJ,2020,2025-08-15 14:21:38
46,Neville Hewitt,27,RILB,16,16,234,6-2,Marshall,4/6/1993,5,8,,"$1,000,000",NYJ,2020,2025-08-15 14:21:38
15,Chris Hogan,33,WR,5,4,210,6-1,Monmouth,10/24/1987,7,1,,"$910,000",NYJ,2020,2025-08-15 14:21:38
47,Bryce Huff,22,LB,14,0,255,6-3,Memphis,4/17/1998,Rook,1,,,NYJ,2020,2025-08-15 14:21:38
39,Bennett Jackson,29,DB,4,0,192,6-0,Notre Dame,9/16/1991,1,0,New York Giants / 6th / 187th pick /2014,"$357,353",NYJ,2020,2025-08-15 14:21:38
38,Lamar Jackson,22,DB,13,6,212,6-2,Nebraska,4/13/1998,Rook,2,,"$430,588",NYJ,2020,2025-08-15 14:21:38
48,Jordan Jenkins,26,ROLB/LOLB,12,12,260,6-3,Georgia,7/1/1994,4,6,New York Jets / 3rd / 83rd pick /2016,"$1,500,000",NYJ,2020,2025-08-15 14:21:38
25,Ty Johnson,23,RB,11,1,210,5-10,Maryland,9/17/1997,1,2,Detroit Lions / 6th / 186th pick /2019,"$555,884",NYJ,2020,2025-08-15 14:21:38
44,Harvey Langi,28,LILB,14,6,250,6-2,BYU,9/24/1992,3,4,,"$750,000",NYJ,2020,2025-08-15 14:21:38
,Alex Lewis,28,LG,9,9,305,6-6,"Colorado,Nebraska",4/21/1992,4,3,Baltimore Ravens / 4th / 130th pick /2016,"$1,100,000",NYJ,2020,2025-08-15 14:21:38
50,Frankie Luvu,24,LB,13,3,236,6-3,Washington St.,9/19/1996,2,2,,"$513,236",NYJ,2020,2025-08-15 14:21:38
83,Josh Malone,24,WR,4,0,205,6-3,Tennessee,3/21/1996,3,0,Cincinnati Bengals / 4th / 128th pick /2017,"$661,765",NYJ,2020,2025-08-15 14:21:38
7,Braden Mann,23,P,16,0,198,5-11,Texas A&M,11/24/1997,Rook,3,New York Jets / 6th / 191st pick /2020,"$610,000",NYJ,2020,2025-08-15 14:21:38
23,Arthur Maulet,27,SS,11,5,190,5-9,Memphis,7/13/1993,3,2,,"$825,000",NYJ,2020,2025-08-15 14:21:38
20,Marcus Maye,27,FS,16,16,207,6-0,Florida,3/9/1993,3,6,New York Jets / 2nd / 39th pick /2017,"$1,358,733",NYJ,2020,2025-08-15 14:21:38
69,Conor McDermott,28,T,15,1,305,6-8,UCLA,10/19/1992,3,1,New England Patriots / 6th / 211th pick /2017,"$825,000",NYJ,2020,2025-08-15 14:21:38
30,Bradley McDougald,30,SS,7,7,215,6-1,Kansas,11/15/1990,7,2,,"$3,600,000",NYJ,2020,2025-08-15 14:21:38
60,Connor McGovern,27,C,16,16,306,6-4,Missouri,4/27/1993,3,4,Denver Broncos / 5th / 144th pick /2016,"$5,000,000",NYJ,2020,2025-08-15 14:21:38
3,Chase McLaughlin,24,K,1,0,190,6-0,Illinois,4/9/1996,1,0,,,NYJ,2020,2025-08-15 14:21:38
99,Steve McLendon,34,NT,6,6,310,6-3,Troy,1/3/1986,10,3,,,NYJ,2020,2025-08-15 14:21:38
11,Denzel Mims,23,WR,9,8,207,6-3,Baylor,10/10/1997,Rook,3,New York Jets / 2nd / 59th pick /2020,"$548,235",NYJ,2020,2025-08-15 14:21:38
52,Alec Ogletree,29,LB,2,1,250,6-3,Georgia,9/25/1991,7,1,St. Louis Rams / 1st / 30th pick /2013,"$856,471",NYJ,2020,2025-08-15 14:21:38
51,Patrick Onwuasor,28,LB,1,0,227,6-0,"Arizona,Portland St.",8/22/1992,4,0,,"$1,000,000",NYJ,2020,2025-08-15 14:21:38
22,La'Mical Perine,22,RB,10,0,216,5-11,Florida,1/30/1998,Rook,2,New York Jets / 4th / 120th pick /2020,"$610,000",NYJ,2020,2025-08-15 14:21:38
19,Breshad Perriman,27,WR,12,12,215,6-2,Central Florida,9/10/1993,4,4,Baltimore Ravens / 1st / 26th pick /2015,"$3,000,000",NYJ,2020,2025-08-15 14:21:38
98,Kyle Phillips,23,DE,7,3,277,6-4,Tennessee,5/5/1997,1,2,,"$527,942",NYJ,2020,2025-08-15 14:21:38
34,Brian Poole,28,CB,9,7,211,5-10,Florida,10/20/1992,4,3,,"$1,500,000",NYJ,2020,2025-08-15 14:21:38
18,Jaleel Scott,25,WR,1,1,210,6-5,New Mexico St.,2/23/1995,1,0,Baltimore Ravens / 4th / 132nd pick /2018,,NYJ,2020,2025-08-15 14:21:38
55,Brady Sheldon,27,LB,2,0,231,6-5,Ferris St.,2/23/1993,3,0,,,NYJ,2020,2025-08-15 14:21:38
97,Nathan Shepherd,27,DT,14,3,315,6-4,Fort Hays St.,10/9/1993,2,2,New York Jets / 3rd / 72nd pick /2018,"$818,000",NYJ,2020,2025-08-15 14:21:38
79,Tanzel Smart,26,DT,3,0,295,6-1,Tulane,11/6/1994,3,0,Los Angeles Rams / 6th / 189th pick /2017,,NYJ,2020,2025-08-15 14:21:38
16,Jeff Smith,23,WR,12,4,195,6-1,Boston Col.,4/21/1997,1,1,,"$572,940",NYJ,2020,2025-08-15 14:21:38
17,Vyncint Smith,24,WR,7,0,202,6-3,Limestone,6/9/1996,2,0,,"$661,767",NYJ,2020,2025-08-15 14:21:38
43,Ross Travis,27,LB,1,0,248,6-6,Penn St.,1/9/1993,4,0,,,NYJ,2020,2025-08-15 14:21:38
62,Greg Van Roten,30,RG,13,13,295,6-4,Pennsylvania,2/26/1990,8,4,,"$1,000,000",NYJ,2020,2025-08-15 14:21:38
85,Trevon Wesco,25,TE,12,4,267,6-3,West Virginia,9/12/1995,1,0,New York Jets / 4th / 121st pick /2019,"$542,648",NYJ,2020,2025-08-15 14:21:38
95,Quinnen Williams,23,RDE,13,13,303,6-3,Alabama,12/21/1997,1,6,New York Jets / 1st / 3rd pick /2019,"$675,000",NYJ,2020,2025-08-15 14:21:38
54,Avery Williamson,28,LILB,7,6,246,6-1,Kentucky,3/9/1992,6,3,Tennessee Titans / 5th / 151st pick /2014,"$2,750,000",NYJ,2020,2025-08-15 14:21:38
55,Jordan Willis,25,LB,2,0,270,6-4,Kansas St.,5/2/1995,3,1,Cincinnati Bengals / 3rd / 73rd pick /2017,"$865,250",NYJ,2020,2025-08-15 14:21:38
27,Quincy Wilson,24,DB,3,1,193,6-2,Florida,8/16/1996,3,0,Indianapolis Colts / 2nd / 46th pick /2017,"$1,251,310",NYJ,2020,2025-08-15 14:21:38
92,Jabari Zuniga,23,DE,8,0,264,6-3,Florida,8/14/1997,Rook,1,New York Jets / 3rd / 79th pick /2020,"$523,527",NYJ,2020,2025-08-15 14:21:38
