No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
47,Keandre Jones,23,LB,2,0,220,6-3,"Ohio St.,Maryland",9/24/1997,Rook,0,,,CIN,2020,2025-08-15 13:49:15
60,Michael Jordan,22,LG,14,10,315,6-6,Ohio St.,1/25/1998,1,4,Cincinnati Bengals / 4th / 136th pick /2019,"$675,000",CIN,2020,2025-08-15 13:49:15
90,Khalid Kareem,22,DE,16,0,255,6-4,Notre Dame,4/28/1998,Rook,1,Cincinnati Bengals / 5th / 147th pick /2020,"$610,000",CIN,2020,2025-08-15 13:49:15
58,Carl Lawson,25,RDE,16,11,260,6-2,Auburn,6/29/1995,3,6,Cincinnati Bengals / 4th / 116th pick /2017,"$2,133,000",CIN,2020,2025-08-15 13:49:15
69,Kahlil McKenzie,23,DT,7,0,320,6-3,Tennessee,1/3/1997,1,1,Kansas City Chiefs / 6th / 198th pick /2018,,CIN,2020,2025-08-15 13:49:15
28,Joe Mixon,24,RB,6,6,220,6-1,Oklahoma,7/24/1996,3,3,Cincinnati Bengals / 2nd / 48th pick /2017,"$1,300,000",CIN,2020,2025-08-15 13:49:15
17,Stanley Morgan Jr.,24,WR,6,0,205,6-0,Nebraska,9/7/1996,1,0,,"$585,000",CIN,2020,2025-08-15 13:49:15
34,Samaje Perine,25,RB,16,1,240,5-11,Oklahoma,9/16/1995,3,2,Washington Redskins / 4th / 114th pick /2017,"$825,000",CIN,2020,2025-08-15 13:49:15
23,Darius Phillips,25,LCB,12,8,190,5-9,Western Michigan,6/26/1995,2,3,Cincinnati Bengals / 5th / 170th pick /2018,"$750,000",CIN,2020,2025-08-15 13:49:15
57,Germaine Pratt,24,MLB,16,15,250,6-3,North Carolina St.,5/21/1996,1,7,Cincinnati Bengals / 3rd / 72nd pick /2019,"$684,555",CIN,2020,2025-08-15 13:49:15
53,Billy Price,26,C,16,1,308,6-4,Ohio St.,10/12/1994,2,1,Cincinnati Bengals / 1st / 21st pick /2018,"$1,544,772",CIN,2020,2025-08-15 13:49:15
98,D.J. Reader,26,LDT,5,5,330,6-3,Clemson,7/1/1994,4,2,Houston Texans / 5th / 166th pick /2016,"$2,000,000",CIN,2020,2025-08-15 13:49:15
62,Alex Redmond,25,RG,9,7,320,6-5,UCLA,1/18/1995,3,2,,"$679,412",CIN,2020,2025-08-15 13:49:15
11,John Ross,25,WR,3,1,190,5-11,Washington,11/27/1995,3,0,Cincinnati Bengals / 1st / 9th pick /2017,"$2,798,981",CIN,2020,2025-08-15 13:49:15
89,Drew Sample,24,TE,16,13,260,6-5,Washington,4/16/1996,1,3,Cincinnati Bengals / 2nd / 52nd pick /2019,"$745,286",CIN,2020,2025-08-15 13:49:15
86,Mason Schreck,27,TE,14,1,252,6-5,Buffalo,11/4/1993,2,0,Cincinnati Bengals / 7th / 251st pick /2017,"$705,888",CIN,2020,2025-08-15 13:49:15
3,Austin Seibert,24,K,4,0,200,5-9,Oklahoma,11/15/1996,1,0,Cleveland Browns / 5th / 170th pick /2019,"$635,296",CIN,2020,2025-08-15 13:49:15
38,LeShaun Sims,27,LCB,13,10,203,6-0,Southern Utah,9/18/1993,4,4,Tennessee Titans / 5th / 157th pick /2016,"$1,100,000",CIN,2020,2025-08-15 13:49:15
67,Quinton Spain,29,RG,9,8,330,6-4,West Virginia,8/7/1991,5,3,,"$2,250,000",CIN,2020,2025-08-15 13:49:15
72,Xavier Su'a-Filo,29,LG,6,5,312,6-4,UCLA,1/1/1991,6,2,Houston Texans / 2nd / 33rd pick /2014,"$1,000,000",CIN,2020,2025-08-15 13:49:15
65,Keaton Sutherland,23,G,1,0,316,6-5,Texas A&M,2/12/1997,1,0,,"$595,588",CIN,2020,2025-08-15 13:49:15
19,Auden Tate,23,WR,9,2,228,6-5,Florida St.,2/3/1997,2,1,Cincinnati Bengals / 7th / 253rd pick /2018,"$750,000",CIN,2020,2025-08-15 13:49:15
80,Mike Thomas,26,WR,14,0,189,6-1,Southern Miss,8/16/1994,4,1,Los Angeles Rams / 6th / 206th pick /2016,"$825,000",CIN,2020,2025-08-15 13:49:15
87,C.J. Uzomah,27,TE,2,2,262,6-6,Auburn,1/14/1993,5,1,Cincinnati Bengals / 5th / 157th pick /2015,"$3,050,000",CIN,2020,2025-08-15 13:49:15
73,Jonah Williams,23,LT,10,10,312,6-5,Alabama,11/17/1997,1,4,Cincinnati Bengals / 1st / 11th pick /2019,"$1,296,371",CIN,2020,2025-08-15 13:49:15
36,Shawn Williams,29,DB,13,0,212,6-0,Georgia,5/13/1991,7,1,Cincinnati Bengals / 3rd / 84th pick /2013,"$3,935,000",CIN,2020,2025-08-15 13:49:15
32,Trayveon Williams,23,RB,10,0,206,5-8,Texas A&M,10/18/1997,1,1,Cincinnati Bengals / 6th / 182nd pick /2019,"$675,000",CIN,2020,2025-08-15 13:49:15
71,Xavier Williams,28,DT,11,3,309,6-2,Northern Iowa,1/18/1992,5,2,,"$642,353",CIN,2020,2025-08-15 13:49:15
40,Brandon Wilson,26,RB,15,0,200,5-10,Houston,7/27/1994,3,2,Cincinnati Bengals / 6th / 207th pick /2017,"$2,133,000",CIN,2020,2025-08-15 13:49:15
55,Logan Wilson,24,LB,12,2,245,6-2,Wyoming,7/8/1996,Rook,2,Cincinnati Bengals / 3rd / 65th pick /2020,"$610,000",CIN,2020,2025-08-15 13:49:15
