No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
66,Trey Hopkins,27,C,16,16,316,6-3,Texas,7/6/1992,3,6,,"$3,095,000",CIN,2019,2025-08-15 13:49:08
94,Sam Hubbard,24,RDE,15,15,265,6-5,Ohio St.,6/23/1995,1,7,Cincinnati Bengals / 3rd / 77th pick /2018,"$640,000",CIN,2019,2025-08-15 13:49:08
10,Kevin Huber,34,P,16,0,210,6-1,Cincinnati,7/16/1985,10,2,Cincinnati Bengals / 5th / 142nd pick /2009,"$2,350,000",CIN,2019,2025-08-15 13:49:08
16,Trenton Irwin,24,WR,1,0,204,6-2,Stanford,12/10/1995,Rook,0,,,CIN,2019,2025-08-15 13:49:08
22,William Jackson III,27,RCB,14,13,189,6-0,"Houston,Trinity Valley CC (TX)",10/27/1992,2,4,Cincinnati Bengals / 1st / 24th pick /2016,"$1,773,497",CIN,2019,2025-08-15 13:49:08
64,John Jerry,33,LT,11,5,340,6-5,Mississippi,6/14/1986,9,2,Miami Dolphins / 3rd / 73rd pick /2010,"$930,000",CIN,2019,2025-08-15 13:49:08
74,Fred Johnson,22,G,6,1,326,6-7,Florida,6/5/1997,Rook,1,,,CIN,2019,2025-08-15 13:49:08
60,Michael Jordan,21,LG,13,9,315,6-6,Ohio St.,1/25/1998,Rook,4,Cincinnati Bengals / 4th / 136th pick /2019,"$495,000",CIN,2019,2025-08-15 13:49:08
27,Dre Kirkpatrick,30,LCB,6,6,190,6-2,Alabama,10/26/1989,7,2,Cincinnati Bengals / 1st / 17th pick /2012,"$9,150,000",CIN,2019,2025-08-15 13:49:08
58,Carl Lawson,24,LB,12,2,260,6-2,Auburn,6/29/1995,2,2,Cincinnati Bengals / 4th / 116th pick /2017,"$645,000",CIN,2019,2025-08-15 13:49:08
26,Greg Mabin,25,DB,9,0,200,6-1,Iowa,6/25/1994,2,0,,,CIN,2019,2025-08-15 13:49:08
29,Tony McRae,26,DB,16,2,185,5-10,North Carolina A&T,5/3/1993,2,1,,"$645,000",CIN,2019,2025-08-15 13:49:08
20,Torry McTyer,24,DB,5,0,188,5-11,UNLV,4/10/1995,2,0,,,CIN,2019,2025-08-15 13:49:08
67,John Miller,26,RG,13,13,315,6-3,Louisville,8/12/1993,4,5,Buffalo Bills / 3rd / 81st pick /2015,"$900,000",CIN,2019,2025-08-15 13:49:08
28,Joe Mixon,23,RB,16,15,220,6-1,Oklahoma,7/24/1996,2,7,Cincinnati Bengals / 2nd / 48th pick /2017,"$960,470",CIN,2019,2025-08-15 13:49:08
17,Stanley Morgan Jr.,23,WR,11,0,205,6-0,Nebraska,9/7/1996,Rook,0,,,CIN,2019,2025-08-15 13:49:08
56,Hardy Nickerson,25,LB,7,0,235,6-0,"Illinois,California",1/5/1994,2,1,,"$645,000",CIN,2019,2025-08-15 13:49:08
34,Samaje Perine,24,RB,6,0,240,5-11,Oklahoma,9/16/1995,2,0,Washington Redskins / 4th / 114th pick /2017,,CIN,2019,2025-08-15 13:49:08
24,Darius Phillips,24,DB,8,1,190,5-9,Western Michigan,6/26/1995,1,2,Cincinnati Bengals / 5th / 170th pick /2018,"$570,000",CIN,2019,2025-08-15 13:49:08
57,Germaine Pratt,23,RLB,16,9,250,6-3,North Carolina St.,5/21/1996,Rook,5,Cincinnati Bengals / 3rd / 72nd pick /2019,"$495,000",CIN,2019,2025-08-15 13:49:08
53,Billy Price,25,LG,16,8,308,6-4,Ohio St.,10/12/1994,1,4,Cincinnati Bengals / 1st / 21st pick /2018,"$1,012,386",CIN,2019,2025-08-15 13:49:08
62,Alex Redmond,24,G,3,2,320,6-5,UCLA,1/18/1995,2,1,,"$493,236",CIN,2019,2025-08-15 13:49:08
55,LaRoy Reynolds,29,LB,15,0,240,6-1,Virginia,11/3/1990,6,1,,,CIN,2019,2025-08-15 13:49:08
11,John Ross,24,WR,8,8,190,5-11,Washington,11/27/1995,2,3,Cincinnati Bengals / 1st / 9th pick /2017,"$2,020,988",CIN,2019,2025-08-15 13:49:08
89,Drew Sample,23,TE,9,2,260,6-5,Washington,4/16/1996,Rook,0,Cincinnati Bengals / 2nd / 52nd pick /2019,"$495,000",CIN,2019,2025-08-15 13:49:08
86,Mason Schreck,26,TE,2,0,252,6-5,Buffalo,11/4/1993,1,0,Cincinnati Bengals / 7th / 251st pick /2017,"$645,000",CIN,2019,2025-08-15 13:49:08
45,Brady Sheldon,26,LB,1,0,231,6-5,Ferris St.,2/23/1993,2,0,,,CIN,2019,2025-08-15 13:49:08
71,Andre Smith,32,LT,6,5,335,6-7,Alabama,1/25/1987,10,2,Cincinnati Bengals / 1st / 6th pick /2009,"$1,030,000",CIN,2019,2025-08-15 13:49:08
74,Keaton Sutherland,22,G,1,0,316,6-5,Texas A&M,2/12/1997,Rook,0,,,CIN,2019,2025-08-15 13:49:08
19,Auden Tate,22,WR,12,10,228,6-5,Florida St.,2/3/1997,1,4,Cincinnati Bengals / 7th / 253rd pick /2018,"$570,000",CIN,2019,2025-08-15 13:49:08
91,Josh Tupou,25,DT,16,7,340,6-3,Colorado,5/2/1994,2,4,,"$645,000",CIN,2019,2025-08-15 13:49:08
87,C.J. Uzomah,26,TE,16,16,262,6-6,Auburn,1/14/1993,4,2,Cincinnati Bengals / 5th / 157th pick /2015,"$1,500,000",CIN,2019,2025-08-15 13:49:08
59,Nick Vigil,26,LLB,16,16,239,6-2,Utah St.,8/20/1993,3,8,Cincinnati Bengals / 3rd / 87th pick /2016,"$2,000,000",CIN,2019,2025-08-15 13:49:08
23,B.W. Webb,29,LCB,15,12,188,5-11,William & Mary,5/3/1990,6,4,Dallas Cowboys / 4th / 114th pick /2013,"$1,000,000",CIN,2019,2025-08-15 13:49:08
36,Shawn Williams,28,SS,16,15,212,6-0,Georgia,5/13/1991,6,5,Cincinnati Bengals / 3rd / 84th pick /2013,"$3,500,000",CIN,2019,2025-08-15 13:49:08
32,Trayveon Williams,22,RB,11,0,206,5-8,Texas A&M,10/18/1997,Rook,0,Cincinnati Bengals / 6th / 182nd pick /2019,"$495,000",CIN,2019,2025-08-15 13:49:08
15,Damion Willis,22,WR,10,2,204,6-3,"East Mississippi CC,Troy",6/20/1997,Rook,1,,"$495,000",CIN,2019,2025-08-15 13:49:08
40,Brandon Wilson,25,RB,12,2,200,5-10,Houston,7/27/1994,2,2,Cincinnati Bengals / 6th / 207th pick /2017,"$645,000",CIN,2019,2025-08-15 13:49:08
95,Renell Wren,24,DT,11,2,315,6-5,Arizona St.,10/23/1995,Rook,2,Cincinnati Bengals / 4th / 125th pick /2019,"$495,000",CIN,2019,2025-08-15 13:49:08
72,Kerry Wynn,28,DE,2,0,261,6-5,Richmond,2/12/1991,5,0,,"$900,000",CIN,2019,2025-08-15 13:49:08
90,Anthony Zettel,27,DE,4,0,275,6-4,Penn St.,8/9/1992,3,0,Detroit Lions / 6th / 202nd pick /2016,,CIN,2019,2025-08-15 13:49:08
