No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
92,Kerry Hyder,29,RDE,16,14,275,6-2,Texas Tech,5/2/1991,5,8,,"$1,250,000",SFO,2020,2025-08-15 14:31:42
13,Richie James,25,WR,11,7,185,5-9,Middle Tenn. St.,9/5/1995,2,3,San Francisco 49ers / 7th / 240th pick /2018,"$679,416",SFO,2020,2025-08-15 14:31:42
27,Dontae Johnson,29,DB,14,3,200,6-2,North Carolina St.,12/1/1991,6,2,San Francisco 49ers / 4th / 129th pick /2014,"$856,471",SFO,2020,2025-08-15 14:31:42
93,D.J. Jones,25,RDT,14,14,305,6-0,"East Mississippi CC,Mississippi",1/19/1995,3,7,San Francisco 49ers / 6th / 198th pick /2017,"$825,000",SFO,2020,2025-08-15 14:31:42
96,Dion Jordan,30,DE,13,1,284,6-6,Oregon,3/5/1990,7,2,Miami Dolphins / 1st / 3rd pick /2013,"$802,935",SFO,2020,2025-08-15 14:31:42
44,Kyle Juszczyk,29,FB,16,15,235,6-1,Harvard,4/23/1991,7,2,Baltimore Ravens / 4th / 130th pick /2013,"$5,050,000",SFO,2020,2025-08-15 14:31:42
99,Javon Kinlaw,23,LDT,14,12,319,6-5,South Carolina,10/3/1997,Rook,7,San Francisco 49ers / 1st / 14th pick /2020,"$610,000",SFO,2020,2025-08-15 14:31:42
85,George Kittle,27,TE,8,8,250,6-4,Iowa,10/9/1993,3,5,San Francisco 49ers / 5th / 146th pick /2017,"$2,133,000",SFO,2020,2025-08-15 14:31:42
18,Jordan Matthews,28,WR,2,0,212,6-3,Vanderbilt,7/16/1992,6,0,Philadelphia Eagles / 2nd / 42nd pick /2014,,SFO,2020,2025-08-15 14:31:42
43,Jared Mayden,22,S,2,0,205,6-0,Alabama,6/24/1998,Rook,0,,,SFO,2020,2025-08-15 14:31:42
69,Mike McGlinchey,26,RT,16,16,315,6-8,Notre Dame,8/29/1994,2,7,San Francisco 49ers / 1st / 9th pick /2018,"$750,000",SFO,2020,2025-08-15 14:31:42
28,Jerick McKinnon,28,RB,16,4,209,5-9,Georgia Southern,5/3/1992,6,4,Minnesota Vikings / 3rd / 96th pick /2014,"$910,000",SFO,2020,2025-08-15 14:31:42
68,Colton McKivitz,24,T,14,3,301,6-6,West Virginia,8/9/1996,Rook,2,San Francisco 49ers / 5th / 153rd pick /2020,"$610,000",SFO,2020,2025-08-15 14:31:42
33,Tarvarius Moore,24,SS,16,8,200,6-2,Southern Miss,8/16/1996,2,4,San Francisco 49ers / 3rd / 95th pick /2018,"$750,000",SFO,2020,2025-08-15 14:31:42
41,Emmanuel Moseley,24,RCB,12,8,195,5-11,Tennessee,3/25/1996,2,4,,"$675,000",SFO,2020,2025-08-15 14:31:42
31,Raheem Mostert,28,RB,8,8,212,5-10,Purdue,4/9/1992,5,4,,"$2,875,000",SFO,2020,2025-08-15 14:31:42
4,Nick Mullens,25,QB,10,8,210,6-0,Southern Miss,3/21/1995,2,6,,"$750,000",SFO,2020,2025-08-15 14:31:42
43,Kai Nacua,25,DB,5,0,205,6-0,BYU,3/3/1995,3,0,,,SFO,2020,2025-08-15 14:31:42
86,Kyle Nelson,34,LS,3,0,240,6-2,New Mexico St.,10/3/1986,8,0,,"$1,050,000",SFO,2020,2025-08-15 14:31:42
53,Mark Nzeocha,30,LB,5,0,240,6-3,Wyoming,1/19/1990,5,0,Dallas Cowboys / 7th / 236th pick /2015,"$1,350,000",SFO,2020,2025-08-15 14:31:42
46,Taybor Pepper,26,LS,12,0,245,6-4,Michigan St.,5/28/1994,3,1,,"$617,647",SFO,2020,2025-08-15 14:31:42
18,Dante Pettis,25,WR,5,1,200,6-2,Washington,10/23/1995,2,0,San Francisco 49ers / 2nd / 44th pick /2018,"$1,061,869",SFO,2020,2025-08-15 14:31:42
81,Jordan Reed,30,TE,10,1,242,6-2,Florida,7/3/1990,7,2,Washington Redskins / 3rd / 85th pick /2013,"$1,050,000",SFO,2020,2025-08-15 14:31:42
19,Deebo Samuel,24,WR,7,5,215,6-0,South Carolina,1/15/1996,1,3,San Francisco 49ers / 2nd / 36th pick /2019,"$844,880",SFO,2020,2025-08-15 14:31:42
14,Mohamed Sanu,31,WR,3,0,210,6-2,Rutgers,8/22/1989,8,0,Cincinnati Bengals / 3rd / 83rd pick /2012,"$988,235",SFO,2020,2025-08-15 14:31:42
61,Dakoda Shepley,26,T,1,0,290,6-5,British Columbia,12/27/1994,1,0,,,SFO,2020,2025-08-15 14:31:42
25,Richard Sherman,32,LCB,5,5,195,6-3,Stanford,3/30/1988,9,2,Seattle Seahawks / 5th / 154th pick /2011,"$8,000,000",SFO,2020,2025-08-15 14:31:42
67,Justin Skule,24,T,16,4,315,6-6,Vanderbilt,11/23/1996,1,2,San Francisco 49ers / 6th / 183rd pick /2019,"$675,000",SFO,2020,2025-08-15 14:31:42
95,Kentavius Street,24,DE,15,2,315,6-2,North Carolina St.,5/8/1996,1,2,San Francisco 49ers / 4th / 128th pick /2018,"$675,000",SFO,2020,2025-08-15 14:31:42
29,Jaquiski Tartt,28,SS,7,7,215,6-1,Samford,2/18/1992,5,3,San Francisco 49ers / 2nd / 46th pick /2015,"$4,300,000",SFO,2020,2025-08-15 14:31:42
47,Jamar Taylor,30,DB,8,3,192,5-11,Boise St.,9/29/1990,7,2,Miami Dolphins / 2nd / 54th pick /2013,"$695,882",SFO,2020,2025-08-15 14:31:42
15,Trent Taylor,26,WR,12,1,180,5-8,Louisiana Tech,4/30/1994,3,1,San Francisco 49ers / 5th / 177th pick /2017,"$750,000",SFO,2020,2025-08-15 14:31:42
94,Solomon Thomas,25,DE,2,2,256,6-2,Stanford,12/20/1995,3,1,San Francisco 49ers / 1st / 3rd pick /2017,"$516,176",SFO,2020,2025-08-15 14:31:42
75,Laken Tomlinson,28,LG,16,16,323,6-3,Duke,2/9/1992,5,6,Detroit Lions / 1st / 28th pick /2015,"$1,825,000",SFO,2020,2025-08-15 14:31:42
22,Jason Verrett,29,LCB,13,13,188,5-10,TCU,6/18/1991,6,5,San Diego Chargers / 1st / 25th pick /2014,"$910,000",SFO,2020,2025-08-15 14:31:42
7,Tristan Vizcaino,24,K,1,0,205,6-2,Washington,7/31/1996,1,1,,,SFO,2020,2025-08-15 14:31:42
59,Joe Walker,28,LB,12,0,236,6-2,Oregon,12/11/1992,3,1,Philadelphia Eagles / 7th / 251st pick /2016,"$533,824",SFO,2020,2025-08-15 14:31:42
48,Austin Walter,24,RB,4,0,202,5-8,Rice,8/17/1996,1,0,,"$287,059",SFO,2020,2025-08-15 14:31:42
20,Jimmie Ward,29,FS,14,14,193,5-11,Northern Illinois,7/18/1991,6,5,San Francisco 49ers / 1st / 30th pick /2014,"$1,500,000",SFO,2020,2025-08-15 14:31:42
54,Fred Warner,24,MLB,16,16,230,6-3,BYU,11/19/1996,2,19,San Francisco 49ers / 3rd / 70th pick /2018,"$844,000",SFO,2020,2025-08-15 14:31:42
35,Ken Webster,24,DB,9,0,202,5-11,Mississippi,6/19/1996,1,1,New England Patriots / 7th / 252nd pick /2019,"$635,294",SFO,2020,2025-08-15 14:31:42
14,Kevin White,28,WR,3,0,216,6-3,"Lackawanna,West Virginia",6/25/1992,4,0,Chicago Bears / 1st / 7th pick /2015,,SFO,2020,2025-08-15 14:31:42
24,K'Waun Williams,29,DB,8,4,185,5-9,Pittsburgh,7/12/1991,6,2,,"$2,150,000",SFO,2020,2025-08-15 14:31:42
71,Trent Williams,32,LT,14,14,320,6-5,Oklahoma,7/19/1988,10,8,Washington Redskins / 1st / 4th pick /2010,"$12,500,000",SFO,2020,2025-08-15 14:31:42
78,Jordan Willis,25,LB,7,0,270,6-4,Kansas St.,5/2/1995,3,1,Cincinnati Bengals / 3rd / 73rd pick /2017,"$559,867",SFO,2020,2025-08-15 14:31:42
30,Jeff Wilson,25,RB,12,3,205,6-0,North Texas,11/16/1995,2,4,,"$573,532",SFO,2020,2025-08-15 14:31:42
6,Mitch Wishnowsky,28,P,16,0,220,6-2,Utah,3/3/1992,1,3,San Francisco 49ers / 4th / 110th pick /2019,"$675,000",SFO,2020,2025-08-15 14:31:42
23,Ahkello Witherspoon,25,DB,11,4,195,6-2,Colorado,3/21/1995,3,2,San Francisco 49ers / 3rd / 66th pick /2017,"$2,133,000",SFO,2020,2025-08-15 14:31:42
89,Charlie Woerner,23,TE,14,0,250,6-5,Georgia,10/16/1997,Rook,0,San Francisco 49ers / 6th / 190th pick /2020,"$610,000",SFO,2020,2025-08-15 14:31:42
