No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
51,Hercules Mata'afa,24,DE,6,0,254,6-2,Washington St.,9/18/1995,Rook,1,,"$495,000",MIN,2019,2025-08-15 14:13:29
25,Alexander Mattison,21,RB,13,0,220,5-11,Boise St.,6/19/1998,Rook,4,Minnesota Vikings / 3rd / 102nd pick /2019,"$495,000",MIN,2019,2025-08-15 14:13:29
44,Nate Meadors,22,DB,2,0,194,5-11,UCLA,2/13/1997,Rook,0,,,MIN,2019,2025-08-15 14:13:29
75,Brian O'Neill,24,RT,15,15,310,6-7,Pittsburgh,9/15/1995,1,8,Minnesota Vikings / 2nd / 62nd pick /2018,"$680,302",MIN,2019,2025-08-15 14:13:29
95,Ifeadi Odenigbo,25,DE,16,0,258,6-3,Northwestern,4/8/1994,1,3,Minnesota Vikings / 7th / 220th pick /2017,"$570,000",MIN,2019,2025-08-15 14:13:29
71,Riley Reiff,31,LT,15,15,310,6-6,Iowa,12/1/1988,7,8,Detroit Lions / 1st / 23rd pick /2012,"$9,400,000",MIN,2019,2025-08-15 14:13:29
29,Xavier Rhodes,29,RCB,15,15,218,6-1,Florida St.,6/19/1990,6,7,Minnesota Vikings / 1st / 25th pick /2013,"$10,400,000",MIN,2019,2025-08-15 14:13:29
82,Kyle Rudolph,30,TE,16,16,265,6-6,Notre Dame,11/9/1989,8,4,Minnesota Vikings / 2nd / 43rd pick /2011,"$7,275,000",MIN,2019,2025-08-15 14:13:29
73,Dru Samia,22,G,2,0,308,6-5,Oklahoma,8/22/1997,Rook,0,Minnesota Vikings / 4th / 114th pick /2019,"$812,500",MIN,2019,2025-08-15 14:13:29
34,Andrew Sendejo,32,DB,6,2,210,6-1,Rice,9/9/1987,9,1,,,MIN,2019,2025-08-15 14:13:29
35,Marcus Sherels,32,DB,3,0,175,5-10,Minnesota,9/30/1987,9,0,,,MIN,2019,2025-08-15 14:13:29
59,Cameron Smith,22,LB,5,0,235,6-2,USC,3/26/1997,Rook,0,Minnesota Vikings / 5th / 162nd pick /2019,"$702,500",MIN,2019,2025-08-15 14:13:29
22,Harrison Smith,30,SS,15,15,211,6-2,Notre Dame,2/2/1989,7,7,Minnesota Vikings / 1st / 29th pick /2012,"$8,350,000",MIN,2019,2025-08-15 14:13:29
84,Irv Smith Jr.,21,TE,16,7,242,6-2,Alabama,8/9/1998,Rook,3,Minnesota Vikings / 2nd / 50th pick /2019,"$1,447,500",MIN,2019,2025-08-15 14:13:29
93,Shamar Stephen,28,RDT,15,15,310,6-5,Connecticut,2/25/1991,5,7,Minnesota Vikings / 7th / 220th pick /2014,"$900,000",MIN,2019,2025-08-15 14:13:29
19,Adam Thielen,29,WR,10,10,195,6-2,Minnesota St.,8/22/1990,5,5,,"$5,850,000",MIN,2019,2025-08-15 14:13:29
11,Laquon Treadwell,24,WR,13,1,215,6-2,Mississippi,6/14/1995,3,2,Minnesota Vikings / 1st / 23rd pick /2016,"$1,804,770",MIN,2019,2025-08-15 14:13:29
74,Oli Udoh,22,T,1,0,320,6-6,Elon,2/14/1997,Rook,0,Minnesota Vikings / 6th / 193rd pick /2019,"$672,500",MIN,2019,2025-08-15 14:13:29
96,Armon Watts,23,DT,7,1,307,6-5,Arkansas,7/22/1996,Rook,1,Minnesota Vikings / 6th / 190th pick /2019,"$670,000",MIN,2019,2025-08-15 14:13:29
26,Trae Waynes,27,LCB,14,14,190,6-0,Michigan St.,7/25/1992,4,4,Minnesota Vikings / 1st / 11th pick /2015,"$9,069,000",MIN,2019,2025-08-15 14:13:29
91,Stephen Weatherly,25,LB,16,1,262,6-5,Vanderbilt,3/19/1994,3,2,Minnesota Vikings / 7th / 227th pick /2016,"$720,000",MIN,2019,2025-08-15 14:13:29
50,Eric Wilson,25,LLB,16,6,230,6-1,Cincinnati,9/26/1994,2,4,,"$645,000",MIN,2019,2025-08-15 14:13:29
