No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
72,Ezra Cleveland,22,RG,13,9,312,6-6,Boise St.,5/8/1998,Rook,5,Minnesota Vikings / 2nd / 58th pick /2020,"$610,000",MIN,2020,2025-08-15 14:13:39
2,Britton Colquitt,35,P,16,0,210,6-3,Tennessee,3/20/1985,10,2,,"$1,050,000",MIN,2020,2025-08-15 14:13:39
83,Tyler Conklin,25,TE,16,2,248,6-3,Central Michigan,7/30/1995,2,2,Minnesota Vikings / 5th / 157th pick /2018,"$750,000",MIN,2020,2025-08-15 14:13:39
57,Ryan Connelly,25,LB,14,0,234,6-2,Wisconsin,10/3/1995,1,1,New York Giants / 5th / 143rd pick /2019,"$675,000",MIN,2020,2025-08-15 14:13:39
33,Dalvin Cook,25,RB,14,14,210,5-10,Florida St.,8/10/1995,3,13,Minnesota Vikings / 2nd / 41st pick /2017,"$825,000",MIN,2020,2025-08-15 14:13:39
8,Kirk Cousins,32,QB,16,16,205,6-3,Michigan St.,8/19/1988,8,14,Washington Redskins / 4th / 102nd pick /2012,"$9,500,000",MIN,2020,2025-08-15 14:13:39
58,Austin Cutting,24,LS,9,0,245,6-3,Air Force,10/27/1996,1,1,Minnesota Vikings / 7th / 250th pick /2019,"$675,000",MIN,2020,2025-08-15 14:13:39
27,Cameron Dantzler,22,LCB,11,10,188,6-2,Mississippi St.,9/3/1998,Rook,4,Minnesota Vikings / 3rd / 89th pick /2020,"$610,000",MIN,2020,2025-08-15 14:13:39
40,Todd Davis,28,LB,11,6,230,6-1,Sacramento St.,5/17/1992,6,3,,"$926,471",MIN,2020,2025-08-15 14:13:39
42,Andrew DePaola,33,LS,7,0,229,6-1,Rutgers,7/28/1987,6,1,,,MIN,2020,2025-08-15 14:13:39
86,Brandon Dillon,23,TE,3,0,250,6-5,Marian,4/30/1997,1,0,,,MIN,2020,2025-08-15 14:13:39
78,Dakota Dozier,29,LG,16,16,312,6-4,Furman,4/30/1991,5,7,New York Jets / 4th / 137th pick /2014,"$910,000",MIN,2020,2025-08-15 14:13:39
45,Troy Dye,24,LLB,11,5,225,6-3,Oregon,9/18/1996,Rook,2,Minnesota Vikings / 4th / 132nd pick /2020,"$548,235",MIN,2020,2025-08-15 14:13:39
65,Pat Elflein,26,C,1,1,303,6-2,Ohio St.,7/6/1994,3,0,Minnesota Vikings / 3rd / 70th pick /2017,"$2,133,000",MIN,2020,2025-08-15 14:13:39
32,Mark Fields II,24,DB,2,0,192,5-10,Clemson,10/10/1996,1,0,,"$397,059",MIN,2020,2025-08-15 14:13:39
20,Jeff Gladney,24,RCB,16,15,191,5-10,TCU,12/12/1996,Rook,5,Minnesota Vikings / 1st / 31st pick /2020,"$610,000",MIN,2020,2025-08-15 14:13:39
30,C.J. Ham,27,FB,15,11,250,5-11,Augustana (SD),7/22/1993,3,1,,"$900,000",MIN,2020,2025-08-15 14:13:39
38,Harrison Hand,22,CB,14,1,185,5-11,"Baylor,Temple",11/12/1998,Rook,1,Minnesota Vikings / 5th / 169th pick /2020,"$610,000",MIN,2020,2025-08-15 14:13:39
41,Anthony Harris,29,FS,16,16,202,6-1,Virginia,10/9/1991,5,5,,"$11,441,000",MIN,2020,2025-08-15 14:13:39
36,Tae Hayes,23,DB,1,0,188,5-9,Appalachian St.,8/19/1997,1,0,,,MIN,2020,2025-08-15 14:13:39
87,Hale Hentges,24,TE,1,0,245,6-4,Alabama,8/19/1996,1,0,,,MIN,2020,2025-08-15 14:13:39
24,Holton Hill,23,DB,4,2,196,6-2,Texas,3/28/1997,2,1,,"$608,827",MIN,2020,2025-08-15 14:13:39
69,Rashod Hill,28,T,16,1,310,6-6,Southern Miss,1/12/1992,4,2,,"$910,000",MIN,2020,2025-08-15 14:13:39
90,Jalyn Holmes,24,LDE,14,9,283,6-5,Ohio St.,1/25/1996,2,4,Minnesota Vikings / 4th / 102nd pick /2018,"$750,000",MIN,2020,2025-08-15 14:13:39
21,Mike Hughes,23,DB,4,2,190,5-10,"North Carolina,Central Florida",2/11/1997,2,1,Minnesota Vikings / 1st / 30th pick /2018,"$1,377,044",MIN,2020,2025-08-15 14:13:39
43,George Iloka,30,DB,4,0,225,6-4,Boise St.,3/31/1990,8,0,Cincinnati Bengals / 5th / 167th pick /2012,"$802,941",MIN,2020,2025-08-15 14:13:39
18,Justin Jefferson,21,WR,16,14,195,6-1,LSU,6/16/1999,Rook,13,Minnesota Vikings / 1st / 22nd pick /2020,"$610,000",MIN,2020,2025-08-15 14:13:39
94,Jaleel Johnson,26,RDT,16,16,316,6-3,Iowa,7/12/1994,3,7,Minnesota Vikings / 4th / 109th pick /2017,"$825,000",MIN,2020,2025-08-15 14:13:39
,Olabisi Johnson,23,WR,16,3,203,6-0,Colorado St.,3/17/1997,1,2,Minnesota Vikings / 7th / 247th pick /2019,"$675,000",MIN,2020,2025-08-15 14:13:39
61,Brett Jones,29,G,15,2,315,6-2,Regina,7/29/1991,4,2,,"$856,471",MIN,2020,2025-08-15 14:13:39
26,Chris Jones,25,DB,8,3,200,6-0,Nebraska,8/13/1995,2,1,,"$441,176",MIN,2020,2025-08-15 14:13:39
54,Eric Kendricks,28,MLB,11,11,232,6-0,UCLA,2/29/1992,5,5,Minnesota Vikings / 2nd / 45th pick /2015,"$1,150,000",MIN,2020,2025-08-15 14:13:39
48,Blake Lynch,23,LB,4,1,225,6-3,Baylor,2/14/1997,Rook,1,,,MIN,2020,2025-08-15 14:13:39
92,James Lynch,21,DT,9,0,295,6-4,Baylor,1/20/1999,Rook,1,Minnesota Vikings / 4th / 130th pick /2020,"$610,000",MIN,2020,2025-08-15 14:13:39
39,Dylan Mabin,23,DB,3,0,195,6-1,Fordham,9/14/1997,1,0,,"$357,353",MIN,2020,2025-08-15 14:13:39
51,Hercules Mata'afa,25,DE,13,1,254,6-2,Washington St.,9/18/1995,1,1,,"$397,059",MIN,2020,2025-08-15 14:13:39
25,Alexander Mattison,22,RB,13,2,220,5-11,Boise St.,6/19/1998,1,4,Minnesota Vikings / 3rd / 102nd pick /2019,"$675,000",MIN,2020,2025-08-15 14:13:39
26,Nate Meadors,23,DB,1,0,194,5-11,UCLA,2/13/1997,1,0,,"$675,000",MIN,2020,2025-08-15 14:13:39
44,Josh Metellus,22,S,15,0,207,5-11,Michigan,1/21/1998,Rook,1,Minnesota Vikings / 6th / 205th pick /2020,"$574,118",MIN,2020,2025-08-15 14:13:39
91,Yannick Ngakoue,25,LDE,6,5,246,6-2,Maryland,3/31/1995,4,2,Jacksonville Jaguars / 3rd / 69th pick /2016,"$8,000,000",MIN,2020,2025-08-15 14:13:39
47,Hardy Nickerson,26,LB,14,1,235,6-0,"Illinois,California",1/5/1994,3,2,,"$661,765",MIN,2020,2025-08-15 14:13:39
75,Brian O'Neill,25,RT,16,16,310,6-7,Pittsburgh,9/15/1995,2,9,Minnesota Vikings / 2nd / 62nd pick /2018,"$880,603",MIN,2020,2025-08-15 14:13:39
95,Ifeadi Odenigbo,26,LDE/RDE,15,15,258,6-3,Northwestern,4/8/1994,2,6,Minnesota Vikings / 7th / 220th pick /2017,"$750,000",MIN,2020,2025-08-15 14:13:39
17,K.J. Osborn,23,WR,9,0,203,5-11,"Buffalo,Miami (FL)",6/10/1997,Rook,0,Minnesota Vikings / 5th / 176th pick /2020,"$610,000",MIN,2020,2025-08-15 14:13:39
71,Riley Reiff,32,LT,15,15,310,6-6,Iowa,12/1/1988,8,8,Detroit Lions / 1st / 23rd pick /2012,"$5,900,000",MIN,2020,2025-08-15 14:13:39
37,Curtis Riley,28,DB,2,0,190,6-0,Fresno St.,7/18/1992,4,0,,"$535,294",MIN,2020,2025-08-15 14:13:39
82,Kyle Rudolph,31,TE,12,12,265,6-6,Notre Dame,11/9/1989,9,3,Minnesota Vikings / 2nd / 43rd pick /2011,"$7,025,000",MIN,2020,2025-08-15 14:13:39
73,Dru Samia,23,G,13,4,308,6-5,Oklahoma,8/22/1997,1,2,Minnesota Vikings / 4th / 114th pick /2019,"$675,000",MIN,2020,2025-08-15 14:13:39
11,Tajae Sharpe,26,WR,4,0,194,6-2,Massachusetts,12/23/1994,4,0,Tennessee Titans / 5th / 140th pick /2016,"$825,000",MIN,2020,2025-08-15 14:13:39
22,Harrison Smith,31,SS,16,16,211,6-2,Notre Dame,2/2/1989,8,6,Minnesota Vikings / 1st / 29th pick /2012,"$8,350,000",MIN,2020,2025-08-15 14:13:39
84,Irv Smith Jr.,22,TE,13,7,242,6-2,Alabama,8/9/1998,1,3,Minnesota Vikings / 2nd / 50th pick /2019,"$758,566",MIN,2020,2025-08-15 14:13:39
93,Shamar Stephen,29,LDT,16,16,310,6-5,Connecticut,2/25/1991,6,7,Minnesota Vikings / 7th / 220th pick /2014,"$3,600,000",MIN,2020,2025-08-15 14:13:39
32,Cordrea Tankersley,27,DB,2,1,200,6-1,Clemson,11/19/1993,3,0,Miami Dolphins / 3rd / 97th pick /2017,,MIN,2020,2025-08-15 14:13:39
19,Adam Thielen,30,WR,15,15,195,6-2,Minnesota St.,8/22/1990,6,8,,"$4,800,000",MIN,2020,2025-08-15 14:13:39
74,Oli Udoh,23,T,6,0,320,6-6,Elon,2/14/1997,1,0,Minnesota Vikings / 6th / 193rd pick /2019,"$675,000",MIN,2020,2025-08-15 14:13:39
96,Armon Watts,24,DT,16,0,307,6-5,Arkansas,7/22/1996,1,1,Minnesota Vikings / 6th / 190th pick /2019,"$675,000",MIN,2020,2025-08-15 14:13:39
50,Eric Wilson,26,RLB,16,15,230,6-1,Cincinnati,9/26/1994,3,8,,"$3,259,000",MIN,2020,2025-08-15 14:13:39
98,D.J. Wonnum,23,DE,14,2,258,6-5,South Carolina,10/31/1997,Rook,2,Minnesota Vikings / 4th / 117th pick /2020,"$610,000",MIN,2020,2025-08-15 14:13:39
52,Eddie Yarbrough,27,DE,4,0,259,6-3,Wyoming,4/24/1993,3,0,,"$750,000",MIN,2020,2025-08-15 14:13:39
