No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
56,Kenneth Murray,22,RLB,16,16,241,6-2,Oklahoma,11/16/1998,Rook,8,Los Angeles Chargers / 1st / 23rd pick /2020,"$610,000",SDG,2020,2025-08-15 15:09:44
40,Gabe Nabers,23,FB,16,5,235,6-3,Florida St.,11/5/1997,Rook,0,,"$574,118",SDG,2020,2025-08-15 15:09:44
74,Storm Norton,26,T,6,3,310,6-7,Toledo,5/16/1994,2,2,,"$675,000",SDG,2020,2025-08-15 15:09:44
42,Uchenna Nwosu,24,LB,13,4,265,6-2,USC,12/28/1996,2,3,Los Angeles Chargers / 2nd / 48th pick /2018,"$1,003,598",SDG,2020,2025-08-15 15:09:44
89,Donald Parham,23,TE,13,5,237,6-8,Stetson,8/16/1997,1,1,,,SDG,2020,2025-08-15 15:09:44
52,Denzel Perryman,28,DB,13,6,240,5-11,Miami (FL),12/5/1992,5,6,San Diego Chargers / 2nd / 48th pick /2015,"$1,000,000",SDG,2020,2025-08-15 15:09:44
79,Trey Pipkins,24,RT,13,5,307,6-6,Sioux Falls,9/5/1996,1,3,Los Angeles Chargers / 3rd / 91st pick /2019,"$675,000",SDG,2020,2025-08-15 15:09:44
35,Troymaine Pope,27,RB,6,0,205,5-9,Jacksonville St.,11/26/1993,4,1,,,SDG,2020,2025-08-15 15:09:44
61,Scott Quessenberry,25,G,16,0,310,6-3,UCLA,3/23/1995,2,1,Los Angeles Chargers / 5th / 155th pick /2018,"$750,000",SDG,2020,2025-08-15 15:09:44
12,Joe Reed,22,WR,11,0,224,6-0,Virginia,1/4/1998,Rook,0,Los Angeles Chargers / 5th / 151st pick /2020,"$610,000",SDG,2020,2025-08-15 15:09:44
98,Isaac Rochell,25,RDE,16,6,280,6-4,Notre Dame,4/22/1995,3,4,Los Angeles Chargers / 7th / 225th pick /2017,"$825,000",SDG,2020,2025-08-15 15:09:44
48,Matt Sokol,25,TE,2,0,249,6-5,Michigan St.,11/9/1995,1,0,,,SDG,2020,2025-08-15 15:09:44
71,Damion Square,31,DE,16,1,293,6-2,Alabama,2/6/1989,7,2,,"$1,612,500",SDG,2020,2025-08-15 15:09:44
73,Tyree St. Louis,23,T,5,2,315,6-5,Miami (FL),8/5/1997,1,1,,"$610,000",SDG,2020,2025-08-15 15:09:44
2,Easton Stick,25,QB,1,0,224,6-1,North Dakota St.,9/15/1995,1,0,Los Angeles Chargers / 5th / 166th pick /2019,"$675,000",SDG,2020,2025-08-15 15:09:44
5,Tyrod Taylor,31,QB,2,1,217,6-1,Virginia Tech,8/3/1989,9,1,Baltimore Ravens / 6th / 180th pick /2011,"$5,000,000",SDG,2020,2025-08-15 15:09:44
69,Sam Tevi,26,LT,14,14,315,6-5,Utah,11/15/1994,3,7,Los Angeles Chargers / 6th / 190th pick /2017,"$2,133,000",SDG,2020,2025-08-15 15:09:44
99,Jerry Tillery,24,DE,16,11,295,6-6,Notre Dame,10/8/1996,1,6,Los Angeles Chargers / 1st / 28th pick /2019,"$1,014,189",SDG,2020,2025-08-15 15:09:44
64,Cole Toner,26,T,10,3,310,6-5,Harvard,3/13/1994,4,2,Arizona Cardinals / 5th / 170th pick /2016,"$441,176",SDG,2020,2025-08-15 15:09:44
49,Drue Tranquill,25,LB,1,1,234,6-2,Notre Dame,8/15/1995,1,0,Los Angeles Chargers / 4th / 130th pick /2019,"$439,706",SDG,2020,2025-08-15 15:09:44
70,Trai Turner,27,RG,9,9,320,6-3,LSU,6/14/1993,6,4,Carolina Panthers / 3rd / 92nd pick /2014,"$8,500,000",SDG,2020,2025-08-15 15:09:44
59,Nick Vigil,27,LB,15,2,239,6-2,Utah St.,8/20/1993,4,3,Cincinnati Bengals / 3rd / 87th pick /2016,"$1,900,000",SDG,2020,2025-08-15 15:09:44
20,Jaylen Watkins,29,DB,3,1,194,5-11,Florida,11/27/1991,6,0,Philadelphia Eagles / 4th / 101st pick /2014,,SDG,2020,2025-08-15 15:09:44
44,Kyzir White,24,LLB,11,10,234,6-2,West Virginia,3/24/1996,2,5,Los Angeles Chargers / 4th / 119th pick /2018,"$750,000",SDG,2020,2025-08-15 15:09:44
81,Mike Williams,26,WR,15,11,218,6-4,Clemson,10/4/1994,3,6,Los Angeles Chargers / 1st / 7th pick /2017,"$825,000",SDG,2020,2025-08-15 15:09:44
