No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
98,Isaac Rochell,24,DT,16,0,280,6-4,Notre Dame,4/22/1995,2,1,Los Angeles Chargers / 7th / 225th pick /2017,"$645,000",SDG,2019,2025-08-15 15:09:37
75,Michael Schofield,29,RG,16,16,301,6-6,Michigan,11/15/1990,4,8,Denver Broncos / 3rd / 95th pick /2014,"$2,000,000",SDG,2019,2025-08-15 15:09:37
78,Trenton Scott,25,LT,16,9,320,6-5,Grambling St.,1/25/1994,1,5,,"$570,000",SDG,2019,2025-08-15 15:09:37
71,Damion Square,30,DE,16,4,293,6-2,Alabama,2/6/1989,6,3,,"$1,500,000",SDG,2019,2025-08-15 15:09:37
5,Tyrod Taylor,30,QB,8,0,217,6-1,Virginia Tech,8/3/1989,8,0,Baltimore Ravens / 6th / 180th pick /2011,"$1,000,000",SDG,2019,2025-08-15 15:09:37
36,Roderic Teamer,22,FS,7,6,205,6-0,Tulane,5/12/1997,Rook,2,,"$495,000",SDG,2019,2025-08-15 15:09:37
69,Sam Tevi,25,RT,14,14,315,6-5,Utah,11/15/1994,2,7,Los Angeles Chargers / 6th / 190th pick /2017,"$645,000",SDG,2019,2025-08-15 15:09:37
99,Jerry Tillery,23,DT,15,3,295,6-6,Notre Dame,10/8/1996,Rook,2,Los Angeles Chargers / 1st / 28th pick /2019,"$495,000",SDG,2019,2025-08-15 15:09:37
49,Drue Tranquill,24,LB,15,3,234,6-2,Notre Dame,8/15/1995,Rook,3,Los Angeles Chargers / 4th / 130th pick /2019,"$495,000",SDG,2019,2025-08-15 15:09:37
27,Jaylen Watkins,28,DB,14,3,194,5-11,Florida,11/27/1991,5,2,Philadelphia Eagles / 4th / 101st pick /2014,"$805,000",SDG,2019,2025-08-15 15:09:37
34,Derek Watt,27,FB,16,2,234,6-2,Wisconsin,11/7/1992,3,0,San Diego Chargers / 6th / 198th pick /2016,"$720,000",SDG,2019,2025-08-15 15:09:37
44,Kyzir White,23,RLB,16,7,234,6-2,West Virginia,3/24/1996,1,4,Los Angeles Chargers / 4th / 119th pick /2018,"$570,000",SDG,2019,2025-08-15 15:09:37
81,Mike Williams,25,WR,15,15,218,6-4,Clemson,10/4/1994,2,8,Los Angeles Chargers / 1st / 7th pick /2017,"$2,260,448",SDG,2019,2025-08-15 15:09:37
96,Sylvester Williams,31,DT,5,0,328,6-2,North Carolina,11/21/1988,6,0,Denver Broncos / 1st / 28th pick /2013,,SDG,2019,2025-08-15 15:09:37
