No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
28,Adrian Peterson,35,RB,16,10,220,6-1,Oklahoma,3/21/1985,13,5,Minnesota Vikings / 1st / 7th pick /2007,"$1,050,000",DET,2020,2025-08-15 13:59:17
5,Matt Prater,36,K,16,0,201,5-10,Central Florida,8/10/1984,13,2,,"$2,700,000",DET,2020,2025-08-15 13:59:17
47,Bobby Price,22,DB,2,0,205,6-4,Norfolk St.,4/25/1998,Rook,0,,,DET,2020,2025-08-15 13:59:17
59,Reggie Ragland,27,MLB,16,6,252,6-2,Alabama,9/24/1993,3,3,Buffalo Bills / 2nd / 41st pick /2016,"$825,000",DET,2020,2025-08-15 13:59:17
77,Frank Ragnow,24,C,14,14,310,6-5,Arkansas,5/17/1996,2,9,Detroit Lions / 1st / 20th pick /2018,"$1,550,922",DET,2020,2025-08-15 13:59:17
44,Jalen Reeves-Maybin,25,LB,16,0,226,6-1,Tennessee,1/31/1995,3,1,Detroit Lions / 4th / 124th pick /2017,"$825,000",DET,2020,2025-08-15 13:59:17
29,Darryl Roberts,30,DB,11,5,190,6-0,Marshall,11/26/1990,4,2,New England Patriots / 7th / 247th pick /2015,"$1,000,000",DET,2020,2025-08-15 13:59:17
12,Mohamed Sanu,31,WR,7,4,210,6-2,Rutgers,8/22/1989,8,2,Cincinnati Bengals / 3rd / 83rd pick /2012,,DET,2020,2025-08-15 13:59:17
71,Danny Shelton,27,LDT,12,12,345,6-2,Washington,8/20/1993,5,4,Cleveland Browns / 1st / 12th pick /2015,"$1,500,000",DET,2020,2025-08-15 13:59:17
70,Dan Skipper,26,T,5,0,334,6-9,Arkansas,9/20/1994,3,0,,"$675,000",DET,2020,2025-08-15 13:59:17
9,Matthew Stafford,32,QB,16,16,214,6-3,Georgia,2/7/1988,11,13,Detroit Lions / 1st / 1st pick /2009,"$7,200,000",DET,2020,2025-08-15 13:59:17
61,Logan Stenberg,23,G,2,0,315,6-6,Kentucky,3/18/1997,Rook,0,Detroit Lions / 4th / 121st pick /2020,"$610,000",DET,2020,2025-08-15 13:59:17
92,Kevin Strong,24,DT,6,1,295,6-4,Texas-San Antonio,8/5/1996,1,1,,"$585,000",DET,2020,2025-08-15 13:59:17
32,D'Andre Swift,21,RB,13,4,204,5-8,Georgia,1/14/1999,Rook,6,Detroit Lions / 2nd / 35th pick /2020,"$610,000",DET,2020,2025-08-15 13:59:17
51,Jahlani Tavai,24,MLB,16,10,255,6-2,Hawaii,9/28/1996,1,4,Detroit Lions / 2nd / 43rd pick /2019,"$808,362",DET,2020,2025-08-15 13:59:17
23,Desmond Trufant,30,LCB,6,6,190,6-0,Washington,9/10/1990,7,2,Atlanta Falcons / 1st / 22nd pick /2013,"$4,500,000",DET,2020,2025-08-15 13:59:17
72,Halapoulivaati Vaitai,27,RG,10,10,322,6-6,TCU,6/16/1993,4,5,Philadelphia Eagles / 5th / 164th pick /2016,"$4,000,000",DET,2020,2025-08-15 13:59:17
36,Dee Virgin,27,DB,2,0,195,5-9,West Alabama,10/29/1993,2,0,,,DET,2020,2025-08-15 13:59:17
21,Tracy Walker,25,SS,15,7,206,6-1,Louisiana,2/1/1995,2,2,Detroit Lions / 3rd / 82nd pick /2018,"$750,000",DET,2020,2025-08-15 13:59:17
79,Kenny Wiggins,32,T,4,0,315,6-6,Fresno St.,8/8/1988,6,0,,"$986,800",DET,2020,2025-08-15 13:59:17
41,Jonathan Williams,26,RB,5,0,217,6-0,Arkansas,2/2/1994,4,0,Buffalo Bills / 5th / 156th pick /2016,"$485,294",DET,2020,2025-08-15 13:59:17
97,Nick Williams,30,DT/DE,14,13,310,6-4,Samford,2/21/1990,6,4,Pittsburgh Steelers / 7th / 223rd pick /2013,"$2,900,000",DET,2020,2025-08-15 13:59:17
