No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
25,Will Harris,24,FS,16,6,207,6-1,Boston Col.,12/19/1995,Rook,2,Detroit Lions / 3rd / 81st pick /2019,"$495,000",DET,2019,2025-08-15 13:59:09
98,Damon Harrison,31,LDT,15,15,350,6-3,"Northwest Mississippi CC,William Penn",11/29/1988,7,7,,"$6,750,000",DET,2019,2025-08-15 13:59:09
75,Frank Herron,25,DT,3,0,305,6-4,LSU,7/9/1994,Rook,0,,,DET,2019,2025-08-15 13:59:09
36,Wes Hills,24,RB,1,1,218,6-0,Slippery Rock,6/5/1995,Rook,0,,,DET,2019,2025-08-15 13:59:09
88,T.J. Hockenson,22,TE,12,7,248,6-5,Iowa,7/3/1997,Rook,3,Detroit Lions / 1st / 8th pick /2019,"$495,000",DET,2019,2025-08-15 13:59:09
28,Michael Jackson,22,DB,1,0,210,6-1,Miami (FL),1/10/1997,Rook,0,Dallas Cowboys / 5th / 158th pick /2019,,DET,2019,2025-08-15 13:59:09
83,Jesse James,25,TE,16,11,251,6-7,Penn St.,6/4/1994,4,1,Pittsburgh Steelers / 5th / 160th pick /2015,"$805,000",DET,2019,2025-08-15 13:59:09
33,Kerryon Johnson,22,RB,8,7,211,5-11,Auburn,6/30/1997,1,3,Detroit Lions / 2nd / 43rd pick /2018,"$775,622",DET,2019,2025-08-15 13:59:09
31,Ty Johnson,22,RB,16,1,210,5-10,Maryland,9/17/1997,Rook,2,Detroit Lions / 6th / 186th pick /2019,"$495,000",DET,2019,2025-08-15 13:59:09
52,Christian Jones,28,RLB,13,13,245,6-3,Florida St.,2/18/1991,5,6,,"$2,450,000",DET,2019,2025-08-15 13:59:09
11,Marvin Jones,29,WR,13,11,199,6-2,California,3/12/1990,7,6,Cincinnati Bengals / 5th / 166th pick /2012,"$6,500,000",DET,2019,2025-08-15 13:59:09
42,Devon Kennard,28,LLB,16,15,256,6-3,USC,6/24/1991,5,8,New York Giants / 5th / 174th pick /2014,"$3,500,000",DET,2019,2025-08-15 13:59:09
85,Tom Kennedy,23,WR,1,0,195,5-10,Bryant,7/29/1996,Rook,0,,,DET,2019,2025-08-15 13:59:09
35,Miles Killebrew,26,DB,15,1,222,6-2,Southern Utah,5/10/1993,3,1,Detroit Lions / 4th / 111th pick /2016,"$720,000",DET,2019,2025-08-15 13:59:09
15,Chris Lacy,23,WR,7,2,206,6-3,Oklahoma St.,1/28/1996,1,0,,"$495,000",DET,2019,2025-08-15 13:59:09
54,Steve Longa,25,LB,10,0,240,6-0,Rutgers,9/29/1994,3,1,,"$570,000",DET,2019,2025-08-15 13:59:09
6,Sam Martin,29,P,16,0,205,6-1,Appalachian St.,2/27/1990,6,2,Detroit Lions / 5th / 165th pick /2013,"$2,400,000",DET,2019,2025-08-15 13:59:09
41,J.D. McKissic,26,RB,16,3,195,5-10,Arkansas St.,8/15/1993,3,3,,,DET,2019,2025-08-15 13:59:09
61,Jamie Meder,28,DT,1,0,308,6-2,Ashland,4/12/1991,5,0,,,DET,2019,2025-08-15 13:59:09
29,Rashaan Melvin,30,DB,13,12,195,6-2,Northern Illinois,10/2/1989,5,4,,"$1,300,000",DET,2019,2025-08-15 13:59:09
49,C.J. Moore,24,DB,16,0,195,5-11,Mississippi,12/15/1995,Rook,1,,"$495,000",DET,2019,2025-08-15 13:59:09
48,Don Muhlbach,38,LS,16,0,258,6-4,Texas A&M,8/17/1981,15,2,,"$1,030,000",DET,2019,2025-08-15 13:59:09
89,Isaac Nauta,22,TE,6,0,246,6-3,Georgia,5/21/1997,Rook,0,Detroit Lions / 7th / 224th pick /2019,"$495,000",DET,2019,2025-08-15 13:59:09
95,Romeo Okwara,24,DE,14,1,255,6-4,Notre Dame,6/17/1995,3,2,,"$720,000",DET,2019,2025-08-15 13:59:09
24,Amani Oruwariye,23,DB,9,2,205,6-2,Penn St.,2/9/1996,Rook,1,Detroit Lions / 5th / 146th pick /2019,"$495,000",DET,2019,2025-08-15 13:59:09
26,Paul Perkins,25,RB,4,0,213,5-11,UCLA,11/16/1994,3,0,New York Giants / 5th / 149th pick /2016,,DET,2019,2025-08-15 13:59:09
57,Anthony Pittman,23,LB,1,0,236,6-3,Wayne State (MI),11/24/1996,Rook,0,,,DET,2019,2025-08-15 13:59:09
5,Matt Prater,35,K,16,0,201,5-10,Central Florida,8/10/1984,12,4,,"$2,200,000",DET,2019,2025-08-15 13:59:09
77,Frank Ragnow,23,C,15,15,310,6-5,Arkansas,5/17/1996,1,6,Detroit Lions / 1st / 20th pick /2018,"$1,015,461",DET,2019,2025-08-15 13:59:09
44,Jalen Reeves-Maybin,24,LB,16,3,226,6-1,Tennessee,1/31/1995,2,3,Detroit Lions / 4th / 124th pick /2017,"$645,000",DET,2019,2025-08-15 13:59:09
91,A'Shawn Robinson,24,RDT,13,9,320,6-3,Alabama,3/21/1995,3,5,Detroit Lions / 2nd / 46th pick /2016,"$1,163,678",DET,2019,2025-08-15 13:59:09
43,Bo Scarbrough,25,RB,6,5,235,6-1,Alabama,9/29/1994,Rook,2,Dallas Cowboys / 7th / 236th pick /2018,,DET,2019,2025-08-15 13:59:09
70,Dan Skipper,25,T,3,0,334,6-9,Arkansas,9/20/1994,2,0,,,DET,2019,2025-08-15 13:59:09
23,Darius Slay,28,LCB,14,14,192,6-0,Mississippi St.,1/1/1991,6,7,Detroit Lions / 2nd / 36th pick /2013,"$12,550,000",DET,2019,2025-08-15 13:59:09
9,Matthew Stafford,31,QB,8,8,214,6-3,Georgia,2/7/1988,10,8,Detroit Lions / 1st / 1st pick /2009,"$13,500,000",DET,2019,2025-08-15 13:59:09
92,Kevin Strong,23,DT,8,0,295,6-4,Texas-San Antonio,8/5/1996,Rook,1,,"$495,000",DET,2019,2025-08-15 13:59:09
51,Jahlani Tavai,23,MLB,15,6,255,6-2,Hawaii,9/28/1996,Rook,4,Detroit Lions / 2nd / 43rd pick /2019,"$495,000",DET,2019,2025-08-15 13:59:09
82,Logan Thomas,28,TE,16,3,250,6-6,Virginia Tech,7/1/1991,5,1,Arizona Cardinals / 4th / 120th pick /2014,"$805,000",DET,2019,2025-08-15 13:59:09
30,Dee Virgin,26,DB,15,0,195,5-9,West Alabama,10/29/1993,1,1,,"$570,000",DET,2019,2025-08-15 13:59:09
71,Ricky Wagner,30,RT,12,12,313,6-6,Wisconsin,10/21/1989,6,5,Baltimore Ravens / 5th / 168th pick /2013,"$9,000,000",DET,2019,2025-08-15 13:59:09
21,Tracy Walker,24,FS,13,12,206,6-1,Louisiana,2/1/1995,1,4,Detroit Lions / 3rd / 82nd pick /2018,"$628,000",DET,2019,2025-08-15 13:59:09
79,Kenny Wiggins,31,T,14,3,315,6-6,Fresno St.,8/8/1988,5,2,,"$2,500,000",DET,2019,2025-08-15 13:59:09
32,Tavon Wilson,29,SS,16,13,208,6-0,Illinois,3/19/1990,7,4,New England Patriots / 2nd / 48th pick /2012,"$1,000,000",DET,2019,2025-08-15 13:59:09
69,Jonathan Wynn,24,DE,1,0,260,6-4,Vanderbilt,9/21/1995,Rook,0,,"$495,000",DET,2019,2025-08-15 13:59:09
