No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
27,Jourdan Lewis,24,DB,16,5,190,5-10,Michigan,8/31/1995,2,4,Dallas Cowboys / 3rd / 92nd pick /2017,"$675,000",DAL,2019,2025-08-15 13:55:02
73,Joe Looney,29,C,16,1,315,6-3,Wake Forest,8/31/1990,6,2,San Francisco 49ers / 4th / 117th pick /2012,"$1,000,000",DAL,2019,2025-08-15 13:55:02
2,Brett Maher,30,K,13,0,180,6-0,Nebraska,11/21/1989,1,0,,"$570,000",DAL,2019,2025-08-15 13:55:02
53,Justin March,26,LB,16,0,222,6-0,Akron,7/5/1993,3,1,,"$720,000",DAL,2019,2025-08-15 13:55:02
70,Zack Martin,29,RG,16,16,315,6-4,Notre Dame,11/20/1990,5,17,Dallas Cowboys / 1st / 16th pick /2014,"$10,000,000",DAL,2019,2025-08-15 13:55:02
49,Jamize Olawale,30,FB,16,5,240,6-1,North Texas,4/17/1989,7,0,,"$1,000,000",DAL,2019,2025-08-15 13:55:02
32,Donovan Olumba,24,RB,1,0,205,6-2,Portland St.,9/26/1995,1,0,,"$495,000",DAL,2019,2025-08-15 13:55:02
20,Tony Pollard,22,RB,15,0,209,6-0,Memphis,4/30/1997,Rook,3,Dallas Cowboys / 4th / 128th pick /2019,"$495,000",DAL,2019,2025-08-15 13:55:02
4,Dak Prescott,26,QB,16,16,238,6-2,Mississippi St.,7/29/1993,3,15,Dallas Cowboys / 4th / 135th pick /2016,"$2,025,000",DAL,2019,2025-08-15 13:55:02
58,Robert Quinn,29,RDE,14,14,245,6-4,North Carolina,5/18/1990,8,8,St. Louis Rams / 1st / 14th pick /2011,"$6,000,000",DAL,2019,2025-08-15 13:55:02
7,Cooper Rush,26,QB,2,0,225,6-3,Central Michigan,11/21/1993,2,0,,"$645,000",DAL,2019,2025-08-15 13:55:02
86,Dalton Schultz,23,TE,16,0,242,6-5,Stanford,7/11/1996,1,0,Dallas Cowboys / 4th / 137th pick /2018,"$570,000",DAL,2019,2025-08-15 13:55:02
15,Devin Smith,27,WR,4,2,199,6-1,Ohio St.,3/3/1992,4,1,New York Jets / 2nd / 37th pick /2015,"$645,000",DAL,2019,2025-08-15 13:55:02
54,Jaylon Smith,24,MLB,16,16,244,6-2,Notre Dame,6/14/1995,2,12,Dallas Cowboys / 2nd / 34th pick /2016,"$1,335,678",DAL,2019,2025-08-15 13:55:02
43,Malcolm Smith,30,LB,2,1,225,6-0,USC,7/5/1989,8,1,Seattle Seahawks / 7th / 242nd pick /2011,,DAL,2019,2025-08-15 13:55:02
77,Tyron Smith,29,LT,13,13,320,6-5,USC,12/12/1990,8,9,Dallas Cowboys / 1st / 9th pick /2011,"$10,000,000",DAL,2019,2025-08-15 13:55:02
76,Xavier Su'a-Filo,28,G,11,4,312,6-4,UCLA,1/1/1991,5,3,Houston Texans / 2nd / 33rd pick /2014,"$805,000",DAL,2019,2025-08-15 13:55:02
48,Joe Thomas,28,LB,15,2,233,6-1,South Carolina St.,5/6/1991,4,2,,"$1,750,000",DAL,2019,2025-08-15 13:55:02
23,Darian Thompson,26,DB,15,4,211,6-2,Boise St.,9/22/1993,3,2,New York Giants / 3rd / 71st pick /2016,"$720,000",DAL,2019,2025-08-15 13:55:02
55,Leighton Vander Esch,22,RLB,9,9,256,6-4,Boise St.,2/9/1997,1,5,Dallas Cowboys / 1st / 19th pick /2018,"$1,018,535",DAL,2019,2025-08-15 13:55:02
52,Connor Williams,22,LG,11,11,310,6-5,Texas,5/12/1997,1,6,Dallas Cowboys / 2nd / 50th pick /2018,"$729,500",DAL,2019,2025-08-15 13:55:02
11,Cedrick Wilson Jr.,24,WR,6,0,197,6-2,Boise St.,11/20/1995,1,0,Dallas Cowboys / 6th / 208th pick /2018,"$495,000",DAL,2019,2025-08-15 13:55:02
37,Donovan Wilson,24,DB,11,0,204,6-0,Texas A&M,2/21/1995,Rook,1,Dallas Cowboys / 6th / 213th pick /2019,"$495,000",DAL,2019,2025-08-15 13:55:02
82,Jason Witten,37,TE,16,16,263,6-6,Tennessee,5/6/1982,16,4,Dallas Cowboys / 3rd / 69th pick /2003,"$2,000,000",DAL,2019,2025-08-15 13:55:02
99,Antwaun Woods,26,RDT,10,10,318,6-1,USC,1/3/1993,3,5,,"$570,000",DAL,2019,2025-08-15 13:55:02
25,Xavier Woods,24,FS,15,15,200,5-11,Louisiana Tech,7/26/1995,2,6,Dallas Cowboys / 6th / 191st pick /2017,"$645,000",DAL,2019,2025-08-15 13:55:02
