No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
6,Baker Mayfield,25,QB,16,16,215,6-1,Oklahoma,4/14/1995,2,14,Cleveland Browns / 1st / 1st pick /2018,"$750,000",CLE,2020,2025-08-15 13:51:17
41,Montrel Meander,26,DB,4,0,215,6-2,Grambling St.,9/20/1994,1,0,,"$585,000",CLE,2020,2025-08-15 13:51:17
39,Terrance Mitchell,28,RCB,16,16,191,5-11,Oregon,5/17/1992,5,5,Dallas Cowboys / 7th / 254th pick /2014,"$2,500,000",CLE,2020,2025-08-15 13:51:17
35,Jovante Moffatt,24,S,9,0,210,6-0,Middle Tenn. St.,12/25/1996,Rook,0,,"$502,353",CLE,2020,2025-08-15 13:51:17
19,Jojo Natson,26,WR,3,0,153,5-7,"Utah St.,Akron",2/1/1994,3,0,,"$825,000",CLE,2020,2025-08-15 13:51:17
85,David Njoku,24,TE,13,5,246,6-4,Miami (FL),7/10/1996,3,2,Cleveland Browns / 1st / 29th pick /2017,"$1,763,877",CLE,2020,2025-08-15 13:51:17
65,Larry Ogunjobi,26,RDT,15,15,305,6-2,Charlotte,6/3/1994,3,6,Cleveland Browns / 3rd / 65th pick /2017,"$2,133,000",CLE,2020,2025-08-15 13:51:17
2,Cody Parkey,28,K,15,0,190,6-0,Auburn,2/19/1992,6,3,,"$856,471",CLE,2020,2025-08-15 13:51:17
63,Javon Patterson,23,C,1,0,307,6-3,Mississippi,7/8/1997,1,0,Indianapolis Colts / 7th / 246th pick /2019,,CLE,2020,2025-08-15 13:51:17
11,Donovan Peoples-Jones,21,WR,12,2,204,6-2,Michigan,2/19/1999,Rook,3,Cleveland Browns / 6th / 187th pick /2020,"$610,000",CLE,2020,2025-08-15 13:51:17
50,Jacob Phillips,21,LB,9,3,228,6-3,LSU,4/1/1999,Rook,2,Cleveland Browns / 3rd / 97th pick /2020,"$610,000",CLE,2020,2025-08-15 13:51:17
29,Sheldrick Redwine,24,DB,15,3,196,6-0,Miami (FL),11/6/1996,1,2,Cleveland Browns / 4th / 119th pick /2019,"$675,000",CLE,2020,2025-08-15 13:51:17
98,Sheldon Richardson,30,LDT,16,16,290,6-3,Missouri,11/29/1990,7,7,New York Jets / 1st / 13th pick /2013,"$11,900,000",CLE,2020,2025-08-15 13:51:17
4,Austin Seibert,24,K,1,0,200,5-9,Oklahoma,11/15/1996,1,0,Cleveland Browns / 5th / 170th pick /2019,"$675,000",CLE,2020,2025-08-15 13:51:17
23,Andrew Sendejo,33,FS,14,14,210,6-1,Rice,9/9/1987,10,4,,"$1,050,000",CLE,2020,2025-08-15 13:51:17
56,Malcolm Smith,31,LB,15,4,225,6-0,USC,7/5/1989,9,3,Seattle Seahawks / 7th / 242nd pick /2011,"$1,050,000",CLE,2020,2025-08-15 13:51:17
43,Johnny Stanton,26,RB,1,0,250,6-2,UNLV,9/7/1994,Rook,0,,,CLE,2020,2025-08-15 13:51:17
36,M.J. Stewart,25,DB,16,0,205,5-11,North Carolina,9/16/1995,2,1,Tampa Bay Buccaneers / 2nd / 53rd pick /2018,"$942,101",CLE,2020,2025-08-15 13:51:17
44,Sione Takitaki,25,RLB,15,12,245,6-1,BYU,6/8/1995,1,5,Cleveland Browns / 3rd / 80th pick /2019,"$675,000",CLE,2020,2025-08-15 13:51:17
10,Taywan Taylor,25,WR,3,0,203,5-11,Western Kentucky,3/2/1995,3,0,Tennessee Titans / 3rd / 72nd pick /2017,"$630,882",CLE,2020,2025-08-15 13:51:17
96,Vincent Taylor,26,DT,15,1,311,6-3,Oklahoma St.,1/5/1994,3,2,Miami Dolphins / 6th / 194th pick /2017,"$825,000",CLE,2020,2025-08-15 13:51:17
60,Alex Taylor-Prioleau,23,T,1,0,301,6-8,"Appalachian St.,South Carolina St.",4/29/1997,Rook,0,,"$400,000",CLE,2020,2025-08-15 13:51:17
77,Wyatt Teller,26,RG,11,11,315,6-4,Virginia Tech,11/21/1994,2,8,Buffalo Bills / 5th / 166th pick /2018,"$750,000",CLE,2020,2025-08-15 13:51:17
20,Tavierre Thomas,24,DB,16,3,205,5-10,Ferris St.,3/11/1996,2,2,,"$750,000",CLE,2020,2025-08-15 13:51:17
64,J.C. Tretter,29,C,16,16,307,6-4,Cornell,2/12/1991,6,9,Green Bay Packers / 4th / 122nd pick /2013,"$4,000,000",CLE,2020,2025-08-15 13:51:17
54,Olivier Vernon,30,RDE,14,13,262,6-2,Miami (FL),10/7/1990,8,6,Miami Dolphins / 3rd / 72nd pick /2012,"$6,750,000",CLE,2020,2025-08-15 13:51:17
21,Denzel Ward,23,LCB,12,12,190,5-11,Ohio St.,4/28/1997,2,4,Cleveland Browns / 1st / 4th pick /2018,"$750,000",CLE,2020,2025-08-15 13:51:17
16,Derrick Willies,26,WR,1,0,207,6-4,Texas Tech,10/12/1994,2,0,,,CLE,2020,2025-08-15 13:51:17
71,Jedrick Wills Jr.,21,LT,15,15,307,6-4,Alabama,5/17/1999,Rook,8,Cleveland Browns / 1st / 10th pick /2020,,CLE,2020,2025-08-15 13:51:17
51,Mack Wilson,22,LLB,13,8,240,6-1,Alabama,2/14/1998,1,3,Cleveland Browns / 5th / 155th pick /2019,"$675,000",CLE,2020,2025-08-15 13:51:17
