Team,Year,Actual_Win_Pct,Predicted_With_Coach,Predicted_Replacement,Coaching_WAR,Predicted_Impact,Prediction_Error_Coach,Prediction_Error_Replacement,Primary_Coach,Combined_Coach,WAR_Percentile,Background,OC_Years,DC_Years
CLE,2001,0.4375,0.47052944,0.48900405,-0.0515040457248687,-0.018474609,-0.0330294370651245,-0.0515040457248687,Butch Davis,Butch Davis,28.10457516339869,Other,0,0
NYJ,2000,0.5625,0.5128071,0.47473902,0.0877609848976135,0.038068056,0.0496929287910461,0.0877609848976135,Al Groh,Al Groh,74.56922162804516,Defensive,1,10
SDG,1987,0.5333,0.37763068,0.28596833,0.2473316665172577,0.09166235,0.1556693192005157,0.2473316665172577,Al Saunders,Al Saunders,98.45513963161022,Offensive,16,0
SDG,1988,0.375,0.32231134,0.31608304,0.0589169561862945,0.006228298,0.0526886582374572,0.0589169561862945,Al Saunders,Al Saunders,65.00297088532383,Offensive,16,0
NYG,1970,0.6429,0.604766,0.5872557,0.0556442836761474,0.017510295,0.0381339887619018,0.0556442836761474,Alex Webster,Alex Webster,63.87403446226976,Other,0,0
NYG,1971,0.2857,0.28579247,0.31000552,-0.0243055158138275,-0.024213046,-9.246997833251004e-05,-0.0243055158138275,Alex Webster,Alex Webster,36.898395721925134,Other,0,0
NYG,1972,0.5714,0.59796923,0.6081638,-0.0367637740135192,-0.01019454,-0.0265692339897155,-0.0367637740135192,Alex Webster,Alex Webster,33.214497920380275,Other,0,0
NYG,1973,0.1786,0.24394396,0.27815145,-0.0995514525413513,-0.034207493,-0.0653439594745635,-0.0995514525413513,Alex Webster,Alex Webster,16.636957813428403,Other,0,0
SFO,1976,0.5714,0.4877957,0.42823598,0.1431640221118927,0.059559733,0.0836042894363403,0.1431640221118927,Monte Clark,Monte Clark,87.87878787878788,Other,0,0
DET,1982,0.4444,0.4781071,0.39383712,0.0505628758907318,0.08426997,-0.0337070947647094,0.0505628758907318,Monte Clark,Monte Clark,62.56684491978609,Other,0,0
DET,1983,0.5625,0.5322992,0.5498669,0.0126330852508544,-0.017567694,0.0302007794380188,0.0126330852508544,Monte Clark,Monte Clark,50.326797385620914,Other,0,0
DET,1978,0.4375,0.45675188,0.4356405,0.0018594861030578,0.02111137,-0.0192518830299377,0.0018594861030578,Monte Clark,Monte Clark,46.10814022578729,Other,0,0
DET,1981,0.5,0.48794693,0.5051922,-0.005192220211029,-0.017245293,0.0120530724525451,-0.005192220211029,Monte Clark,Monte Clark,44.14735591206179,Other,0,0
DET,1984,0.2812,0.32059377,0.30835924,-0.0271592355251312,0.012234539,-0.039393774318695,-0.0271592355251312,Monte Clark,Monte Clark,36.06654783125372,Other,0,0
DET,1980,0.5625,0.56060034,0.64105886,-0.07855886220932,-0.08045852,0.0018996596336364,-0.07855886220932,Monte Clark,Monte Clark,21.15270350564468,Other,0,0
DET,1979,0.125,0.2361848,0.27171716,-0.1467171609401703,-0.035532355,-0.1111848056316375,-0.1467171609401703,Monte Clark,Monte Clark,7.605466428995841,Other,0,0
GNB,2004,0.625,0.51638526,0.37022778,0.2547722160816192,0.14615747,0.1086147427558898,0.2547722160816192,Mike Sherman,Mike Sherman,98.75222816399288,Offensive,2,0
GNB,2002,0.75,0.7049566,0.5867957,0.1632043123245239,0.1181609,0.045043408870697,0.1632043123245239,Mike Sherman,Mike Sherman,91.20617944147357,Offensive,2,0
GNB,2001,0.75,0.7059921,0.62040216,0.1295978426933288,0.085589945,0.0440078973770141,0.1295978426933288,Mike Sherman,Mike Sherman,85.1455733808675,Offensive,2,0
GNB,2003,0.625,0.69423294,0.6202516,0.0047484040260314,0.073981345,-0.0692329406738281,0.0047484040260314,Mike Sherman,Mike Sherman,47.17765894236482,Offensive,2,0
GNB,2000,0.5625,0.6190642,0.56095904,0.0015409588813781,0.05810517,-0.0565642118453979,0.0015409588813781,Mike Sherman,Mike Sherman,45.98930481283423,Offensive,2,0
GNB,2005,0.25,0.3291815,0.30791387,-0.0579138696193695,0.021267623,-0.0791814923286438,-0.0579138696193695,Mike Sherman,Mike Sherman,26.38146167557932,Offensive,2,0
KAN,2024,0.8824,0.7432097,0.63057154,0.2518284558296203,0.112638175,0.139190280342102,0.2518284558296203,Andy Reid,Andy Reid,98.57397504456328,Offensive,3,0
KAN,2022,0.8235,0.6932354,0.6069765,0.2165234909057617,0.08625889,0.1302646026611328,0.2165234909057617,Andy Reid,Andy Reid,96.79144385026738,Offensive,3,0
KAN,2020,0.875,0.8013803,0.68215275,0.1928472518920898,0.11922753,0.0736197233200073,0.1928472518920898,Andy Reid,Andy Reid,94.53357100415924,Offensive,3,0
KAN,2014,0.5625,0.51993394,0.37657008,0.185929924249649,0.14336386,0.0425660610198974,0.185929924249649,Andy Reid,Andy Reid,93.93939393939394,Offensive,3,0
KAN,2016,0.75,0.6698911,0.5811563,0.1688436865806579,0.088734806,0.0801088809967041,0.1688436865806579,Andy Reid,Andy Reid,91.85977421271538,Offensive,3,0
PHI,2003,0.75,0.65045923,0.596873,0.1531270146369934,0.053586245,0.0995407700538635,0.1531270146369934,Andy Reid,Andy Reid,89.78015448603684,Offensive,3,0
KAN,2018,0.75,0.6942484,0.6025724,0.1474276185035705,0.091676,0.055751621723175,0.1474276185035705,Andy Reid,Andy Reid,88.77005347593582,Offensive,3,0
PHI,2004,0.8125,0.7483808,0.6748266,0.1376733779907226,0.07355416,0.0641192197799682,0.1376733779907226,Andy Reid,Andy Reid,86.9281045751634,Offensive,3,0
KAN,2023,0.6471,0.608731,0.52138644,0.1257135554313659,0.08734453,0.0383690281867981,0.1257135554313659,Andy Reid,Andy Reid,84.13547237076648,Offensive,3,0
KAN,2019,0.75,0.7574707,0.6370515,0.112948477268219,0.120419204,-0.0074707269668579,0.112948477268219,Andy Reid,Andy Reid,81.28342245989305,Offensive,3,0
KAN,2015,0.6875,0.6860687,0.5810072,0.1064928174018859,0.10506153,0.0014312863349914,0.1064928174018859,Andy Reid,Andy Reid,79.61972667855021,Offensive,3,0
KAN,2021,0.7059,0.7220278,0.6121849,0.0937151178359985,0.1098429,-0.0161277786254883,0.0937151178359985,Andy Reid,Andy Reid,76.58942364824718,Offensive,3,0
PHI,2005,0.375,0.35791817,0.2833672,0.0916328132152557,0.07455099,0.0170818269252777,0.0916328132152557,Andy Reid,Andy Reid,75.99524658348187,Offensive,3,0
PHI,2009,0.6875,0.67455834,0.60472983,0.0827701687812805,0.06982851,0.0129416584968566,0.0827701687812805,Andy Reid,Andy Reid,72.84610814022578,Offensive,3,0
PHI,2002,0.75,0.7092517,0.6747932,0.0752068161964416,0.034458518,0.0407482981681823,0.0752068161964416,Andy Reid,Andy Reid,70.58823529411765,Offensive,3,0
PHI,2001,0.6875,0.636999,0.61380315,0.0736968517303466,0.023195863,0.0505009889602661,0.0736968517303466,Andy Reid,Andy Reid,70.05347593582889,Offensive,3,0
PHI,2007,0.5,0.48626235,0.44009605,0.0599039494991302,0.0461663,0.0137376487255096,0.0599039494991302,Andy Reid,Andy Reid,65.24064171122996,Offensive,3,0
KAN,2013,0.6875,0.70410895,0.64146715,0.0460328459739685,0.0626418,-0.0166089534759521,0.0460328459739685,Andy Reid,Andy Reid,61.37849079025549,Offensive,3,0
PHI,2010,0.625,0.635188,0.58256775,0.0424322485923767,0.052620232,-0.0101879835128784,0.0424322485923767,Andy Reid,Andy Reid,59.83363042186571,Offensive,3,0
PHI,2008,0.5938,0.6123037,0.5948311,-0.001031109046936,0.017472565,-0.0185036742210388,-0.001031109046936,Andy Reid,Andy Reid,45.45454545454545,Offensive,3,0
PHI,2000,0.6875,0.66181695,0.69952905,-0.0120290517807006,-0.037712097,0.025683045387268,-0.0120290517807006,Andy Reid,Andy Reid,41.770647653000594,Offensive,3,0
KAN,2017,0.625,0.72063345,0.6403174,-0.0153173804283142,0.08031607,-0.0956334471702575,-0.0153173804283142,Andy Reid,Andy Reid,40.22578728461082,Offensive,3,0
PHI,2006,0.625,0.6750714,0.6462976,-0.0212975740432739,0.028773844,-0.0500714182853698,-0.0212975740432739,Andy Reid,Andy Reid,38.146167557932266,Offensive,3,0
PHI,2011,0.5,0.5291224,0.52576196,-0.0257619619369506,0.0033604503,-0.0291224122047424,-0.0257619619369506,Andy Reid,Andy Reid,36.42305407011289,Offensive,3,0
PHI,2012,0.25,0.34567174,0.2875019,-0.0375019013881683,0.05816984,-0.0956717431545257,-0.0375019013881683,Andy Reid,Andy Reid,32.97682709447415,Offensive,3,0
PHI,1999,0.3125,0.42971963,0.42362073,-0.111120730638504,0.0060988963,-0.1172196269035339,-0.111120730638504,Andy Reid,Andy Reid,13.30956625074272,Offensive,3,0
SDG,2018,0.75,0.5940734,0.60285306,0.1471469402313232,-0.008779645,0.1559265851974487,0.1471469402313232,Anthony Lynn,Anthony Lynn,88.59180035650624,Offensive,2,0
SDG,2020,0.4375,0.4214903,0.4206044,0.016895592212677,0.00088590384,0.0160096883773803,0.016895592212677,Anthony Lynn,Anthony Lynn,51.396316102198455,Offensive,2,0
SDG,2017,0.5625,0.6323539,0.65019125,-0.0876912474632263,-0.017837346,-0.0698539018630981,-0.0876912474632263,Anthony Lynn,Anthony Lynn,18.89483065953654,Offensive,2,0
SDG,2019,0.3125,0.48909843,0.49121776,-0.1787177622318267,-0.0021193326,-0.1765984296798706,-0.1787177622318267,Anthony Lynn,Anthony Lynn,4.69399881164587,Offensive,2,0
RAI,2024,0.2353,0.2585164,0.22082067,0.0144793346405029,0.037695736,-0.0232164010524749,0.0144793346405029,Antonio Pierce,Antonio Pierce,50.74272133095663,Defensive,0,2
CIN,2013,0.6875,0.550104,0.50511724,0.1823827624320984,0.044986784,0.137395977973938,0.1823827624320984,Marvin Lewis,Marvin Lewis,93.52346999405825,Other,0,0
CIN,2012,0.625,0.52023685,0.4931891,0.1318109035491943,0.027047753,0.1047631502151489,0.1318109035491943,Marvin Lewis,Marvin Lewis,85.44266191325015,Other,0,0
CIN,2009,0.625,0.5871394,0.5385482,0.0864518284797668,0.048591256,0.0378605723381042,0.0864518284797668,Marvin Lewis,Marvin Lewis,74.15329768270945,Other,0,0
CIN,2015,0.75,0.65605164,0.67940146,0.0705985426902771,-0.023349822,0.0939483642578125,0.0705985426902771,Marvin Lewis,Marvin Lewis,68.86512180629828,Other,0,0
CIN,2004,0.5,0.45865807,0.4382519,0.0617480874061584,0.020406157,0.0413419306278228,0.0617480874061584,Marvin Lewis,Marvin Lewis,65.77540106951871,Other,0,0
CIN,2018,0.375,0.41693583,0.35311353,0.0218864679336547,0.0638223,-0.0419358313083648,0.0218864679336547,Marvin Lewis,Marvin Lewis,52.88175876411171,Other,0,0
CIN,2014,0.6562,0.6005121,0.63778764,0.0184123599052429,-0.037275553,0.0556879126548767,0.0184123599052429,Marvin Lewis,Marvin Lewis,51.81224004753416,Other,0,0
CIN,2011,0.5625,0.5449733,0.5520452,0.010454773902893,-0.0070719123,0.0175266861915588,0.010454773902893,Marvin Lewis,Marvin Lewis,49.43553178847296,Other,0,0
CIN,2005,0.6875,0.67252,0.6806561,0.0068439245223999,-0.008136094,0.0149800181388854,0.0068439245223999,Marvin Lewis,Marvin Lewis,48.1283422459893,Other,0,0
CIN,2008,0.2812,0.27946833,0.2746986,0.0065014147281646,0.0047697425,0.0017316722393035,0.0065014147281646,Marvin Lewis,Marvin Lewis,47.83125371360665,Other,0,0
CIN,2017,0.4375,0.44015718,0.4513654,-0.0138654112815856,-0.011208236,-0.0026571750640869,-0.0138654112815856,Marvin Lewis,Marvin Lewis,40.879382055852645,Other,0,0
CIN,2003,0.5,0.52375096,0.543936,-0.043936014175415,-0.020185053,-0.0237509608268737,-0.043936014175415,Marvin Lewis,Marvin Lewis,31.016042780748663,Other,0,0
CIN,2006,0.5,0.57689583,0.5678163,-0.0678163170814514,0.009079516,-0.0768958330154419,-0.0678163170814514,Marvin Lewis,Marvin Lewis,23.707664884135475,Other,0,0
CIN,2010,0.25,0.36202753,0.37895894,-0.1289589405059814,-0.016931415,-0.1120275259017944,-0.1289589405059814,Marvin Lewis,Marvin Lewis,10.1010101010101,Other,0,0
CIN,2007,0.4375,0.5532927,0.5672337,-0.1297336816787719,-0.01394099,-0.115792691707611,-0.1297336816787719,Marvin Lewis,Marvin Lewis,9.92275698158051,Other,0,0
CIN,2016,0.4062,0.5301908,0.5503937,-0.1441937005996704,-0.020202875,-0.1239908254623413,-0.1441937005996704,Marvin Lewis,Marvin Lewis,7.9619726678550204,Other,0,0
RAI,1990,0.75,0.6686463,0.61182666,0.1381733417510986,0.056819618,0.0813537240028381,0.1381733417510986,Art Shell,Art Shell,87.04693998811646,Other,0,0
RAI,1991,0.5625,0.5500649,0.46775812,0.0947418808937072,0.0823068,0.0124350786209106,0.0947418808937072,Art Shell,Art Shell,76.8270944741533,Other,0,0
RAI,1992,0.4375,0.37220764,0.39207494,0.0454250574111938,-0.019867301,0.0652923583984375,0.0454250574111938,Art Shell,Art Shell,61.08140225787284,Other,0,0
RAI,1993,0.625,0.6276195,0.60022247,0.0247775316238403,0.027397037,-0.0026195049285888,0.0247775316238403,Art Shell,Art Shell,53.83244206773619,Other,0,0
RAI,1994,0.5625,0.5287303,0.5469066,0.015593409538269,-0.018176317,0.0337697267532348,0.015593409538269,Art Shell,Art Shell,50.98039215686274,Other,0,0
RAI,2006,0.125,0.20071638,0.23339322,-0.1083932220935821,-0.032676846,-0.0757163763046264,-0.1083932220935821,Art Shell,Art Shell,14.200831847890672,Other,0,0
ATL,2023,0.4118,0.28688493,0.30677387,0.1050261288166046,-0.019888937,0.1249150662899017,0.1050261288166046,Arthur Smith,Arthur Smith,79.38205585264409,Offensive,4,0
ATL,2022,0.4118,0.36169645,0.46141675,-0.0496167511463165,-0.0997203,0.0501035480976104,-0.0496167511463165,Arthur Smith,Arthur Smith,29.05525846702317,Offensive,4,0
ATL,2021,0.4118,0.47710174,0.50852215,-0.0967221529006958,-0.03142041,-0.0653017432212829,-0.0967221529006958,Arthur Smith,Arthur Smith,17.11229946524064,Offensive,4,0
DAL,1995,0.75,0.74438715,0.6366861,0.1133139133453369,0.10770106,0.0056128501892089,0.1133139133453369,Barry Switzer,Barry Switzer,81.4022578728461,Offensive,7,0
DAL,1994,0.75,0.7084437,0.6842619,0.0657380819320678,0.024181783,0.0415562987327575,0.0657380819320678,Barry Switzer,Barry Switzer,66.96375519904932,Offensive,7,0
DAL,1996,0.625,0.64605075,0.5855173,0.0394827127456665,0.060533464,-0.021050751209259,0.0394827127456665,Barry Switzer,Barry Switzer,58.46702317290553,Offensive,7,0
DAL,1997,0.375,0.41073632,0.36453065,0.0104693472385406,0.04620567,-0.0357363224029541,0.0104693472385406,Barry Switzer,Barry Switzer,49.494949494949495,Offensive,7,0
GNB,1982,0.6111,0.55250883,0.45044777,0.1606522320270538,0.10206106,0.05859116897583,0.1606522320270538,Bart Starr,Bart Starr,90.67142008318478,Other,0,0
GNB,1976,0.3571,0.3007289,0.29402584,0.0630741616249084,0.006703049,0.0563711126804351,0.0630741616249084,Bart Starr,Bart Starr,66.07248960190137,Other,0,0
GNB,1983,0.5,0.46815115,0.45889923,0.0411007702350616,0.009251922,0.0318488478660583,0.0411007702350616,Bart Starr,Bart Starr,59.239453357100416,Other,0,0
GNB,1975,0.2857,0.3208189,0.3202831,-0.0345830851078033,0.00053581595,-0.0351189010620117,-0.0345830851078033,Bart Starr,Bart Starr,33.80867498514558,Other,0,0
GNB,1979,0.3125,0.29713568,0.3533093,-0.0408093035221099,-0.056173623,0.0153643190860748,-0.0408093035221099,Bart Starr,Bart Starr,32.02614379084967,Other,0,0
GNB,1980,0.3438,0.33668703,0.3920593,-0.0482592963695526,-0.055372268,0.0071129715919494,-0.0482592963695526,Bart Starr,Bart Starr,29.590017825311943,Other,0,0
GNB,1981,0.5,0.49089965,0.5786392,-0.0786392092704773,-0.08773956,0.0091003477573394,-0.0786392092704773,Bart Starr,Bart Starr,21.09328579916815,Other,0,0
GNB,1978,0.5312,0.5577807,0.61204,-0.0808399832725524,-0.0542593,-0.0265806830406188,-0.0808399832725524,Bart Starr,Bart Starr,20.43969102792632,Other,0,0
GNB,1977,0.2857,0.35210648,0.37282318,-0.0871231787681579,-0.020716697,-0.0664064817905425,-0.0871231787681579,Bart Starr,Bart Starr,19.0136660724896,Other,0,0
DAL,1991,0.6875,0.5141294,0.4569513,0.2305487096309662,0.05717811,0.1733705997467041,0.2305487096309662,Jimmy Johnson,Jimmy Johnson,97.50445632798576,Offensive,3,0
DAL,1992,0.8125,0.7083389,0.61407113,0.1984288692474365,0.094267786,0.1041610836982727,0.1984288692474365,Jimmy Johnson,Jimmy Johnson,95.30600118835412,Offensive,3,0
MIA,1999,0.5625,0.4884376,0.41789657,0.144603431224823,0.070541024,0.0740624070167541,0.144603431224823,Jimmy Johnson,Jimmy Johnson,88.17587641117053,Offensive,3,0
MIA,1997,0.5625,0.51584256,0.44742534,0.1150746643543243,0.06841722,0.0466574430465698,0.1150746643543243,Jimmy Johnson,Jimmy Johnson,81.87759952465835,Offensive,3,0
DAL,1993,0.75,0.6774559,0.64153016,0.1084698438644409,0.035925746,0.0725440979003906,0.1084698438644409,Jimmy Johnson,Jimmy Johnson,80.33273915626857,Offensive,3,0
DAL,1990,0.4375,0.40305352,0.34768346,0.08981654047966,0.055370063,0.0344464778900146,0.08981654047966,Jimmy Johnson,Jimmy Johnson,75.34165181224004,Offensive,3,0
CIN,1977,0.5714,0.5250574,0.48460123,0.086798770570755,0.040456146,0.0463426245689392,0.086798770570755,Bill Johnson,Bill Johnson,74.33155080213903,Offensive,3,0
MIA,1998,0.625,0.62372524,0.61565125,0.0093487501144409,0.008073986,0.0012747645378112,0.0093487501144409,Jimmy Johnson,Jimmy Johnson,48.84135472370767,Offensive,3,0
CIN,1976,0.7143,0.68808407,0.72568023,-0.0113802320480346,-0.037596166,0.0262159340858459,-0.0113802320480346,Bill Johnson,Bill Johnson,41.830065359477125,Offensive,3,0
CIN,1978,0.25,0.27731946,0.30595082,-0.0559508204460144,-0.02863136,-0.027319461107254,-0.0559508204460144,Bill Johnson,Bill Johnson / Homer Rice,26.856803327391564,Offensive,3,0
MIA,1996,0.5,0.530521,0.5845966,-0.084596574306488,-0.0540756,-0.0305209755897521,-0.084596574306488,Jimmy Johnson,Jimmy Johnson,19.66726084373144,Offensive,3,0
DAL,1989,0.0625,0.12625325,0.16841704,-0.1059170365333557,-0.04216379,-0.0637532472610473,-0.1059170365333557,Jimmy Johnson,Jimmy Johnson,14.854426619132502,Offensive,3,0
BUF,1971,0.0714,0.1603726,0.19079208,-0.1193920837402343,-0.030419484,-0.0889725999593734,-0.1193920837402343,Harvey Johnson,Harvey Johnson,11.58645276292335,Offensive,3,0
NYG,2016,0.6875,0.551576,0.6054536,0.0820463895797729,-0.053877592,0.1359239816665649,0.0820463895797729,Ben McAdoo,Ben McAdoo,72.60843731431966,Offensive,3,0
NYG,2017,0.1875,0.2781304,0.29170698,-0.1042069792747497,-0.013576567,-0.0906304121017456,-0.1042069792747497,Ben McAdoo,Ben McAdoo / Steve Spagnuolo,15.38918597742127,Offensive,3,0
DET,2024,0.8824,0.7019127,0.5874375,0.2949624895095825,0.11447519,0.1804872988700866,0.2949624895095825,Dan Campbell,Dan Campbell,99.64349376114082,Other,0,0
DET,2023,0.7059,0.63877887,0.6000707,0.1058292850494384,0.03870815,0.0671211346626281,0.1058292850494384,Dan Campbell,Dan Campbell,79.56030897207368,Other,0,0
ATL,1976,0.2857,0.24509136,0.27554888,0.0101511246681213,-0.030457512,0.0406086362123489,0.0101511246681213,Marion Campbell,Marion Campbell / Pat Peppler,49.25727866904337,Other,0,0
PHI,1985,0.4375,0.42296126,0.4657104,-0.0282104015350341,-0.042749137,0.0145387351512908,-0.0282104015350341,Marion Campbell,Fred Bruney / Marion Campbell,35.47237076648842,Other,0,0
ATL,1987,0.2,0.226808,0.2509355,-0.0509354948997497,-0.024127498,-0.0268079966306686,-0.0509354948997497,Marion Campbell,Marion Campbell,28.34224598930481,Other,0,0
DET,2022,0.5294,0.5042038,0.5917626,-0.0623626023292541,-0.087558806,0.0251962036132812,-0.0623626023292541,Dan Campbell,Dan Campbell,25.13368983957219,Other,0,0
PHI,1984,0.4062,0.42819655,0.4686956,-0.0624956107616424,-0.04049906,-0.0219965494155883,-0.0624956107616424,Marion Campbell,Marion Campbell,25.074272133095665,Other,0,0
PHI,1983,0.3125,0.3105371,0.40060565,-0.0881056487560272,-0.09006855,0.0019629001617431,-0.0881056487560272,Marion Campbell,Marion Campbell,18.71657754010695,Other,0,0
ATL,1975,0.2857,0.33958283,0.3843139,-0.0986139111995696,-0.04473108,-0.0538828306674957,-0.0986139111995696,Marion Campbell,Marion Campbell,16.87462863933452,Other,0,0
DET,2021,0.2059,0.2793413,0.31543976,-0.109539760684967,-0.03609845,-0.07344131026268,-0.109539760684967,Dan Campbell,Dan Campbell,13.844325609031491,Other,0,0
OTI,1985,0.3125,0.36639735,0.44115403,-0.1286540329456329,-0.07475668,-0.053897351026535,-0.1286540329456329,Hugh Campbell,Hugh Campbell / Jerry Glanville,10.21984551396316,Other,0,0
ATL,1988,0.3125,0.3753878,0.4537715,-0.1412715017795562,-0.078383714,-0.0628877878189086,-0.1412715017795562,Marion Campbell,Marion Campbell,8.318478906714201,Other,0,0
OTI,1984,0.1875,0.36581552,0.38718757,-0.1996875703334808,-0.02137205,-0.17831552028656,-0.1996875703334808,Hugh Campbell,Hugh Campbell,3.5650623885918007,Other,0,0
ATL,1989,0.1875,0.29284266,0.41115162,-0.2236516177654266,-0.11830896,-0.1053426563739776,-0.2236516177654266,Marion Campbell,Jim Hanifan / Marion Campbell,2.43612596553773,Other,0,0
NYG,1974,0.1429,0.16122507,0.22078899,-0.0778889854907989,-0.05956392,-0.0183250655889511,-0.0778889854907989,Bill Arnsparger,Bill Arnsparger,21.21212121212121,Defensive,0,18
NYG,1975,0.3571,0.37225264,0.44338712,-0.0862871209621429,-0.07113448,-0.0151526431083679,-0.0862871209621429,Bill Arnsparger,Bill Arnsparger,19.429590017825312,Defensive,0,18
WAS,1970,0.4286,0.48319027,0.530764,-0.1021639837265014,-0.047573715,-0.0545902682781219,-0.1021639837265014,Bill Austin,Bill Austin,15.983363042186571,Other,0,0
NWE,2007,1.0,0.7475739,0.66084564,0.3391543626785278,0.086728275,0.2524260878562927,0.3391543626785278,Bill Belichick,Bill Belichick,99.8217468805704,Defensive,0,6
NWE,2004,0.875,0.6290495,0.59917706,0.2758229374885559,0.029872417,0.2459505200386047,0.2758229374885559,Bill Belichick,Bill Belichick,99.16815210932856,Defensive,0,6
NWE,2017,0.8125,0.596908,0.5715738,0.2409262061119079,0.02533418,0.2155920267105102,0.2409262061119079,Bill Belichick,Bill Belichick,98.15805109922758,Defensive,0,6
NWE,2013,0.75,0.5691867,0.5108464,0.2391536235809326,0.05834031,0.1808133125305175,0.2391536235809326,Bill Belichick,Bill Belichick,97.97979797979798,Defensive,0,6
NWE,2010,0.875,0.7444483,0.6406077,0.2343922853469848,0.10384059,0.1305516958236694,0.2343922853469848,Bill Belichick,Bill Belichick,97.8015448603684,Defensive,0,6
NWE,2016,0.875,0.7583496,0.6615824,0.2134175896644592,0.09676719,0.1166504025459289,0.2134175896644592,Bill Belichick,Bill Belichick,96.55377302436123,Defensive,0,6
CLE,1994,0.6875,0.4996509,0.50140387,0.1860961318016052,-0.0017529726,0.1878491044044494,0.1860961318016052,Bill Belichick,Bill Belichick,93.99881164587048,Defensive,0,6
NWE,2015,0.75,0.61640084,0.5722515,0.1777485013008117,0.04414934,0.1335991621017456,0.1777485013008117,Bill Belichick,Bill Belichick,93.10754604872253,Defensive,0,6
