No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
56,Dante Fowler,25,LOLB,16,14,261,6-3,Florida,8/3/1994,3,7,Jacksonville Jaguars / 1st / 3rd pick /2015,"$1,000,000",RAM,2019,2025-08-15 14:29:35
97,Morgan Fox,25,DB,16,3,275,6-3,Colorado State-Pueblo,9/12/1994,3,2,,"$645,000",RAM,2019,2025-08-15 14:29:35
91,Greg Gaines,23,DT,10,0,312,6-1,Washington,5/6/1996,Rook,1,Los Angeles Rams / 4th / 134th pick /2019,"$495,000",RAM,2019,2025-08-15 14:29:35
39,Jake Gervase,24,DB,2,0,212,6-1,Iowa,9/18/1995,Rook,0,,,RAM,2019,2025-08-15 14:29:35
16,Jared Goff,25,QB,16,16,217,6-4,California,10/14/1994,3,12,Los Angeles Rams / 1st / 1st pick /2016,"$4,259,683",RAM,2019,2025-08-15 14:29:35
30,Todd Gurley,25,RB,15,15,224,6-1,Georgia,8/3/1994,4,6,St. Louis Rams / 1st / 10th pick /2015,"$5,000,000",RAM,2019,2025-08-15 14:29:35
54,Bryce Hager,27,LB,5,4,237,6-1,Baylor,5/4/1992,4,1,St. Louis Rams / 7th / 224th pick /2015,"$805,000",RAM,2019,2025-08-15 14:29:35
79,Rob Havenstein,27,RT,9,9,323,6-8,Wisconsin,5/13/1992,4,5,St. Louis Rams / 2nd / 57th pick /2015,"$2,500,000",RAM,2019,2025-08-15 14:29:35
6,Johnny Hekker,29,P,16,0,225,6-5,Oregon St.,2/8/1990,7,3,,"$3,250,000",RAM,2019,2025-08-15 14:29:35
27,Darrell Henderson,22,RB,13,0,208,5-8,Memphis,8/19/1997,Rook,1,Los Angeles Rams / 3rd / 70th pick /2019,"$495,000",RAM,2019,2025-08-15 14:29:35
89,Tyler Higbee,26,TE,15,15,255,6-6,Western Kentucky,1/1/1993,3,6,Los Angeles Rams / 4th / 110th pick /2016,"$2,025,000",RAM,2019,2025-08-15 14:29:35
20,Troy Hill,28,LCB,14,9,182,5-10,Oregon,8/29/1991,4,5,,"$2,025,000",RAM,2019,2025-08-15 14:29:35
48,Travin Howard,23,LB,16,0,219,6-1,"TCU,Ohio St.",5/10/1996,1,1,Los Angeles Rams / 7th / 231st pick /2018,"$495,000",RAM,2019,2025-08-15 14:29:35
43,John Johnson,24,SS,6,5,204,6-0,Boston Col.,12/19/1995,2,3,Los Angeles Rams / 3rd / 91st pick /2017,"$677,000",RAM,2019,2025-08-15 14:29:35
69,Sebastian Joseph-Day,24,NT,16,15,310,6-4,Rutgers,3/21/1995,1,6,Los Angeles Rams / 6th / 195th pick /2018,"$570,000",RAM,2019,2025-08-15 14:29:35
42,John Kelly,23,RB,4,0,205,5-10,Tennessee,10/4/1996,1,0,Los Angeles Rams / 6th / 176th pick /2018,"$570,000",RAM,2019,2025-08-15 14:29:35
18,Cooper Kupp,26,WR,16,14,205,6-1,Eastern Washington,6/15/1993,2,9,Los Angeles Rams / 3rd / 69th pick /2017,"$811,000",RAM,2019,2025-08-15 14:29:35
58,Cory Littleton,26,RILB,16,16,225,6-3,Washington,11/18/1993,3,8,,"$3,095,000",RAM,2019,2025-08-15 14:29:35
25,David Long,21,DB,8,0,196,5-11,Michigan,2/6/1998,Rook,1,Los Angeles Rams / 3rd / 79th pick /2019,"$495,000",RAM,2019,2025-08-15 14:29:35
52,Clay Matthews,33,LILB,13,13,255,6-3,USC,5/14/1986,10,5,Green Bay Packers / 1st / 26th pick /2009,"$3,000,000",RAM,2019,2025-08-15 14:29:35
44,Jake McQuaide,32,LS,16,0,247,6-2,Ohio St.,12/7/1987,8,1,,"$930,000",RAM,2019,2025-08-15 14:29:35
82,Johnny Mundt,25,TE,13,2,243,6-4,Oregon,11/23/1994,2,0,,"$570,000",RAM,2019,2025-08-15 14:29:35
19,Jojo Natson,25,WR,12,0,153,5-7,"Utah St.,Akron",2/1/1994,2,0,,"$645,000",RAM,2019,2025-08-15 14:29:35
70,Joseph Noteboom,24,LG,6,6,321,6-5,TCU,6/19/1995,1,3,Los Angeles Rams / 3rd / 89th pick /2018,"$626,626",RAM,2019,2025-08-15 14:29:35
45,Ogbonnia Okoronkwo,24,LB,10,0,253,6-2,Oklahoma,4/24/1995,1,1,Los Angeles Rams / 5th / 160th pick /2018,"$570,000",RAM,2019,2025-08-15 14:29:35
57,Natrez Patrick,22,LB,12,0,242,6-3,Georgia,7/9/1997,Rook,1,,"$495,000",RAM,2019,2025-08-15 14:29:35
22,Marcus Peters,26,LCB,6,6,197,6-0,Washington,1/9/1993,4,4,Kansas City Chiefs / 1st / 18th pick /2015,"$9,069,000",RAM,2019,2025-08-15 14:29:35
20,Jalen Ramsey,25,RCB,9,8,211,6-1,Florida St.,10/24/1994,3,8,Jacksonville Jaguars / 1st / 5th pick /2016,,RAM,2019,2025-08-15 14:29:35
24,Taylor Rapp,22,SS,15,10,208,6-0,Washington,12/22/1997,Rook,6,Los Angeles Rams / 2nd / 61st pick /2019,"$495,000",RAM,2019,2025-08-15 14:29:35
51,Troy Reeder,25,LB,16,8,236,6-3,"Penn St.,Delaware",9/13/1994,Rook,4,,"$495,000",RAM,2019,2025-08-15 14:29:35
83,Josh Reynolds,24,WR,16,2,192,6-3,Texas A&M,2/16/1995,2,3,Los Angeles Rams / 4th / 117th pick /2017,"$645,000",RAM,2019,2025-08-15 14:29:35
23,Nickell Robey-Coleman,27,DB,16,3,180,5-8,USC,1/17/1992,6,2,,"$3,300,000",RAM,2019,2025-08-15 14:29:35
33,Nick Scott,24,DB,16,0,200,5-11,Penn St.,5/17/1995,Rook,1,Los Angeles Rams / 7th / 243rd pick /2019,"$495,000",RAM,2019,2025-08-15 14:29:35
65,Coleman Shelton,24,C,11,0,285,6-5,Washington,7/28/1995,1,1,,,RAM,2019,2025-08-15 14:29:35
92,Tanzel Smart,25,DT,13,0,295,6-1,Tulane,11/6/1994,2,1,Los Angeles Rams / 6th / 189th pick /2017,"$645,000",RAM,2019,2025-08-15 14:29:35
21,Aqib Talib,33,RCB,5,5,209,6-1,Kansas,2/13/1986,11,2,Tampa Bay Buccaneers / 1st / 20th pick /2008,"$8,000,000",RAM,2019,2025-08-15 14:29:35
88,Mike Thomas,25,WR,16,0,189,6-1,Southern Miss,8/16/1994,3,0,Los Angeles Rams / 6th / 206th pick /2016,"$720,000",RAM,2019,2025-08-15 14:29:35
14,Nsimba Webster,23,WR,5,0,180,5-10,Eastern Washington,1/27/1996,Rook,0,,"$495,000",RAM,2019,2025-08-15 14:29:35
32,Eric Weddle,34,FS,16,16,195,5-11,Utah,1/4/1985,12,7,San Diego Chargers / 2nd / 37th pick /2007,"$4,250,524",RAM,2019,2025-08-15 14:29:35
77,Andrew Whitworth,38,LT,16,16,330,6-7,LSU,12/12/1981,13,8,Cincinnati Bengals / 2nd / 55th pick /2006,"$10,250,000",RAM,2019,2025-08-15 14:29:35
31,Darious Williams,26,DB,12,3,192,5-9,Ala-Birmingham,3/15/1993,1,3,,"$570,000",RAM,2019,2025-08-15 14:29:35
17,Robert Woods,27,WR,15,15,190,6-0,USC,4/10/1992,6,9,Buffalo Bills / 2nd / 41st pick /2013,"$6,000,000",RAM,2019,2025-08-15 14:29:35
41,Kenny Young,25,LB,9,0,234,6-1,UCLA,11/15/1994,1,1,Baltimore Ravens / 4th / 122nd pick /2018,,RAM,2019,2025-08-15 14:29:35
4,Greg Zuerlein,32,K,16,0,195,6-0,"Nebraska-Omaha,Missouri Western St.",12/27/1987,7,2,St. Louis Rams / 6th / 171st pick /2012,"$2,325,000",RAM,2019,2025-08-15 14:29:35
