No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
57,Natrez Patrick,23,LB,13,0,242,6-3,Georgia,7/9/1997,1,1,,"$595,588",RAM,2020,2025-08-15 14:29:44
95,Jachai Polite,23,LB,11,0,258,6-3,Florida,3/30/1997,1,1,New York Jets / 3rd / 68th pick /2019,"$610,000",RAM,2020,2025-08-15 14:29:44
20,Jalen Ramsey,26,RCB,15,15,211,6-1,Florida St.,10/24/1994,4,16,Jacksonville Jaguars / 1st / 5th pick /2016,"$1,203,000",RAM,2020,2025-08-15 14:29:44
24,Taylor Rapp,23,SS,9,5,208,6-0,Washington,12/22/1997,1,2,Los Angeles Rams / 2nd / 61st pick /2019,"$707,441",RAM,2020,2025-08-15 14:29:44
36,J.R. Reed,24,S,7,0,194,6-1,"Tulsa,Georgia",3/11/1996,Rook,0,,,RAM,2020,2025-08-15 14:29:44
51,Troy Reeder,26,LILB,16,7,236,6-3,"Penn St.,Delaware",9/13/1994,1,5,,"$675,000",RAM,2020,2025-08-15 14:29:44
11,Josh Reynolds,25,WR,16,13,192,6-3,Texas A&M,2/16/1995,3,4,Los Angeles Rams / 4th / 117th pick /2017,"$2,133,000",RAM,2020,2025-08-15 14:29:44
49,Derek Rivers,26,DE,5,0,250,6-5,Youngstown St.,5/9/1994,2,1,New England Patriots / 3rd / 83rd pick /2017,"$825,000",RAM,2020,2025-08-15 14:29:44
94,A'Shawn Robinson,25,DT,8,0,320,6-3,Alabama,3/21/1995,4,1,Detroit Lions / 2nd / 46th pick /2016,"$523,529",RAM,2020,2025-08-15 14:29:44
33,Nick Scott,25,DB,15,0,200,5-11,Penn St.,5/17/1995,1,1,Los Angeles Rams / 7th / 243rd pick /2019,"$675,000",RAM,2020,2025-08-15 14:29:44
65,Coleman Shelton,25,C,15,0,285,6-5,Washington,7/28/1995,1,1,,"$675,000",RAM,2020,2025-08-15 14:29:44
1,Sam Sloman,23,K,7,0,205,5-8,Miami (OH),9/19/1997,Rook,0,Los Angeles Rams / 7th / 248th pick /2020,"$610,000",RAM,2020,2025-08-15 14:29:44
14,Nsimba Webster,24,WR,16,0,180,5-10,Eastern Washington,1/27/1996,1,0,,"$675,000",RAM,2020,2025-08-15 14:29:44
77,Andrew Whitworth,39,LT,9,9,330,6-7,LSU,12/12/1981,14,4,Cincinnati Bengals / 2nd / 55th pick /2006,"$5,000,000",RAM,2020,2025-08-15 14:29:44
31,Darious Williams,27,DB,16,10,192,5-9,Ala-Birmingham,3/15/1993,2,5,,"$750,000",RAM,2020,2025-08-15 14:29:44
9,John Wolford,25,QB,1,1,218,6-1,Wake Forest,10/16/1995,1,1,,"$610,000",RAM,2020,2025-08-15 14:29:44
17,Robert Woods,28,WR,16,16,190,6-0,USC,4/10/1992,7,7,Buffalo Bills / 2nd / 41st pick /2013,"$5,000,000",RAM,2020,2025-08-15 14:29:44
41,Kenny Young,26,RILB,16,6,234,6-1,UCLA,11/15/1994,2,6,Baltimore Ravens / 4th / 122nd pick /2018,"$750,000",RAM,2020,2025-08-15 14:29:44
