Team,Position_Group,First_Year,Last_Year,Years_Analyzed,Avg_Players_Year1,Avg_Players_Year2,Avg_Retention_Rate_Pct,Avg_Departure_Rate_Pct,Avg_New_Player_Rate_Pct,Avg_Net_Change,Source_File,Combined_Date,Files_Combined
CIN,DB,2011,2023,13,9.31,9.38,57.78,42.22,42.16,0.08,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CIN,DL,2011,2023,13,6.31,6.69,41.54,58.46,62.99,0.38,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CIN,LB,2011,2023,13,6.23,6.23,44.75,55.25,55.37,0.0,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CIN,OL,2011,2023,13,5.46,5.69,44.96,55.04,57.41,0.23,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CIN,OTHER,2011,2023,13,13.15,13.0,49.42,50.58,43.71,-0.15,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CIN,QB,2011,2023,13,2.15,2.15,67.95,32.05,29.49,0.0,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CIN,RB,2011,2023,13,5.0,5.0,68.1,31.9,31.37,0.0,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CIN,ST,2011,2023,13,2.92,3.08,72.31,27.69,31.54,0.15,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CIN,TE,2011,2023,13,5.08,5.23,70.04,29.96,32.27,0.15,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CIN,WR,2011,2023,13,7.31,7.38,65.29,34.71,35.22,0.08,cin_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,DB,2011,2023,13,10.54,10.92,40.89,59.11,60.3,0.38,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,DL,2011,2023,13,7.69,8.15,31.55,68.45,71.18,0.46,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,LB,2011,2023,13,5.77,5.85,30.39,69.61,70.56,0.08,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,OL,2011,2023,13,5.85,6.15,39.23,60.77,61.49,0.31,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,OTHER,2011,2023,13,12.92,12.85,48.46,51.54,51.21,-0.08,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,QB,2011,2023,13,3.08,3.23,38.2,61.8,66.15,0.15,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,RB,2011,2023,13,5.54,5.46,52.25,47.75,48.63,-0.08,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,ST,2011,2023,13,3.77,3.77,53.72,46.28,50.51,0.0,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,TE,2011,2023,13,4.31,4.31,46.67,53.33,52.56,0.0,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLE,WR,2011,2023,13,8.15,8.54,46.88,53.12,55.97,0.38,cle_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,DB,2011,2023,13,11.38,11.46,42.34,57.66,60.19,0.08,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,DL,2011,2023,13,7.08,7.23,32.43,67.57,67.96,0.15,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,LB,2011,2023,13,8.08,7.85,41.43,58.57,58.48,-0.23,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,OL,2011,2023,13,6.23,6.31,29.5,70.5,65.26,0.08,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,OTHER,2011,2023,13,13.15,12.77,45.28,54.72,53.91,-0.38,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,QB,2011,2023,13,2.46,2.38,47.69,52.31,57.18,-0.08,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,RB,2011,2023,13,6.0,5.77,54.62,45.38,44.49,-0.23,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,ST,2011,2023,13,3.0,3.08,73.08,26.92,30.77,0.08,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,TE,2011,2023,13,4.38,4.31,54.87,45.13,42.82,-0.08,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CLT,WR,2011,2023,13,7.54,7.69,50.97,49.03,50.75,0.15,clt_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,DB,2011,2023,13,10.23,10.38,45.84,54.16,54.4,0.15,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,DL,2011,2023,13,7.38,7.69,40.19,59.81,60.32,0.31,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,LB,2011,2023,13,6.77,7.31,35.67,64.33,60.85,0.54,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,OL,2011,2023,13,6.31,6.77,25.35,74.65,75.73,0.46,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,OTHER,2011,2023,13,13.08,12.69,41.63,58.37,55.49,-0.38,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,QB,2011,2023,13,2.77,2.69,55.77,44.23,50.64,-0.08,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,RB,2011,2023,13,5.69,5.69,54.31,45.69,48.45,0.0,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,ST,2011,2023,13,4.23,4.31,64.51,35.49,36.83,0.08,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,TE,2011,2023,13,4.54,4.54,53.08,46.92,50.0,0.0,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
CRD,WR,2011,2023,13,7.46,7.46,55.81,44.19,44.83,0.0,crd_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,DB,2011,2023,13,10.77,11.08,51.97,48.03,49.84,0.31,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,DL,2011,2023,13,9.23,9.46,34.93,65.07,66.79,0.23,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,LB,2011,2023,13,5.92,6.08,43.86,56.14,58.71,0.15,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,OL,2011,2023,13,5.54,5.62,39.6,60.4,58.56,0.08,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,OTHER,2011,2023,13,12.46,12.23,46.19,46.12,45.53,-0.23,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,QB,2011,2023,13,2.46,2.46,70.51,29.49,32.69,0.0,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,RB,2011,2023,13,5.15,4.92,55.28,44.72,41.83,-0.23,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,ST,2011,2023,13,2.85,2.77,68.59,31.41,31.41,-0.08,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,TE,2011,2023,13,3.92,3.92,64.62,35.38,35.13,0.0,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DAL,WR,2011,2023,13,7.08,7.23,65.54,34.46,36.63,0.15,dal_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,DB,2011,2023,13,10.23,10.38,54.15,45.85,47.89,0.15,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,DL,2011,2023,13,6.38,6.23,28.97,71.03,68.68,-0.15,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,LB,2011,2023,13,6.38,6.85,28.19,71.81,72.35,0.46,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,OL,2011,2023,13,5.54,5.77,32.11,67.89,69.92,0.23,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,OTHER,2011,2023,13,13.31,13.23,44.69,47.61,48.78,-0.08,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,QB,2011,2023,13,2.38,2.38,51.28,48.72,51.28,0.0,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,RB,2011,2023,13,5.0,5.08,54.68,45.32,48.65,0.08,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,ST,2011,2023,13,3.31,3.31,67.95,32.05,30.13,0.0,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,TE,2011,2023,13,4.77,4.69,52.05,47.95,46.79,-0.08,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DEN,WR,2011,2023,13,7.54,7.46,57.59,42.41,42.49,-0.08,den_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,DB,2011,2023,13,12.62,12.69,44.58,55.42,56.23,0.08,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,DL,2011,2023,13,7.77,8.23,27.76,72.24,75.46,0.46,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,LB,2011,2023,13,6.77,7.31,47.89,52.11,55.48,0.54,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,OL,2011,2023,13,6.0,6.31,44.89,55.11,60.29,0.31,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,OTHER,2011,2023,13,12.85,12.85,43.52,56.48,50.47,0.0,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,QB,2011,2023,13,2.08,2.15,67.95,32.05,34.62,0.08,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,RB,2011,2023,13,6.0,5.77,44.98,55.02,51.98,-0.23,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,ST,2011,2023,13,4.0,3.85,60.9,39.1,36.28,-0.15,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,TE,2011,2023,13,4.69,4.85,43.59,56.41,59.36,0.15,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
DET,WR,2011,2023,13,7.31,7.54,48.29,51.71,53.47,0.23,det_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,DB,2011,2023,13,10.69,10.92,54.3,45.7,47.4,0.23,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,DL,2011,2023,13,6.0,6.31,43.15,56.85,59.12,0.31,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,LB,2011,2023,13,6.08,5.69,42.92,57.08,59.37,-0.38,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,OL,2011,2023,13,5.15,5.38,42.54,57.46,59.67,0.23,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,OTHER,2011,2023,13,13.15,13.08,50.87,49.13,46.36,-0.08,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,QB,2011,2023,13,2.31,2.31,57.69,42.31,40.38,0.0,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,RB,2011,2023,13,5.85,5.85,55.69,44.31,46.43,0.0,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,ST,2011,2023,13,2.85,3.0,66.67,33.33,38.46,0.15,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,TE,2011,2023,13,4.46,4.38,56.92,43.08,39.87,-0.08,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
GNB,WR,2011,2023,13,7.38,7.46,62.66,37.34,37.83,0.08,gnb_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,DB,2011,2023,13,11.77,11.92,41.65,58.35,58.73,0.15,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,DL,2011,2023,13,6.85,7.15,37.96,62.04,60.19,0.31,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,LB,2011,2023,13,6.38,6.77,36.83,63.17,62.83,0.38,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,OL,2011,2023,13,6.23,6.31,36.96,63.04,62.87,0.08,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,OTHER,2011,2023,13,13.31,13.15,48.05,51.95,52.02,-0.15,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,QB,2011,2023,13,3.0,2.85,46.15,53.85,51.03,-0.15,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,RB,2011,2023,13,6.15,6.23,48.5,51.5,53.42,0.08,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,ST,2011,2023,13,3.54,3.46,69.87,30.13,29.49,-0.08,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,TE,2011,2023,13,4.15,4.31,56.94,43.06,46.19,0.15,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
HTX,WR,2011,2023,13,7.85,7.92,49.51,50.49,50.92,0.08,htx_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,DB,2011,2023,13,10.92,10.77,41.5,58.5,58.93,-0.15,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,DL,2011,2023,13,6.31,6.38,27.09,72.91,72.23,0.08,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,LB,2011,2023,13,7.38,7.46,35.9,64.1,67.63,0.08,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,OL,2011,2023,13,6.31,6.46,46.41,53.59,57.08,0.15,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,OTHER,2011,2023,13,13.08,12.77,42.09,57.91,50.45,-0.31,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,QB,2011,2023,13,2.08,2.08,60.26,39.74,42.31,0.0,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,RB,2011,2023,13,5.85,5.69,43.25,56.75,56.81,-0.15,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,ST,2011,2023,13,3.77,3.77,58.33,41.67,43.97,0.0,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,TE,2011,2023,13,4.69,4.54,44.69,55.31,53.06,-0.15,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
JAX,WR,2011,2023,13,8.92,9.0,42.82,57.18,59.67,0.08,jax_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,DB,2011,2023,13,9.38,9.46,45.31,54.69,55.24,0.08,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,DL,2011,2023,13,7.08,7.31,38.04,61.96,63.12,0.23,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,LB,2011,2023,13,5.92,6.08,42.67,57.33,61.3,0.15,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,OL,2011,2023,13,5.15,5.38,34.1,65.9,70.24,0.23,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,OTHER,2011,2023,13,13.38,13.31,47.62,44.69,44.11,-0.08,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,QB,2011,2023,13,2.15,2.15,58.97,41.03,41.03,0.0,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,RB,2011,2023,13,5.85,5.85,57.25,42.75,44.03,0.0,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,ST,2011,2023,13,3.08,3.31,82.95,17.05,21.67,0.23,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,TE,2011,2023,13,3.85,4.15,49.62,50.38,48.06,0.31,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
KAN,WR,2011,2023,13,7.15,7.38,56.83,43.17,45.0,0.23,kan_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,DB,2011,2023,13,12.0,12.0,42.57,57.43,56.82,0.0,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,DL,2011,2023,13,6.92,6.69,26.97,73.03,74.82,-0.23,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,LB,2011,2023,13,5.62,6.15,36.96,63.04,67.2,0.54,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,OL,2011,2023,13,5.85,6.08,29.43,70.57,73.42,0.23,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,OTHER,2011,2023,13,13.77,13.69,44.16,55.84,50.86,-0.08,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,QB,2011,2023,13,2.38,2.46,51.28,48.72,50.64,0.08,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,RB,2011,2023,13,6.23,6.08,44.98,55.02,52.94,-0.15,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,ST,2011,2023,13,3.15,3.38,68.59,31.41,34.52,0.23,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,TE,2011,2023,13,4.31,4.38,51.79,48.21,48.72,0.08,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIA,WR,2011,2023,13,7.69,7.92,51.13,48.87,51.44,0.23,mia_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,DB,2011,2023,13,10.15,10.15,59.4,40.6,41.52,0.0,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,DL,2011,2023,13,5.62,5.62,35.61,64.39,66.49,0.0,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,LB,2011,2023,13,6.23,6.46,42.8,57.2,59.43,0.23,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,OL,2011,2023,13,5.46,5.77,39.13,60.87,65.11,0.31,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,OTHER,2011,2023,13,12.77,12.62,44.8,55.2,46.57,-0.15,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,QB,2011,2023,13,2.38,2.31,55.77,44.23,48.72,-0.08,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,RB,2011,2023,13,5.46,5.62,72.07,27.93,31.51,0.15,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,ST,2011,2023,13,3.31,3.38,65.39,34.61,37.31,0.08,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,TE,2011,2023,13,3.92,4.0,62.69,37.31,38.97,0.08,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
MIN,WR,2011,2023,13,6.69,6.62,57.87,42.13,41.07,-0.08,min_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,DB,2011,2023,13,10.31,10.85,44.26,55.74,58.23,0.54,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,DL,2011,2023,13,7.31,7.38,35.29,64.71,63.47,0.08,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,LB,2011,2023,13,6.38,6.54,43.84,56.16,56.55,0.15,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,OL,2011,2023,13,5.77,6.08,33.97,66.03,68.97,0.31,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,OTHER,2011,2023,13,12.69,12.54,52.44,47.56,47.12,-0.15,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,QB,2011,2023,13,2.31,2.38,67.31,32.69,33.33,0.08,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,RB,2011,2023,13,6.85,6.85,58.36,41.64,42.12,0.0,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,ST,2011,2023,13,3.46,3.46,67.82,32.18,30.9,0.0,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,TE,2011,2023,13,3.92,3.92,55.77,44.23,43.97,0.0,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NOR,WR,2011,2023,13,8.23,8.54,53.46,46.54,49.43,0.31,nor_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,DB,2011,2023,13,10.85,10.85,56.64,43.36,44.21,0.0,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,DL,2011,2023,13,7.23,7.08,27.29,72.71,74.2,-0.15,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,LB,2011,2023,13,6.15,6.54,31.96,68.04,71.39,0.38,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,OL,2011,2023,13,5.54,5.92,44.47,55.53,56.01,0.38,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,OTHER,2011,2023,13,13.15,12.92,45.32,54.68,52.36,-0.23,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,QB,2011,2023,13,2.23,2.31,64.1,35.9,39.74,0.08,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,RB,2011,2023,13,6.0,5.85,56.26,43.74,42.01,-0.15,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,ST,2011,2023,13,3.46,3.54,79.49,20.51,23.08,0.08,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,TE,2011,2023,13,4.23,4.38,40.13,59.87,59.62,0.15,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NWE,WR,2011,2023,13,8.0,8.08,50.86,49.14,50.35,0.08,nwe_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NYG,DB,2011,2023,13,10.92,11.31,34.3,65.7,66.66,0.38,nyg_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NYG,DL,2011,2023,13,6.69,6.85,27.21,72.79,75.02,0.15,nyg_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NYG,LB,2011,2023,13,7.92,8.23,39.9,60.1,64.05,0.31,nyg_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NYG,OL,2011,2023,13,6.15,6.38,33.62,66.38,67.94,0.23,nyg_roster_turnover_summary.csv,2025-08-15 16:43:28,32
NYG,OTHER,2011,2023,13,13.23,13.23,41.21,58.79,52.54,0.0,nyg_roster_turnover_summary.csv,2025-08-15 16:43:28,32
