Team,Year,split,Primary_Coach
CHI,1970,train,
CHI,1971,train,
CHI,1972,train,
CHI,1973,train,
CHI,1974,train,
CHI,1975,train,
CHI,1976,train,
CHI,1977,train,
CHI,1978,train,
CHI,1979,train,
CHI,1980,train,
CHI,1981,train,
CHI,1982,train,
CHI,1983,train,
CHI,1984,train,
CHI,1985,train,
CHI,1986,train,
CHI,1987,train,
CHI,1988,train,
CHI,1989,train,
CHI,1990,train,
CHI,1991,train,
CHI,1992,train,
CHI,1993,train,
CHI,1994,train,
CHI,1995,train,
CHI,1996,train,
CHI,1997,train,
CHI,1998,train,
CHI,1999,train,
CHI,2000,train,
CHI,2001,train,
CHI,2002,train,
CHI,2003,train,
CHI,2004,train,
CHI,2005,train,
CHI,2006,train,
CHI,2007,train,
CHI,2008,train,
CHI,2009,train,
CHI,2010,train,
CHI,2011,train,
CHI,2012,train,
CHI,2013,train,
CHI,2014,train,
CHI,2015,test,
CHI,2016,test,
CHI,2017,test,
CHI,2018,test,
CHI,2019,test,
CHI,2020,test,
CHI,2021,test,
CHI,2022,test,
CHI,2023,test,
CHI,2024,test,
CIN,1970,train,
CIN,1971,train,
CIN,1972,train,
CIN,1973,train,
CIN,1974,train,
CIN,1975,train,
CIN,1976,train,
CIN,1977,train,
CIN,1978,train,
CIN,1979,train,
CIN,1980,train,
CIN,1981,train,
CIN,1982,train,
CIN,1983,train,
CIN,1984,train,
CIN,1985,train,
CIN,1986,train,
CIN,1987,train,
CIN,1988,train,
CIN,1989,train,
CIN,1990,train,
CIN,1991,train,
CIN,1992,train,
CIN,1993,train,
CIN,1994,train,
CIN,1995,train,
CIN,1996,train,
CIN,1997,train,
CIN,1998,train,
CIN,1999,train,
CIN,2000,train,
CIN,2001,train,
CIN,2002,train,
CIN,2003,train,
CIN,2004,train,
CIN,2005,train,
CIN,2006,train,
CIN,2007,train,
CIN,2008,train,
CIN,2009,train,
CIN,2010,train,
CIN,2011,train,
CIN,2012,train,
CIN,2013,train,
CIN,2014,train,
CIN,2015,test,
CIN,2016,test,
CIN,2017,test,
CIN,2018,test,
CIN,2019,test,
CIN,2020,test,
CIN,2021,test,
CIN,2022,test,
CIN,2023,test,
CIN,2024,test,
CLE,1970,train,
CLE,1971,train,
CLE,1972,train,
CLE,1973,train,
CLE,1974,train,
CLE,1975,train,
CLE,1976,train,
CLE,1977,train,
CLE,1978,train,
CLE,1979,train,
CLE,1980,train,
CLE,1981,train,
CLE,1982,train,
CLE,1983,train,
CLE,1984,train,
CLE,1985,train,
CLE,1986,train,
CLE,1987,train,
CLE,1988,train,
CLE,1989,train,
CLE,1990,train,
CLE,1991,train,
CLE,1992,train,
CLE,1993,train,
CLE,1994,train,
CLE,1995,train,
CLE,1999,train,
CLE,2000,train,
CLE,2001,train,
CLE,2002,train,
CLE,2003,train,
CLE,2004,train,
CLE,2005,train,
CLE,2006,train,
CLE,2007,train,
CLE,2008,train,
CLE,2009,train,
CLE,2010,train,
CLE,2011,train,
CLE,2012,train,
CLE,2013,train,
CLE,2014,train,
CLE,2015,test,
CLE,2016,test,
CLE,2017,test,
CLE,2018,test,
CLE,2019,test,
CLE,2020,test,
CLE,2021,test,
CLE,2022,test,
CLE,2023,test,
CLE,2024,test,
CLT,1970,train,
CLT,1971,train,
CLT,1972,train,
CLT,1973,train,
CLT,1974,train,
CLT,1975,train,
CLT,1976,train,
CLT,1977,train,
CLT,1978,train,
CLT,1979,train,
CLT,1980,train,
CLT,1981,train,
CLT,1982,train,
CLT,1983,train,
CLT,1984,train,
CLT,1985,train,
CLT,1986,train,
CLT,1987,train,
CLT,1988,train,
CLT,1989,train,
CLT,1990,train,
CLT,1991,train,
CLT,1992,train,
CLT,1993,train,
CLT,1994,train,
CLT,1995,train,
CLT,1996,train,
CLT,1997,train,
CLT,1998,train,
CLT,1999,train,
CLT,2000,train,
CLT,2001,train,
CLT,2002,train,
CLT,2003,train,
CLT,2004,train,
CLT,2005,train,
CLT,2006,train,
CLT,2007,train,
CLT,2008,train,
CLT,2009,train,
CLT,2010,train,
CLT,2011,train,
CLT,2012,train,
CLT,2013,train,
CLT,2014,train,
CLT,2015,test,
CLT,2016,test,
CLT,2017,test,
CLT,2018,test,
CLT,2019,test,
CLT,2020,test,
CLT,2021,test,
CLT,2022,test,
CLT,2023,test,
CLT,2024,test,
CRD,1970,train,
CRD,1971,train,
CRD,1972,train,
CRD,1973,train,
CRD,1974,train,
CRD,1975,train,
CRD,1976,train,
CRD,1977,train,
CRD,1978,train,
CRD,1979,train,
CRD,1980,train,
CRD,1981,train,
CRD,1982,train,
CRD,1983,train,
CRD,1984,train,
CRD,1985,train,
CRD,1986,train,
CRD,1987,train,
CRD,1988,train,
CRD,1989,train,
CRD,1990,train,
CRD,1991,train,
CRD,1992,train,
CRD,1993,train,
CRD,1994,train,
CRD,1995,train,
CRD,1996,train,
CRD,1997,train,
CRD,1998,train,
CRD,1999,train,
CRD,2000,train,
CRD,2001,train,
CRD,2002,train,
CRD,2003,train,
CRD,2004,train,
CRD,2005,train,
CRD,2006,train,
CRD,2007,train,
CRD,2008,train,
CRD,2009,train,
CRD,2010,train,
CRD,2011,train,
CRD,2012,train,
CRD,2013,train,
CRD,2014,train,
CRD,2015,test,
CRD,2016,test,
CRD,2017,test,
CRD,2018,test,
CRD,2019,test,
CRD,2020,test,
CRD,2021,test,
CRD,2022,test,
CRD,2023,test,
CRD,2024,test,
DAL,1970,train,
DAL,1971,train,
DAL,1972,train,
DAL,1973,train,
DAL,1974,train,
DAL,1975,train,
DAL,1976,train,
DAL,1977,train,
DAL,1978,train,
DAL,1979,train,
DAL,1980,train,
DAL,1981,train,
DAL,1982,train,
DAL,1983,train,
DAL,1984,train,
DAL,1985,train,
DAL,1986,train,
DAL,1987,train,
DAL,1988,train,
DAL,1989,train,
DAL,1990,train,
DAL,1991,train,
DAL,1992,train,
DAL,1993,train,
DAL,1994,train,
DAL,1995,train,
DAL,1996,train,
DAL,1997,train,
DAL,1998,train,
DAL,1999,train,
DAL,2000,train,
DAL,2001,train,
DAL,2002,train,
DAL,2003,train,
DAL,2004,train,
DAL,2005,train,
DAL,2006,train,
DAL,2007,train,
DAL,2008,train,
DAL,2009,train,
DAL,2010,train,
DAL,2011,train,
DAL,2012,train,
DAL,2013,train,
DAL,2014,train,
DAL,2015,test,
DAL,2016,test,
DAL,2017,test,
DAL,2018,test,
DAL,2019,test,
DAL,2020,test,
DAL,2021,test,
DAL,2022,test,
DAL,2023,test,
DAL,2024,test,
DEN,1970,train,
DEN,1971,train,
DEN,1972,train,
DEN,1973,train,
DEN,1974,train,
DEN,1975,train,
DEN,1976,train,
DEN,1977,train,
DEN,1978,train,
DEN,1979,train,
DEN,1980,train,
DEN,1981,train,
DEN,1982,train,
DEN,1983,train,
DEN,1984,train,
DEN,1985,train,
DEN,1986,train,
DEN,1987,train,
DEN,1988,train,
DEN,1989,train,
DEN,1990,train,
DEN,1991,train,
DEN,1992,train,
DEN,1993,train,
DEN,1994,train,
DEN,1995,train,
DEN,1996,train,
DEN,1997,train,
DEN,1998,train,
DEN,1999,train,
DEN,2000,train,
DEN,2001,train,
DEN,2002,train,
DEN,2003,train,
DEN,2004,train,
DEN,2005,train,
DEN,2006,train,
DEN,2007,train,
DEN,2008,train,
DEN,2009,train,
DEN,2010,train,
DEN,2011,train,
DEN,2012,train,
DEN,2013,train,
DEN,2014,train,
DEN,2015,test,
DEN,2016,test,
DEN,2017,test,
DEN,2018,test,
DEN,2019,test,
DEN,2020,test,
DEN,2021,test,
DEN,2022,test,
DEN,2023,test,
DEN,2024,test,
DET,1970,train,
DET,1971,train,
DET,1972,train,
DET,1973,train,
DET,1974,train,
DET,1975,train,
DET,1976,train,
DET,1977,train,
DET,1978,train,
DET,1979,train,
DET,1980,train,
DET,1981,train,
DET,1982,train,
DET,1983,train,
DET,1984,train,
DET,1985,train,
DET,1986,train,
DET,1987,train,
DET,1988,train,
DET,1989,train,
DET,1990,train,
DET,1991,train,
DET,1992,train,
DET,1993,train,
DET,1994,train,
DET,1995,train,
DET,1996,train,
DET,1997,train,
DET,1998,train,
DET,1999,train,
DET,2000,train,
DET,2001,train,
DET,2002,train,
DET,2003,train,
DET,2004,train,
DET,2005,train,
DET,2006,train,
DET,2007,train,
DET,2008,train,
DET,2009,train,
DET,2010,train,
DET,2011,train,
DET,2012,train,
DET,2013,train,
DET,2014,train,
DET,2015,test,
DET,2016,test,
DET,2017,test,
DET,2018,test,
DET,2019,test,
DET,2020,test,
DET,2021,test,
DET,2022,test,
DET,2023,test,
DET,2024,test,
GNB,1970,train,
GNB,1971,train,
GNB,1972,train,
GNB,1973,train,
GNB,1974,train,
GNB,1975,train,
GNB,1976,train,
GNB,1977,train,
GNB,1978,train,
GNB,1979,train,
GNB,1980,train,
GNB,1981,train,
GNB,1982,train,
GNB,1983,train,
GNB,1984,train,
GNB,1985,train,
GNB,1986,train,
GNB,1987,train,
GNB,1988,train,
GNB,1989,train,
GNB,1990,train,
GNB,1991,train,
GNB,1992,train,
GNB,1993,train,
GNB,1994,train,
GNB,1995,train,
GNB,1996,train,
GNB,1997,train,
GNB,1998,train,
GNB,1999,train,
GNB,2000,train,
GNB,2001,train,
GNB,2002,train,
GNB,2003,train,
GNB,2004,train,
GNB,2005,train,
GNB,2006,train,
GNB,2007,train,
GNB,2008,train,
GNB,2009,train,
GNB,2010,train,
GNB,2011,train,
GNB,2012,train,
GNB,2013,train,
GNB,2014,train,
GNB,2015,test,
GNB,2016,test,
GNB,2017,test,
GNB,2018,test,
GNB,2019,test,
GNB,2020,test,
GNB,2021,test,
GNB,2022,test,
GNB,2023,test,
GNB,2024,test,
HTX,2002,train,
HTX,2003,train,
HTX,2004,train,
HTX,2005,train,
HTX,2006,train,
HTX,2007,train,
HTX,2008,train,
HTX,2009,train,
HTX,2010,train,
HTX,2011,train,
HTX,2012,train,
HTX,2013,train,
HTX,2014,train,
HTX,2015,test,
HTX,2016,test,
HTX,2017,test,
HTX,2018,test,
HTX,2019,test,
HTX,2020,test,
HTX,2021,test,
HTX,2022,test,
HTX,2023,test,
HTX,2024,test,
JAX,1995,train,
JAX,1996,train,
JAX,1997,train,
JAX,1998,train,
JAX,1999,train,
JAX,2000,train,
JAX,2001,train,
JAX,2002,train,
JAX,2003,train,
JAX,2004,train,
JAX,2005,train,
JAX,2006,train,
JAX,2007,train,
JAX,2008,train,
JAX,2009,train,
JAX,2010,train,
JAX,2011,train,
JAX,2012,train,
JAX,2013,train,
JAX,2014,train,
JAX,2015,test,
JAX,2016,test,
JAX,2017,test,
JAX,2018,test,
JAX,2019,test,
JAX,2020,test,
JAX,2021,test,
JAX,2022,test,
JAX,2023,test,
JAX,2024,test,
KAN,1970,train,
KAN,1971,train,
KAN,1972,train,
KAN,1973,train,
KAN,1974,train,
KAN,1975,train,
KAN,1976,train,
KAN,1977,train,
KAN,1978,train,
KAN,1979,train,
KAN,1980,train,
KAN,1981,train,
KAN,1982,train,
KAN,1983,train,
KAN,1984,train,
KAN,1985,train,
KAN,1986,train,
KAN,1987,train,
KAN,1988,train,
KAN,1989,train,
KAN,1990,train,
KAN,1991,train,
KAN,1992,train,
KAN,1993,train,
KAN,1994,train,
KAN,1995,train,
KAN,1996,train,
KAN,1997,train,
KAN,1998,train,
KAN,1999,train,
KAN,2000,train,
KAN,2001,train,
KAN,2002,train,
KAN,2003,train,
KAN,2004,train,
KAN,2005,train,
KAN,2006,train,
KAN,2007,train,
KAN,2008,train,
KAN,2009,train,
KAN,2010,train,
KAN,2011,train,
KAN,2012,train,
KAN,2013,train,
KAN,2014,train,
KAN,2015,test,
KAN,2016,test,
KAN,2017,test,
KAN,2018,test,
KAN,2019,test,
KAN,2020,test,
KAN,2021,test,
KAN,2022,test,
KAN,2023,test,
KAN,2024,test,
MIA,1970,train,
MIA,1971,train,
MIA,1972,train,
MIA,1973,train,
MIA,1974,train,
MIA,1975,train,
MIA,1976,train,
MIA,1977,train,
MIA,1978,train,
MIA,1979,train,
MIA,1980,train,
MIA,1981,train,
MIA,1982,train,
MIA,1983,train,
MIA,1984,train,
MIA,1985,train,
MIA,1986,train,
MIA,1987,train,
MIA,1988,train,
MIA,1989,train,
MIA,1990,train,
MIA,1991,train,
MIA,1992,train,
MIA,1993,train,
MIA,1994,train,
MIA,1995,train,
MIA,1996,train,
MIA,1997,train,
MIA,1998,train,
MIA,1999,train,
MIA,2000,train,
MIA,2001,train,
MIA,2002,train,
MIA,2003,train,
MIA,2004,train,
MIA,2005,train,
MIA,2006,train,
MIA,2007,train,
MIA,2008,train,
MIA,2009,train,
MIA,2010,train,
MIA,2011,train,
MIA,2012,train,
MIA,2013,train,
MIA,2014,train,
MIA,2015,test,
MIA,2016,test,
MIA,2017,test,
MIA,2018,test,
MIA,2019,test,
MIA,2020,test,
MIA,2021,test,
MIA,2022,test,
MIA,2023,test,
MIA,2024,test,
MIN,1970,train,
MIN,1971,train,
MIN,1972,train,
MIN,1973,train,
MIN,1974,train,
MIN,1975,train,
MIN,1976,train,
MIN,1977,train,
MIN,1978,train,
MIN,1979,train,
MIN,1980,train,
MIN,1981,train,
MIN,1982,train,
MIN,1983,train,
MIN,1984,train,
MIN,1985,train,
MIN,1986,train,
MIN,1987,train,
MIN,1988,train,
MIN,1989,train,
MIN,1990,train,
MIN,1991,train,
MIN,1992,train,
MIN,1993,train,
MIN,1994,train,
MIN,1995,train,
MIN,1996,train,
MIN,1997,train,
MIN,1998,train,
MIN,1999,train,
MIN,2000,train,
MIN,2001,train,
MIN,2002,train,
MIN,2003,train,
MIN,2004,train,
MIN,2005,train,
MIN,2006,train,
MIN,2007,train,
MIN,2008,train,
MIN,2009,train,
MIN,2010,train,
MIN,2011,train,
MIN,2012,train,
MIN,2013,train,
MIN,2014,train,
MIN,2015,test,
MIN,2016,test,
MIN,2017,test,
MIN,2018,test,
MIN,2019,test,
MIN,2020,test,
MIN,2021,test,
MIN,2022,test,
MIN,2023,test,
MIN,2024,test,
NOR,1970,train,
NOR,1971,train,
NOR,1972,train,
NOR,1973,train,
NOR,1974,train,
NOR,1975,train,
NOR,1976,train,
NOR,1977,train,
NOR,1978,train,
NOR,1979,train,
NOR,1980,train,
NOR,1981,train,
NOR,1982,train,
NOR,1983,train,
NOR,1984,train,
NOR,1985,train,
NOR,1986,train,
NOR,1987,train,
NOR,1988,train,
NOR,1989,train,
NOR,1990,train,
NOR,1991,train,
NOR,1992,train,
NOR,1993,train,
NOR,1994,train,
NOR,1995,train,
NOR,1996,train,
NOR,1997,train,
NOR,1998,train,
NOR,1999,train,
NOR,2000,train,
NOR,2001,train,
NOR,2002,train,
NOR,2003,train,
NOR,2004,train,
NOR,2005,train,
NOR,2006,train,
NOR,2007,train,
NOR,2008,train,
NOR,2009,train,
NOR,2010,train,
NOR,2011,train,
NOR,2012,train,
NOR,2013,train,
NOR,2014,train,
NOR,2015,test,
NOR,2016,test,
NOR,2017,test,
NOR,2018,test,
NOR,2019,test,
NOR,2020,test,
NOR,2021,test,
NOR,2022,test,
NOR,2023,test,
NOR,2024,test,
NWE,1970,train,
NWE,1971,train,
NWE,1972,train,
NWE,1973,train,
NWE,1974,train,
NWE,1975,train,
NWE,1976,train,
NWE,1977,train,
NWE,1978,train,
NWE,1979,train,
NWE,1980,train,
NWE,1981,train,
NWE,1982,train,
NWE,1983,train,
NWE,1984,train,
NWE,1985,train,
NWE,1986,train,
NWE,1987,train,
NWE,1988,train,
NWE,1989,train,
NWE,1990,train,
NWE,1991,train,
NWE,1992,train,
NWE,1993,train,
NWE,1994,train,
NWE,1995,train,
NWE,1996,train,
NWE,1997,train,
NWE,1998,train,
NWE,1999,train,
NWE,2000,train,
NWE,2001,train,
NWE,2002,train,
NWE,2003,train,
NWE,2004,train,
NWE,2005,train,
NWE,2006,train,
NWE,2007,train,
NWE,2008,train,
NWE,2009,train,
NWE,2010,train,
NWE,2011,train,
NWE,2012,train,
NWE,2013,train,
NWE,2014,train,
NWE,2015,test,
NWE,2016,test,
NWE,2017,test,
NWE,2018,test,
NWE,2019,test,
NWE,2020,test,
NWE,2021,test,
NWE,2022,test,
NWE,2023,test,
NWE,2024,test,
NYG,1970,train,
NYG,1971,train,
NYG,1972,train,
NYG,1973,train,
NYG,1974,train,
NYG,1975,train,
NYG,1976,train,
NYG,1977,train,
NYG,1978,train,
NYG,1979,train,
NYG,1980,train,
NYG,1981,train,
NYG,1982,train,
NYG,1983,train,
NYG,1984,train,
NYG,1985,train,
NYG,1986,train,
NYG,1987,train,
NYG,1988,train,
NYG,1989,train,
NYG,1990,train,
NYG,1991,train,
NYG,1992,train,
NYG,1993,train,
NYG,1994,train,
NYG,1995,train,
NYG,1996,train,
NYG,1997,train,
NYG,1998,train,
NYG,1999,train,
NYG,2000,train,
NYG,2001,train,
NYG,2002,train,
NYG,2003,train,
NYG,2004,train,
NYG,2005,train,
NYG,2006,train,
NYG,2007,train,
NYG,2008,train,
NYG,2009,train,
NYG,2010,train,
NYG,2011,train,
NYG,2012,train,
NYG,2013,train,
NYG,2014,train,
NYG,2015,test,
NYG,2016,test,
NYG,2017,test,
NYG,2018,test,
NYG,2019,test,
NYG,2020,test,
NYG,2021,test,
NYG,2022,test,
NYG,2023,test,
NYG,2024,test,
NYJ,1970,train,
NYJ,1971,train,
NYJ,1972,train,
NYJ,1973,train,
NYJ,1974,train,
NYJ,1975,train,
NYJ,1976,train,
NYJ,1977,train,
NYJ,1978,train,
NYJ,1979,train,
NYJ,1980,train,
NYJ,1981,train,
NYJ,1982,train,
NYJ,1983,train,
NYJ,1984,train,
NYJ,1985,train,
NYJ,1986,train,
NYJ,1987,train,
NYJ,1988,train,
NYJ,1989,train,
NYJ,1990,train,
NYJ,1991,train,
NYJ,1992,train,
NYJ,1993,train,
NYJ,1994,train,
NYJ,1995,train,
NYJ,1996,train,
NYJ,1997,train,
NYJ,1998,train,
NYJ,1999,train,
NYJ,2000,train,
NYJ,2001,train,
NYJ,2002,train,
NYJ,2003,train,
NYJ,2004,train,
NYJ,2005,train,
NYJ,2006,train,
NYJ,2007,train,
NYJ,2008,train,
NYJ,2009,train,
NYJ,2010,train,
NYJ,2011,train,
NYJ,2012,train,
NYJ,2013,train,
NYJ,2014,train,
NYJ,2015,test,
NYJ,2016,test,
NYJ,2017,test,
NYJ,2018,test,
NYJ,2019,test,
NYJ,2020,test,
NYJ,2021,test,
NYJ,2022,test,
NYJ,2023,test,
NYJ,2024,test,
OTI,1970,train,
OTI,1971,train,
OTI,1972,train,
OTI,1973,train,
OTI,1974,train,
OTI,1975,train,
OTI,1976,train,
OTI,1977,train,
OTI,1978,train,
OTI,1979,train,
OTI,1980,train,
OTI,1981,train,
OTI,1982,train,
OTI,1983,train,
OTI,1984,train,
OTI,1985,train,
OTI,1986,train,
OTI,1987,train,
OTI,1988,train,
OTI,1989,train,
OTI,1990,train,
OTI,1991,train,
OTI,1992,train,
OTI,1993,train,
OTI,1994,train,
OTI,1995,train,
OTI,1996,train,
OTI,1997,train,
OTI,1998,train,
OTI,1999,train,
OTI,2000,train,
OTI,2001,train,
OTI,2002,train,
OTI,2003,train,
OTI,2004,train,
OTI,2005,train,
OTI,2006,train,
OTI,2007,train,
OTI,2008,train,
OTI,2009,train,
OTI,2010,train,
OTI,2011,train,
OTI,2012,train,
OTI,2013,train,
OTI,2014,train,
OTI,2015,test,
OTI,2016,test,
OTI,2017,test,
OTI,2018,test,
OTI,2019,test,
OTI,2020,test,
OTI,2021,test,
OTI,2022,test,
OTI,2023,test,
OTI,2024,test,
PHI,1970,train,
PHI,1971,train,
PHI,1972,train,
PHI,1973,train,
PHI,1974,train,
PHI,1975,train,
PHI,1976,train,
PHI,1977,train,
PHI,1978,train,
PHI,1979,train,
PHI,1980,train,
PHI,1981,train,
PHI,1982,train,
PHI,1983,train,
PHI,1984,train,
PHI,1985,train,
PHI,1986,train,
PHI,1987,train,
PHI,1988,train,
PHI,1989,train,
PHI,1990,train,
PHI,1991,train,
PHI,1992,train,
PHI,1993,train,
PHI,1994,train,
PHI,1995,train,
PHI,1996,train,
PHI,1997,train,
PHI,1998,train,
PHI,1999,train,
PHI,2000,train,
PHI,2001,train,
PHI,2002,train,
PHI,2003,train,
PHI,2004,train,
PHI,2005,train,
PHI,2006,train,
PHI,2007,train,
PHI,2008,train,
PHI,2009,train,
PHI,2010,train,
PHI,2011,train,
PHI,2012,train,
PHI,2013,train,
PHI,2014,train,
PHI,2015,test,
PHI,2016,test,
PHI,2017,test,
PHI,2018,test,
PHI,2019,test,
PHI,2020,test,
PHI,2021,test,
PHI,2022,test,
PHI,2023,test,
PHI,2024,test,
PIT,1970,train,
PIT,1971,train,
PIT,1972,train,
PIT,1973,train,
PIT,1974,train,
PIT,1975,train,
PIT,1976,train,
PIT,1977,train,
PIT,1978,train,
PIT,1979,train,
PIT,1980,train,
PIT,1981,train,
PIT,1982,train,
PIT,1983,train,
PIT,1984,train,
PIT,1985,train,
PIT,1986,train,
PIT,1987,train,
PIT,1988,train,
PIT,1989,train,
PIT,1990,train,
PIT,1991,train,
PIT,1992,train,
PIT,1993,train,
PIT,1994,train,
PIT,1995,train,
PIT,1996,train,
PIT,1997,train,
PIT,1998,train,
PIT,1999,train,
PIT,2000,train,
PIT,2001,train,
PIT,2002,train,
PIT,2003,train,
PIT,2004,train,
PIT,2005,train,
PIT,2006,train,
PIT,2007,train,
PIT,2008,train,
PIT,2009,train,
PIT,2010,train,
PIT,2011,train,
PIT,2012,train,
PIT,2013,train,
PIT,2014,train,
PIT,2015,test,
PIT,2016,test,
PIT,2017,test,
PIT,2018,test,
PIT,2019,test,
PIT,2020,test,
PIT,2021,test,
PIT,2022,test,
PIT,2023,test,
PIT,2024,test,
RAI,1970,train,
RAI,1971,train,
RAI,1972,train,
RAI,1973,train,
RAI,1974,train,
RAI,1975,train,
RAI,1976,train,
RAI,1977,train,
RAI,1978,train,
RAI,1979,train,
RAI,1980,train,
RAI,1981,train,
RAI,1982,train,
RAI,1983,train,
RAI,1984,train,
RAI,1985,train,
RAI,1986,train,
RAI,1987,train,
RAI,1988,train,
RAI,1989,train,
RAI,1990,train,
RAI,1991,train,
RAI,1992,train,
RAI,1993,train,
RAI,1994,train,
RAI,1995,train,
RAI,1996,train,
RAI,1997,train,
RAI,1998,train,
RAI,1999,train,
RAI,2000,train,
RAI,2001,train,
RAI,2002,train,
RAI,2003,train,
RAI,2004,train,
RAI,2005,train,
RAI,2006,train,
RAI,2007,train,
RAI,2008,train,
RAI,2009,train,
RAI,2010,train,
RAI,2011,train,
RAI,2012,train,
RAI,2013,train,
RAI,2014,train,
RAI,2015,test,
RAI,2016,test,
RAI,2017,test,
RAI,2018,test,
RAI,2019,test,
RAI,2020,test,
RAI,2021,test,
RAI,2022,test,
RAI,2023,test,
RAI,2024,test,
RAM,1970,train,
RAM,1971,train,
RAM,1972,train,
RAM,1973,train,
RAM,1974,train,
RAM,1975,train,
RAM,1976,train,
RAM,1977,train,
RAM,1978,train,
RAM,1979,train,
RAM,1980,train,
RAM,1981,train,
RAM,1982,train,
RAM,1983,train,
RAM,1984,train,
RAM,1985,train,
RAM,1986,train,
RAM,1987,train,
RAM,1988,train,
RAM,1989,train,
RAM,1990,train,
RAM,1991,train,
RAM,1992,train,
RAM,1993,train,
RAM,1994,train,
RAM,1995,train,
RAM,1996,train,
RAM,1997,train,
RAM,1998,train,
RAM,1999,train,
RAM,2000,train,
RAM,2001,train,
RAM,2002,train,
RAM,2003,train,
RAM,2004,train,
RAM,2005,train,
RAM,2006,train,
RAM,2007,train,
RAM,2008,train,
RAM,2009,train,
RAM,2010,train,
RAM,2011,train,
RAM,2012,train,
RAM,2013,train,
RAM,2014,train,
RAM,2015,test,
RAM,2016,test,
RAM,2017,test,
RAM,2018,test,
RAM,2019,test,
RAM,2020,test,
RAM,2021,test,
RAM,2022,test,
RAM,2023,test,
RAM,2024,test,
RAV,1996,train,
RAV,1997,train,
RAV,1998,train,
RAV,1999,train,
RAV,2000,train,
RAV,2001,train,
RAV,2002,train,
RAV,2003,train,
RAV,2004,train,
RAV,2005,train,
RAV,2006,train,
RAV,2007,train,
RAV,2008,train,
RAV,2009,train,
RAV,2010,train,
RAV,2011,train,
RAV,2012,train,
RAV,2013,train,
RAV,2014,train,
RAV,2015,test,
RAV,2016,test,
RAV,2017,test,
RAV,2018,test,
RAV,2019,test,
RAV,2020,test,
RAV,2021,test,
RAV,2022,test,
RAV,2023,test,
RAV,2024,test,
SDG,1970,train,
SDG,1971,train,
SDG,1972,train,
SDG,1973,train,
SDG,1974,train,
SDG,1975,train,
SDG,1976,train,
SDG,1977,train,
SDG,1978,train,
SDG,1979,train,
SDG,1980,train,
SDG,1981,train,
SDG,1982,train,
SDG,1983,train,
SDG,1984,train,
SDG,1985,train,
SDG,1986,train,
SDG,1987,train,
SDG,1988,train,
SDG,1989,train,
SDG,1990,train,
SDG,1991,train,
