No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
87,Sterling Shepard,27,WR,12,12,194,5-10,Oklahoma,2/10/1993,4,5,New York Giants / 2nd / 40th pick /2016,"$6,475,000",NYG,2020,2025-08-15 14:19:35
62,Chad Slade,28,G,1,0,315,6-5,Auburn,5/4/1992,3,0,,"$134,400",NYG,2020,2025-08-15 14:19:35
86,Darius Slayton,23,WR,16,15,198,6-1,Auburn,1/12/1997,1,6,New York Giants / 5th / 171st pick /2019,"$675,000",NYG,2020,2025-08-15 14:19:35
82,Kaden Smith,23,TE,15,12,249,6-5,Stanford,4/24/1997,1,1,San Francisco 49ers / 6th / 176th pick /2019,"$675,000",NYG,2020,2025-08-15 14:19:35
15,Golden Tate,32,WR,12,4,197,5-10,Notre Dame,8/2/1988,10,3,Seattle Seahawks / 2nd / 60th pick /2010,"$7,975,000",NYG,2020,2025-08-15 14:19:35
78,Andrew Thomas,21,LT,16,15,315,6-5,Georgia,1/22/1999,Rook,6,New York Giants / 1st / 4th pick /2020,"$610,000",NYG,2020,2025-08-15 14:19:35
85,Levine Toilolo,29,TE,16,2,268,6-8,Stanford,7/30/1991,7,0,Atlanta Falcons / 4th / 133rd pick /2013,"$1,225,000",NYG,2020,2025-08-15 14:19:35
94,Dalvin Tomlinson,26,NT,16,16,335,6-3,Alabama,2/28/1994,3,8,New York Giants / 2nd / 55th pick /2017,"$1,088,468",NYG,2020,2025-08-15 14:19:35
83,Eric Tomlinson,28,TE,1,0,265,6-6,Texas-El Paso,4/22/1992,4,0,,"$695,882",NYG,2020,2025-08-15 14:19:35
19,Joe Webb,34,WR,2,0,231,6-4,Ala-Birmingham,11/14/1986,10,0,Minnesota Vikings / 6th / 199th pick /2010,,NYG,2020,2025-08-15 14:19:35
28,Brandon Williams,28,DB,6,0,200,6-0,Texas A&M,9/9/1992,4,0,Arizona Cardinals / 3rd / 92nd pick /2016,"$825,000",NYG,2020,2025-08-15 14:19:35
38,Jarren Williams,23,CB,2,0,187,5-10,Albany (NY),7/18/1997,Rook,0,,,NYG,2020,2025-08-15 14:19:35
99,Leonard Williams,26,DT,16,12,310,6-5,USC,6/20/1994,5,8,New York Jets / 1st / 6th pick /2015,"$16,126,000",NYG,2020,2025-08-15 14:19:35
53,Oshane Ximines,24,DE,4,3,254,6-4,Old Dominion,12/7/1996,1,2,New York Giants / 3rd / 95th pick /2019,"$483,824",NYG,2020,2025-08-15 14:19:35
27,Isaac Yiadom,24,RCB,16,10,188,6-1,Boston Col.,2/20/1996,2,4,Denver Broncos / 3rd / 99th pick /2018,"$750,000",NYG,2020,2025-08-15 14:19:35
70,Kevin Zeitler,30,RG,16,16,332,6-4,Wisconsin,3/8/1990,8,5,Cincinnati Bengals / 1st / 27th pick /2012,"$10,000,000",NYG,2020,2025-08-15 14:19:35
