No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
21,Todd Gurley,26,RB,15,15,224,6-1,Georgia,8/3/1994,5,6,St. Louis Rams / 1st / 10th pick /2015,"$3,500,000",ATL,2020,2025-08-15 13:38:50
44,Tyler Hall,22,CB,9,0,190,5-10,Wyoming,10/31/1998,Rook,1,,"$430,588",ATL,2020,2025-08-15 13:38:50
92,Charles Harris,25,DE,13,1,250,6-3,Missouri,3/6/1995,3,1,Miami Dolphins / 1st / 22nd pick /2017,"$1,943,692",ATL,2020,2025-08-15 13:38:50
47,Josh Harris,31,DB,16,0,224,6-1,Auburn,4/27/1989,8,1,,"$1,050,000",ATL,2020,2025-08-15 13:38:50
32,Jaylinn Hawkins,23,S,12,2,208,6-1,California,8/25/1997,Rook,1,Atlanta Falcons / 4th / 134th pick /2020,"$610,000",ATL,2020,2025-08-15 13:38:50
61,Matt Hennessy,23,C,13,2,315,6-3,Temple,11/17/1997,Rook,2,Atlanta Falcons / 3rd / 78th pick /2020,"$610,000",ATL,2020,2025-08-15 13:38:50
23,Brian Hill,25,RB,16,1,219,6-1,Wyoming,11/9/1995,3,4,Atlanta Falcons / 5th / 156th pick /2017,"$2,133,000",ATL,2020,2025-08-15 13:38:50
4,Sterling Hofrichter,24,P,16,0,196,5-10,Syracuse,12/5/1996,Rook,1,Atlanta Falcons / 7th / 228th pick /2020,"$610,000",ATL,2020,2025-08-15 13:38:50
81,Hayden Hurst,27,TE,16,9,245,6-4,South Carolina,8/24/1993,2,5,Baltimore Ravens / 1st / 25th pick /2018,"$1,483,275",ATL,2020,2025-08-15 13:38:50
97,Grady Jarrett,27,LDT,16,16,294,6-1,Clemson,4/28/1993,5,10,Atlanta Falcons / 5th / 137th pick /2015,"$5,001,000",ATL,2020,2025-08-15 13:38:50
45,Deion Jones,26,LLB,16,16,222,6-1,LSU,11/4/1994,4,8,Atlanta Falcons / 2nd / 52nd pick /2016,"$5,850,000",ATL,2020,2025-08-15 13:38:50
11,Julio Jones,31,WR,9,9,220,6-3,Alabama,2/3/1989,9,6,Atlanta Falcons / 1st / 6th pick /2011,"$11,200,000",ATL,2020,2025-08-15 13:38:50
27,Damontae Kazee,27,DB,4,4,174,5-11,San Diego St.,6/5/1993,3,1,Atlanta Falcons / 5th / 149th pick /2017,"$2,133,000",ATL,2020,2025-08-15 13:38:50
7,Younghoe Koo,26,K,15,0,195,5-10,Georgia Southern,8/3/1994,3,5,,"$750,000",ATL,2020,2025-08-15 13:38:50
63,Chris Lindstrom,23,RG,16,16,310,6-4,Boston Col.,2/28/1997,1,7,Atlanta Falcons / 1st / 14th pick /2019,"$1,161,503",ATL,2020,2025-08-15 13:38:50
51,Alex Mack,35,C,14,14,311,6-4,California,11/19/1985,11,6,Cleveland Browns / 1st / 21st pick /2009,"$8,000,000",ATL,2020,2025-08-15 13:38:50
70,Jake Matthews,28,LT,16,16,310,6-5,Texas A&M,2/11/1992,6,8,Atlanta Falcons / 1st / 6th pick /2014,"$3,550,000",ATL,2020,2025-08-15 13:38:50
65,Justin McCray,28,G,10,2,320,6-3,Central Florida,5/31/1992,3,1,,"$825,000",ATL,2020,2025-08-15 13:38:50
76,Kaleb McGary,25,RT,14,13,330,6-6,Washington,2/22/1995,1,7,Atlanta Falcons / 1st / 31st pick /2019,"$961,625",ATL,2020,2025-08-15 13:38:50
98,Takkarist McKinley,25,DE,4,4,250,6-2,UCLA,11/2/1995,3,2,Atlanta Falcons / 1st / 26th pick /2017,"$1,858,163",ATL,2020,2025-08-15 13:38:50
55,Steven Means,30,LDE,16,11,263,6-3,Buffalo,9/16/1990,7,5,Tampa Bay Buccaneers / 5th / 147th pick /2013,"$910,000",ATL,2020,2025-08-15 13:38:50
28,Jordan Miller,23,DB,1,0,190,6-2,Washington,2/8/1997,1,0,Atlanta Falcons / 5th / 172nd pick /2019,"$555,882",ATL,2020,2025-08-15 13:38:50
22,Keanu Neal,25,FS,15,14,211,6-0,Florida,7/26/1995,4,5,Atlanta Falcons / 1st / 17th pick /2016,"$6,466,000",ATL,2020,2025-08-15 13:38:50
41,Sharrod Neasman,29,DB,16,2,213,5-11,Florida Atlantic,10/14/1991,4,2,,"$910,000",ATL,2020,2025-08-15 13:38:50
26,Isaiah Oliver,24,RCB,16,12,202,6-0,Colorado,9/30/1996,2,4,Atlanta Falcons / 2nd / 58th pick /2018,"$901,513",ATL,2020,2025-08-15 13:38:50
30,Qadree Ollison,24,RB,3,0,232,6-1,Pittsburgh,9/8/1996,1,0,Atlanta Falcons / 5th / 152nd pick /2019,"$675,000",ATL,2020,2025-08-15 13:38:50
54,Foyesade Oluokun,25,MLB,15,14,230,6-2,Yale,8/2/1995,2,7,Atlanta Falcons / 6th / 200th pick /2018,"$750,000",ATL,2020,2025-08-15 13:38:50
15,Brandon Powell,25,WR,15,1,181,5-8,Florida,9/12/1995,2,1,,"$750,000",ATL,2020,2025-08-15 13:38:50
59,LaRoy Reynolds,30,LB,16,0,240,6-1,Virginia,11/3/1990,7,1,,"$1,050,000",ATL,2020,2025-08-15 13:38:50
18,Calvin Ridley,26,WR,15,15,190,6-1,Alabama,12/20/1994,2,11,Atlanta Falcons / 1st / 26th pick /2018,"$1,470,974",ATL,2020,2025-08-15 13:38:50
46,Edmond Robinson,28,LB,13,0,245,6-3,Newberry,2/23/1992,5,1,Minnesota Vikings / 7th / 232nd pick /2015,"$428,235",ATL,2020,2025-08-15 13:38:50
14,Chris Rowland,23,WR,2,0,180,5-8,Tennessee St.,12/19/1997,Rook,0,,,ATL,2020,2025-08-15 13:38:50
2,Matt Ryan,35,QB,16,16,217,6-4,Boston Col.,5/17/1985,12,13,Atlanta Falcons / 1st / 3rd pick /2008,"$1,050,000",ATL,2020,2025-08-15 13:38:50
8,Matt Schaub,39,QB,1,0,245,6-6,Virginia,6/25/1981,16,0,Atlanta Falcons / 3rd / 90th pick /2004,"$2,000,000",ATL,2020,2025-08-15 13:38:50
94,Deadrin Senat,26,DT,5,0,328,6-0,South Florida,7/22/1994,2,1,Atlanta Falcons / 3rd / 90th pick /2018,"$750,000",ATL,2020,2025-08-15 13:38:50
20,Kendall Sheffield,24,LCB,13,9,200,5-10,Ohio St.,5/30/1996,1,3,Atlanta Falcons / 4th / 111th pick /2019,"$675,000",ATL,2020,2025-08-15 13:38:50
25,Ito Smith,25,RB,14,0,195,5-9,Southern Miss,9/11/1995,2,2,Atlanta Falcons / 4th / 126th pick /2018,"$750,000",ATL,2020,2025-08-15 13:38:50
40,Keith Smith,28,FB,16,7,240,6-0,San Jose St.,4/8/1992,6,1,,"$910,000",ATL,2020,2025-08-15 13:38:50
88,Luke Stocker,32,TE,16,13,253,6-5,Tennessee,7/17/1988,9,1,Tampa Bay Buccaneers / 4th / 104th pick /2011,"$1,050,000",ATL,2020,2025-08-15 13:38:50
52,Pita Taumoepenu,26,LB,1,0,245,6-1,Utah,3/9/1994,3,0,San Francisco 49ers / 6th / 202nd pick /2017,,ATL,2020,2025-08-15 13:38:50
24,AJ Terrell,22,LCB,14,14,200,6-1,Clemson,9/23/1998,Rook,5,Atlanta Falcons / 1st / 16th pick /2020,"$610,000",ATL,2020,2025-08-15 13:38:50
80,Laquon Treadwell,25,WR,5,0,215,6-2,Mississippi,6/14/1995,4,0,Minnesota Vikings / 1st / 23rd pick /2016,,ATL,2020,2025-08-15 13:38:50
91,Jacob Tuioti-Mariner,24,DT,16,0,285,6-2,UCLA,7/25/1996,1,2,,"$675,000",ATL,2020,2025-08-15 13:38:50
43,Mykal Walker,23,RLB,16,6,235,6-3,"Azusa Pacific,Fresno St.",8/28/1997,Rook,3,Atlanta Falcons / 4th / 119th pick /2020,"$610,000",ATL,2020,2025-08-15 13:38:50
75,John Wetzel,29,T,4,0,328,6-7,Boston Col.,7/18/1991,4,0,,"$856,471",ATL,2020,2025-08-15 13:38:50
33,Blidi Wreh-Wilson,31,DB,15,0,190,6-1,Connecticut,12/5/1989,7,2,Tennessee Titans / 3rd / 70th pick /2013,"$1,050,000",ATL,2020,2025-08-15 13:38:50
17,Olamide Zaccheaus,23,WR,11,2,199,5-8,Virginia,7/23/1997,1,2,,"$675,000",ATL,2020,2025-08-15 13:38:50
