No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
45,Roosevelt Nix,27,RB,3,0,248,5-11,"Kent St.,Kent St.",3/30/1992,4,0,,"$1,250,000",PIT,2019,2025-08-15 14:25:33
76,Chukwuma Okorafor,22,T,1,1,320,6-6,Western Michigan,8/8/1997,1,0,Pittsburgh Steelers / 3rd / 92nd pick /2018,"$620,000",PIT,2019,2025-08-15 14:25:33
53,Maurkice Pouncey,30,C,13,13,304,6-4,Florida,7/24/1989,9,6,Pittsburgh Steelers / 1st / 18th pick /2010,"$1,000,000",PIT,2019,2025-08-15 14:25:33
7,Ben Roethlisberger,37,QB,2,2,240,6-5,Miami (OH),3/2/1982,15,1,Pittsburgh Steelers / 1st / 11th pick /2004,"$2,500,000",PIT,2019,2025-08-15 14:25:33
2,Mason Rudolph,24,QB,10,8,235,6-5,Oklahoma St.,7/17/1995,1,3,Pittsburgh Steelers / 3rd / 76th pick /2018,"$658,267",PIT,2019,2025-08-15 14:25:33
38,Jaylen Samuels,23,RB,14,4,225,6-0,North Carolina St.,7/20/1996,1,3,Pittsburgh Steelers / 5th / 165th pick /2018,"$570,000",PIT,2019,2025-08-15 14:25:33
19,JuJu Smith-Schuster,23,WR,12,12,215,6-1,USC,11/22/1996,2,4,Pittsburgh Steelers / 2nd / 62nd pick /2017,"$846,434",PIT,2019,2025-08-15 14:25:33
24,Benny Snell Jr.,21,RB,13,2,224,5-10,Kentucky,2/27/1998,Rook,3,Pittsburgh Steelers / 4th / 122nd pick /2019,"$495,000",PIT,2019,2025-08-15 14:25:33
41,Robert Spillane,24,LB,8,0,229,6-1,Western Michigan,12/14/1995,1,1,,"$495,000",PIT,2019,2025-08-15 14:25:33
20,Cameron Sutton,24,DB,16,0,188,5-11,Tennessee,2/27/1995,2,1,Pittsburgh Steelers / 3rd / 94th pick /2017,"$677,400",PIT,2019,2025-08-15 14:25:33
10,Ryan Switzer,25,WR,9,0,185,5-8,North Carolina,11/4/1994,2,0,Dallas Cowboys / 4th / 133rd pick /2017,"$645,000",PIT,2019,2025-08-15 14:25:33
91,Stephon Tuitt,26,RDE,6,6,303,6-6,Notre Dame,5/23/1993,5,3,Pittsburgh Steelers / 2nd / 46th pick /2014,"$6,000,000",PIT,2019,2025-08-15 14:25:33
88,Nick Vannett,26,TE,13,6,257,6-5,Ohio St.,3/6/1993,3,1,Seattle Seahawks / 3rd / 94th pick /2016,,PIT,2019,2025-08-15 14:25:33
78,Alejandro Villanueva,31,LT,16,16,277,6-9,Army,9/22/1988,4,6,,"$5,000,000",PIT,2019,2025-08-15 14:25:33
13,James Washington,23,WR,15,10,213,5-11,Oklahoma St.,4/2/1996,1,5,Pittsburgh Steelers / 2nd / 60th pick /2018,"$684,607",PIT,2019,2025-08-15 14:25:33
90,T.J. Watt,25,LOLB,16,16,252,6-4,Wisconsin,10/11/1994,2,14,Pittsburgh Steelers / 1st / 30th pick /2017,"$1,306,688",PIT,2019,2025-08-15 14:25:33
40,Kerrith Whyte Jr,23,RB,6,0,204,5-10,Florida Atlantic,10/31/1996,Rook,1,Chicago Bears / 7th / 222nd pick /2019,,PIT,2019,2025-08-15 14:25:33
98,Vince Williams,30,RILB,14,8,233,6-1,Florida St.,12/27/1989,6,4,Pittsburgh Steelers / 6th / 206th pick /2013,"$805,000",PIT,2019,2025-08-15 14:25:33
